Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
164918,0.00,0.00,16,14.81,160,0.12,1015,14.10,13.00,4.79,-9.98,4.10,1.34,0.00,0.64,0.00
164982,0.00,0.00,16,14.70,160,0.12,1015,14.10,13.00,4.64,-10.02,4.13,1.34,0.00,0.64,0.00
165042,0.00,0.00,16,14.81,160,0.12,1008,14.10,12.50,4.64,-10.02,4.15,1.32,0.00,0.64,0.00
165106,0.00,0.00,16,14.70,160,0.12,1008,14.10,14.00,4.64,-10.02,4.13,1.32,0.00,0.64,0.00
165170,0.00,0.00,16,14.70,160,0.12,1004,14.10,14.00,4.64,-10.02,4.13,1.32,0.00,0.64,0.00
165239,0.00,0.00,16,14.70,160,0.12,1004,14.10,14.00,4.64,-10.02,4.15,1.34,0.00,0.64,0.00
165299,0.00,0.00,16,14.70,160,0.12,1010,14.10,13.50,4.64,-10.02,4.15,1.34,0.00,0.64,0.00
165363,0.00,0.00,16,14.70,160,0.12,1015,14.10,13.00,4.64,-10.02,4.13,1.32,0.00,0.64,0.00
165427,0.00,0.00,16,14.70,160,0.12,1014,14.10,13.00,4.64,-10.02,4.13,1.32,0.00,0.64,0.00
165491,0.00,0.00,16,14.70,160,0.12,1030,14.10,11.50,4.64,-10.02,4.13,1.32,0.00,0.64,0.00
165555,0.00,0.00,16,14.70,160,0.12,1021,14.10,12.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
165619,0.00,0.00,16,14.59,160,0.12,1023,14.10,12.50,4.64,-10.06,4.07,1.32,0.00,0.64,0.00
165683,0.00,0.00,16,14.47,160,0.12,1010,14.10,14.00,4.64,-10.06,4.07,1.32,0.00,0.64,0.00
165747,0.00,0.00,16,14.59,160,0.12,1008,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
165811,0.00,0.00,16,14.47,160,0.12,999,14.10,15.00,4.64,-10.04,4.13,1.34,0.00,0.64,0.00
165875,0.00,0.00,16,14.59,160,0.12,996,14.10,15.50,4.64,-10.02,4.10,1.34,0.00,0.64,0.00
165939,0.00,0.00,16,14.47,160,0.12,1002,14.10,14.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
166003,0.00,0.00,16,14.47,160,0.12,1012,14.10,13.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
166062,0.00,0.00,16,14.47,160,0.12,1018,14.10,13.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
166134,0.00,0.00,16,14.47,160,0.12,1012,14.10,13.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
166198,0.00,0.00,16,14.47,160,0.12,1020,14.10,13.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
166254,0.00,0.00,16,14.47,160,0.12,1010,14.10,12.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
166320,0.00,0.00,16,14.47,160,0.12,1008,14.10,13.00,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
166384,0.00,0.00,16,14.47,160,0.12,1005,14.10,14.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
166448,0.00,0.00,16,14.47,160,0.12,1001,14.10,14.00,4.64,-10.04,4.13,1.34,0.00,0.64,0.00
166512,0.00,0.00,16,14.47,160,0.12,997,14.10,14.50,4.64,-10.02,4.10,1.34,0.00,0.64,0.00
166578,0.00,0.00,16,14.59,160,0.12,1001,14.10,15.00,4.64,-9.98,4.15,1.32,0.00,0.64,0.00
166642,0.00,0.00,16,14.59,160,0.12,1008,14.10,15.50,4.79,-10.02,4.13,1.32,0.00,0.64,0.00
166706,0.00,0.00,16,14.70,160,0.12,1010,14.10,14.00,4.64,-9.96,4.15,1.32,0.00,0.64,0.00
166770,0.00,0.00,16,14.59,160,0.12,1015,14.10,13.50,4.79,-10.02,4.10,1.34,0.00,0.64,0.00
166831,0.00,0.00,16,14.59,160,0.12,1012,14.10,13.00,4.64,-10.00,4.10,1.32,0.00,0.64,0.00
166894,0.00,0.00,16,14.70,160,0.12,1010,14.10,13.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
166961,0.00,0.00,16,14.70,160,0.12,999,14.10,12.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
167025,0.00,0.00,16,14.59,160,0.12,996,14.10,15.00,4.64,-10.02,4.15,1.32,0.00,0.64,0.00
167089,0.00,0.00,16,14.70,160,0.12,996,14.10,15.00,4.79,-10.00,4.15,1.34,0.00,0.64,0.00
167153,0.00,0.00,16,14.59,160,0.12,1002,14.10,15.00,4.64,-9.98,4.15,1.34,0.00,0.64,0.00
167217,0.00,0.00,16,14.70,160,0.12,1008,14.10,14.00,4.64,-10.00,4.15,1.34,0.00,0.64,0.00
167281,0.00,0.00,16,14.59,160,0.12,1013,14.10,13.50,4.79,-10.02,4.15,1.32,0.00,0.64,0.00
167344,0.00,0.00,16,14.59,160,0.12,1020,14.10,13.00,4.64,-10.02,4.15,1.32,0.00,0.64,0.00
167408,0.00,0.00,16,14.59,160,0.12,1015,14.10,12.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
167472,0.00,0.00,16,14.70,160,0.12,1022,14.10,13.00,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
167536,0.00,0.00,16,14.59,160,0.12,1022,14.10,12.50,4.64,-10.02,4.07,1.32,0.00,0.64,0.00
167600,0.00,0.00,16,14.59,160,0.12,1007,14.10,13.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
167664,0.00,0.00,16,14.70,160,0.12,1013,14.10,13.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
167730,0.00,0.00,16,14.59,160,0.12,1006,14.10,14.00,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
167790,0.00,0.00,16,14.70,160,0.12,1008,14.10,14.00,4.64,-10.04,4.10,1.34,0.00,0.64,0.00
167855,0.00,0.00,16,14.59,160,0.12,1007,14.10,14.00,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
169912,0.00,0.00,16,14.59,160,0.12,1007,14.10,14.00,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
170508,0.00,0.00,16,14.59,162,0.12,1008,14.10,14.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
170572,0.00,0.00,16,14.47,162,0.12,1015,14.10,13.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
170636,0.00,0.00,16,14.70,162,0.12,1004,14.10,13.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
170700,0.00,0.00,16,14.70,162,0.12,1008,14.10,14.00,4.64,-10.04,4.10,1.34,0.00,0.64,0.00
170758,0.00,0.00,16,14.59,162,0.12,998,14.10,13.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
170822,0.00,0.00,16,14.70,162,0.12,997,14.10,14.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
170886,0.00,0.00,16,14.70,162,0.12,998,14.10,14.00,4.79,-9.98,4.10,1.32,0.00,0.64,0.00
170953,0.00,0.00,16,14.59,162,0.12,1000,14.10,14.00,4.64,-10.02,4.07,1.32,0.00,0.64,0.00
171017,0.00,0.00,16,14.70,162,0.12,1003,14.10,14.00,4.64,-10.00,4.07,1.32,0.00,0.64,0.00
171083,0.00,0.00,16,14.59,162,0.12,1003,14.10,14.00,4.79,-10.02,4.10,1.32,0.00,0.64,0.00
171147,0.00,0.00,16,14.70,162,0.12,1009,14.10,14.00,4.64,-10.00,4.10,1.32,0.00,0.64,0.00
171211,0.00,0.00,16,14.59,162,0.12,1007,14.10,14.00,4.64,-10.00,4.10,1.32,0.00,0.64,0.00
171273,0.00,0.00,16,14.70,162,0.12,1014,14.10,13.50,4.64,-10.00,4.10,1.32,0.00,0.64,0.00
171336,0.00,0.00,16,14.59,162,0.12,1015,14.10,12.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
171402,0.00,0.00,16,14.59,162,0.12,1015,14.10,12.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
171466,0.00,0.00,16,14.47,162,0.12,1020,14.10,12.00,4.64,-10.02,4.07,1.32,0.00,0.64,0.00
171530,0.00,0.00,16,14.47,162,0.12,1007,14.10,13.00,4.64,-10.06,4.07,1.32,0.00,0.64,0.00
171594,0.00,0.00,16,14.59,162,0.12,1010,14.10,13.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
171652,0.00,0.00,16,14.47,162,0.12,1005,14.10,14.00,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
171716,0.00,0.00,16,14.59,162,0.12,1008,14.10,14.00,4.64,-10.04,4.13,1.34,0.00,0.64,0.00
171780,0.00,0.00,16,14.47,162,0.12,1015,14.10,13.00,4.64,-10.06,4.13,1.32,0.00,0.64,0.00
171844,0.00,0.00,16,14.70,162,0.12,1032,14.10,11.50,4.64,-10.09,4.10,1.32,0.00,0.64,0.00
171908,0.00,0.00,16,14.59,162,0.12,1035,14.10,11.00,4.64,-10.11,4.07,1.32,0.00,0.64,0.00
171980,0.00,0.00,16,14.59,162,0.12,1028,14.10,12.00,4.64,-10.09,4.04,1.32,0.00,0.64,0.00
172039,0.00,0.00,16,14.47,162,0.12,1030,14.10,12.00,4.64,-10.11,4.04,1.32,0.00,0.64,0.00
172103,0.00,0.00,16,14.59,162,0.12,1007,14.10,14.50,4.64,-10.09,4.10,1.32,0.00,0.64,0.00
172167,0.00,0.00,16,14.70,162,0.12,1010,14.10,14.00,4.64,-10.07,4.07,1.32,0.00,0.64,0.00
172227,0.00,0.00,16,14.59,162,0.12,1000,14.10,15.50,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
172291,0.00,0.00,16,14.70,162,0.12,1002,14.10,15.00,4.64,-10.06,4.10,1.34,0.00,0.64,0.00
172358,0.00,0.00,16,14.47,162,0.12,996,14.10,15.50,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
172421,0.00,0.00,16,14.70,162,0.12,1013,14.10,15.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
172486,0.00,0.00,16,14.47,162,0.12,1020,14.10,13.50,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
172550,0.00,0.00,16,14.59,162,0.12,1007,14.10,13.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
172616,0.00,0.00,16,14.47,162,0.12,1011,14.10,14.00,4.64,-10.04,4.10,1.34,0.00,0.64,0.00
172675,0.00,0.00,16,14.59,162,0.12,1003,14.10,14.00,4.64,-10.02,4.15,1.34,0.00,0.64,0.00
172741,0.00,0.00,16,14.59,162,0.12,1005,14.10,14.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
172805,0.00,0.00,16,14.47,162,0.12,1008,14.10,14.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
172869,0.00,0.00,16,14.59,162,0.12,1009,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
172935,0.00,0.00,16,14.47,162,0.12,1007,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
172999,0.00,0.00,16,14.59,162,0.12,1010,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
173063,0.00,0.00,16,14.59,162,0.12,1014,14.10,14.00,4.64,-10.06,4.10,1.32,0.00,0.64,0.00
173123,0.00,0.00,16,14.59,162,0.12,1004,14.10,13.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
173187,0.00,0.00,16,14.47,162,0.12,1010,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
173251,0.00,0.00,16,14.47,162,0.12,1007,14.10,13.50,4.64,-10.02,4.13,1.34,0.00,0.64,0.00
173317,0.00,0.00,16,14.59,162,0.12,1018,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
173381,0.00,0.00,16,14.47,162,0.12,1005,14.10,13.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
173441,0.00,0.00,16,14.47,162,0.12,997,14.10,14.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
173505,0.00,0.00,16,14.59,162,0.12,990,14.10,15.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
173569,0.00,0.00,16,14.47,162,0.12,994,14.10,15.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
173633,0.00,0.00,16,14.59,162,0.12,1001,14.10,15.00,4.64,-10.00,4.13,1.34,0.00,0.64,0.00
173697,0.00,0.00,16,14.47,162,0.12,1004,14.10,14.00,4.79,-10.00,4.10,1.32,0.00,0.64,0.00
173761,0.00,0.00,16,14.59,162,0.12,1010,14.10,14.00,4.64,-10.00,4.13,1.32,0.00,0.64,0.00
173825,0.00,0.00,16,14.47,162,0.12,1004,14.10,13.00,4.64,-10.00,4.10,1.32,0.00,0.64,0.00
173890,0.00,0.00,16,14.59,162,0.12,1008,14.10,14.00,4.64,-9.98,4.10,1.32,0.00,0.64,0.00
173954,0.00,0.00,16,14.47,162,0.12,1008,14.10,13.50,4.79,-9.96,4.10,1.34,0.00,0.64,0.00
174018,0.00,0.00,16,14.59,162,0.12,1003,14.10,14.00,4.64,-10.02,4.10,1.34,0.00,0.64,0.00
174084,0.00,0.00,16,14.59,162,0.12,999,14.10,13.00,4.64,-9.96,4.13,1.32,0.00,0.64,0.00
174148,0.00,0.00,16,14.47,162,0.12,993,14.10,15.00,4.79,-10.02,4.10,1.32,0.00,0.64,0.00
174212,0.00,0.00,16,14.59,162,0.12,996,14.10,14.50,4.64,-9.96,4.15,1.32,0.00,0.64,0.00
174276,0.00,0.00,16,14.59,162,0.12,997,14.10,14.50,4.79,-10.02,4.15,1.34,0.00,0.64,0.00
174340,0.00,0.00,16,14.70,162,0.12,1000,14.10,14.00,4.64,-9.96,4.10,1.34,0.00,0.64,0.00
174400,0.00,0.00,16,14.70,162,0.12,997,14.10,14.00,4.79,-10.00,4.10,1.32,0.00,0.64,0.00
174466,0.00,0.00,16,14.70,162,0.12,997,14.10,14.00,4.64,-9.96,4.15,1.32,0.00,0.64,0.00
174531,0.00,0.00,16,14.70,162,0.12,1011,14.10,13.00,4.79,-10.00,4.15,1.32,0.00,0.64,0.00
174594,0.00,0.00,16,14.81,162,0.12,1006,14.10,13.50,4.64,-10.00,4.10,1.32,0.00,0.64,0.00
174659,0.00,0.00,16,14.70,162,0.12,1002,14.10,14.00,4.64,-10.00,4.10,1.34,0.00,0.64,0.00
174717,0.00,0.00,16,14.70,162,0.12,998,14.10,14.00,4.64,-9.96,4.10,1.32,0.00,0.64,0.00
174781,0.00,0.00,16,14.70,162,0.12,996,14.10,13.50,4.79,-9.96,4.10,1.32,0.00,0.64,0.00
174845,0.00,0.00,16,14.59,162,0.12,996,14.10,14.00,4.79,-9.96,4.10,1.32,0.00,0.64,0.00
174917,0.00,0.00,16,14.70,162,0.12,1002,14.10,13.50,4.79,-9.96,4.10,1.32,0.00,0.64,0.00
174975,0.00,0.00,16,14.47,162,0.12,1004,14.10,13.50,4.79,-10.02,4.10,1.32,0.00,0.64,0.00
175039,0.00,0.00,16,14.59,162,0.12,1012,14.10,13.50,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
175103,0.00,0.00,16,14.59,162,0.12,1012,14.10,13.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
175171,0.00,0.00,16,14.70,162,0.12,1012,14.10,14.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
175228,0.00,0.00,16,14.47,162,0.12,1016,14.10,13.00,4.64,-10.04,4.07,1.32,0.00,0.64,0.00
175292,0.00,0.00,16,14.59,162,0.12,1008,14.10,12.50,4.64,-10.02,4.10,1.34,0.00,0.64,0.00
175356,0.00,0.00,16,14.36,162,0.12,1011,14.10,13.50,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
175420,0.00,0.00,16,14.36,162,0.12,996,14.10,13.00,4.64,-10.02,4.10,1.32,0.00,0.64,0.00
175488,0.00,0.00,16,14.59,162,0.12,999,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
175552,0.00,0.00,16,14.36,162,0.12,1004,14.10,14.00,4.64,-10.02,4.13,1.32,0.00,0.64,0.00
175616,0.00,0.00,16,14.47,162,0.12,1002,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
177619,0.00,0.00,16,14.47,162,0.12,1002,14.10,14.00,4.64,-10.04,4.10,1.32,0.00,0.64,0.00
180936,0.00,0.00,16,14.59,163,0.12,1003,14.10,14.00,4.64,-10.02,4.07,1.32,0.00,0.64,0.00
181000,0.00,0.00,16,14.59,163,0.12,1015,14.10,13.00,4.64,-10.04,4.04,1.32,0.00,0.64,0.00
181064,0.00,0.00,16,14.70,163,0.12,1000,14.10,12.00,4.64,-10.02,4.04,1.32,0.00,0.64,0.00
181128,0.00,0.00,16,14.59,163,0.12,997,14.10,13.50,4.64,-10.04,4.04,1.32,0.00,0.64,0.00
181192,0.00,0.00,16,14.59,163,0.13,983,14.10,14.00,4.64,-9.98,4.10,1.32,0.00,0.64,0.00
181257,0.00,0.00,16,14.70,163,0.12,992,14.10,15.50,4.64,-9.98,4.07,1.32,0.00,0.64,0.00
181313,0.00,0.00,16,14.59,163,0.12,989,14.10,14.00,4.79,-9.98,4.07,1.32,0.00,0.64,0.00
181385,0.00,0.00,16,14.70,163,0.12,985,14.10,14.50,4.64,-9.98,4.07,1.32,0.00,0.64,0.00
181441,0.00,0.00,16,14.59,163,0.12,986,14.10,15.00,4.79,-9.96,4.10,1.32,0.00,0.64,0.00
181508,0.00,0.00,16,14.70,163,0.12,985,14.10,14.50,4.79,-9.98,4.07,1.32,0.00,0.64,0.00
183518,0.00,0.00,16,14.70,163,0.12,985,14.10,14.50,4.79,-9.98,4.07,1.32,0.00,0.64,0.00
184117,0.00,0.00,16,14.70,163,0.12,1003,14.10,13.50,4.79,-9.98,4.04,1.32,0.00,0.64,0.00
184181,0.00,0.00,16,14.70,163,0.12,992,14.10,12.50,4.79,-9.96,4.07,1.32,0.00,0.64,0.00
184241,0.00,0.00,16,14.70,163,0.12,990,14.10,14.00,4.64,-9.98,4.04,1.32,0.00,0.64,0.00
184305,0.00,0.00,16,14.70,163,0.12,990,14.10,14.00,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
184369,0.00,0.00,16,14.70,163,0.12,984,14.10,14.50,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
184435,0.00,0.00,16,14.70,163,0.12,989,14.10,14.00,4.79,-9.96,4.10,1.32,0.00,0.64,0.00
184499,0.00,0.00,16,14.70,163,0.12,996,14.10,13.00,4.79,-9.98,4.07,1.32,0.00,0.64,0.00
184562,0.00,0.00,16,14.70,163,0.12,990,14.10,14.00,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
184628,0.00,0.00,16,14.70,163,0.12,987,14.10,14.00,4.79,-10.00,4.04,1.32,0.00,0.64,0.00
184685,0.00,0.00,16,14.70,163,0.12,989,14.10,14.00,4.64,-9.96,4.04,1.32,0.00,0.64,0.00
184751,0.00,0.00,16,14.70,163,0.12,1000,14.10,14.00,4.79,-9.98,4.05,1.32,0.00,0.64,0.00
184819,0.00,0.00,16,14.70,163,0.12,997,14.10,13.00,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
184883,0.00,0.00,16,14.59,163,0.12,1009,14.10,11.50,4.79,-10.02,4.04,1.32,0.00,0.64,0.00
184947,0.00,0.00,16,14.70,163,0.12,1010,14.10,11.50,4.64,-10.04,4.07,1.32,0.00,0.64,0.00
185004,0.00,0.00,16,14.59,163,0.12,1016,14.10,11.50,4.64,-10.04,4.02,1.32,0.00,0.64,0.00
185068,0.00,0.00,16,14.59,163,0.12,997,14.10,13.50,4.64,-10.02,4.04,1.32,0.00,0.64,0.00
185132,0.00,0.00,16,14.59,163,0.12,996,14.10,13.50,4.64,-10.04,4.04,1.32,0.00,0.64,0.00
185204,0.00,0.00,16,14.47,163,0.12,996,14.10,14.00,4.64,-10.04,4.04,1.32,0.00,0.64,0.00
185260,0.00,0.00,16,14.59,163,0.12,1002,14.10,13.00,4.64,-10.02,4.04,1.32,0.00,0.64,0.00
185327,0.00,0.00,16,14.47,163,0.12,996,14.10,14.00,4.64,-10.04,4.04,1.32,0.00,0.64,0.00
185391,0.00,0.00,16,14.59,163,0.12,998,14.10,14.00,4.64,-10.02,4.07,1.32,0.00,0.64,0.00
185451,0.00,0.00,16,14.47,163,0.12,1005,14.10,13.50,4.64,-10.04,4.07,1.32,0.00,0.64,0.00
185515,0.00,0.00,16,14.59,163,0.12,994,14.10,14.00,4.64,-10.02,4.07,1.32,0.00,0.64,0.00
185587,0.00,0.00,16,14.59,163,0.12,1000,14.10,14.00,4.64,-10.04,4.02,1.32,0.00,0.64,0.00
185643,0.00,0.00,16,14.70,163,0.12,997,14.10,13.50,4.64,-10.02,4.02,1.32,0.00,0.64,0.00
185713,0.00,0.00,16,14.59,163,0.12,1001,14.10,14.00,4.64,-10.02,4.02,1.32,0.00,0.64,0.00
185775,0.00,0.00,16,14.70,163,0.12,997,14.10,13.00,4.64,-10.02,4.02,1.32,0.00,0.64,0.00
185839,0.00,0.00,16,14.70,163,0.12,991,14.10,14.00,4.64,-10.02,4.07,1.32,0.00,0.64,0.00
185903,0.00,0.00,16,14.59,163,0.12,986,14.10,14.00,4.64,-10.02,4.04,1.32,0.00,0.64,0.00
185967,0.00,0.00,16,14.70,163,0.12,993,14.10,14.50,4.64,-10.02,4.04,1.32,0.00,0.64,0.00
186025,0.00,0.00,16,14.59,163,0.12,1000,14.10,14.00,4.64,-10.02,4.02,1.32,0.00,0.64,0.00
186089,0.00,0.00,16,14.59,163,0.12,994,14.10,13.00,4.64,-10.02,4.04,1.32,0.00,0.64,0.00
186153,0.00,0.00,16,14.59,163,0.12,979,14.10,14.00,4.64,-10.02,4.02,1.32,0.00,0.64,0.00
186225,0.00,0.00,16,14.47,163,0.12,984,14.10,15.50,4.79,-9.98,4.10,1.32,0.00,0.64,0.00
186289,0.00,0.00,16,14.70,163,0.12,988,14.10,15.00,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
186345,0.00,0.00,16,14.59,163,0.12,991,14.10,14.00,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
186409,0.00,0.00,16,14.70,163,0.12,1002,14.10,14.00,4.79,-9.96,3.99,1.32,0.00,0.64,0.00
186473,0.00,0.00,16,14.47,163,0.12,993,14.10,12.50,4.79,-9.96,3.99,1.32,0.00,0.64,0.00
186540,0.00,0.00,16,14.70,163,0.12,992,14.10,13.50,4.79,-9.98,3.99,1.32,0.00,0.64,0.00
186606,0.00,0.00,16,14.47,163,0.12,973,14.10,14.00,4.79,-9.96,3.99,1.32,0.00,0.64,0.00
186672,0.00,0.00,16,14.47,163,0.12,984,14.10,15.50,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
186730,0.00,0.00,16,14.59,163,0.12,992,14.10,14.50,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
186794,0.00,0.00,16,14.59,163,0.12,992,14.10,13.50,4.79,-9.98,4.02,1.30,0.00,0.64,0.00
186858,0.00,0.00,16,14.59,163,0.12,996,14.10,13.00,4.79,-9.98,3.99,1.32,0.00,0.64,0.00
186926,0.00,0.00,16,14.47,163,0.12,990,14.10,14.00,4.79,-10.00,3.99,1.32,0.00,0.64,0.00
186990,0.00,0.00,16,14.59,163,0.12,988,14.10,14.00,4.64,-10.00,4.04,1.32,0.00,0.64,0.00
187054,0.00,0.00,16,14.59,163,0.12,999,14.10,14.00,4.64,-10.00,4.04,1.32,0.00,0.64,0.00
187112,0.00,0.00,16,14.70,163,0.12,988,14.10,14.00,4.64,-10.00,4.04,1.32,0.00,0.64,0.00
187176,0.00,0.00,16,14.59,163,0.12,990,14.10,14.00,4.64,-10.00,3.99,1.32,0.00,0.64,0.00
187240,0.00,0.00,16,14.70,163,0.12,992,14.10,13.50,4.64,-10.00,3.99,1.32,0.00,0.64,0.00
187307,0.00,0.00,16,14.70,163,0.12,994,14.10,13.00,4.64,-9.98,3.99,1.32,0.00,0.64,0.00
187371,0.00,0.00,16,14.70,163,0.12,988,14.10,14.00,4.79,-9.96,4.04,1.32,0.00,0.64,0.00
187435,0.00,0.00,16,14.70,163,0.12,989,14.10,13.00,4.64,-10.00,4.04,1.32,0.00,0.64,0.00
187499,0.00,0.00,16,14.70,163,0.12,985,14.10,14.00,4.79,-9.98,4.04,1.32,0.00,0.64,0.00
187563,0.00,0.00,16,14.70,163,0.12,984,14.10,14.00,4.64,-9.96,4.02,1.32,0.00,0.64,0.00
187627,0.00,0.00,16,14.70,163,0.12,988,14.10,14.00,4.79,-10.02,3.99,1.32,0.00,0.64,0.00
187691,0.00,0.00,16,14.70,163,0.12,991,14.10,13.50,4.64,-10.00,3.99,1.32,0.00,0.64,0.00
187755,0.00,0.00,16,14.70,163,0.12,990,14.10,14.00,4.64,-10.02,3.99,1.32,0.00,0.64,0.00
187819,0.00,0.00,16,14.70,163,0.12,990,14.10,14.00,4.64,-10.00,3.99,1.32,0.00,0.64,0.00
187883,0.00,0.00,16,14.59,163,0.12,994,14.10,13.00,4.64,-10.02,4.04,1.32,0.00,0.64,0.00
187947,0.00,0.00,16,14.70,163,0.12,987,14.10,13.00,4.64,-9.98,4.04,1.32,0.00,0.64,0.00
188011,0.00,0.00,16,14.59,163,0.12,991,14.10,14.00,4.79,-9.98,3.99,1.32,0.00,0.64,0.00
188075,0.00,0.00,16,14.70,163,0.12,993,14.10,13.50,4.79,-9.96,3.99,1.32,0.00,0.64,0.00
188132,0.00,0.00,16,14.70,163,0.12,1000,14.10,13.00,4.64,-10.00,4.04,1.32,0.00,0.64,0.00
188198,0.00,0.00,16,14.70,163,0.12,988,14.10,12.50,4.64,-9.98,4.04,1.32,0.00,0.64,0.00
188267,0.00,0.00,16,14.70,163,0.12,994,14.10,14.00,4.64,-10.00,4.04,1.32,0.00,0.64,0.00
188331,0.00,0.00,16,14.70,163,0.12,994,14.10,13.00,4.79,-10.00,4.02,1.32,0.00,0.64,0.00
188395,0.00,0.00,16,14.70,163,0.12,990,14.10,13.00,4.64,-10.02,4.02,1.32,0.00,0.64,0.00
188459,0.00,0.00,16,14.70,163,0.12,985,14.10,14.00,4.64,-10.02,3.99,1.32,0.00,0.64,0.00
188515,0.00,0.00,16,14.70,163,0.12,986,14.10,14.00,4.64,-10.02,3.99,1.32,0.00,0.64,0.00
188581,0.00,0.00,16,14.70,163,0.12,979,14.10,14.00,4.79,-9.98,4.04,1.32,0.00,0.64,0.00
188646,0.00,0.00,16,14.70,163,0.12,983,14.10,15.00,4.64,-10.00,4.04,1.32,0.00,0.64,0.00
188710,0.00,0.00,16,14.70,163,0.12,994,14.10,14.50,4.79,-9.98,4.02,1.32,0.00,0.64,0.00
188774,0.00,0.00,16,14.70,163,0.12,995,14.10,13.00,4.79,-9.96,4.02,1.32,0.00,0.64,0.00
188838,0.00,0.00,16,14.70,163,0.12,999,14.10,13.00,4.79,-10.02,3.99,1.32,0.00,0.64,0.00
188902,0.00,0.00,16,14.59,163,0.12,991,14.10,12.50,4.64,-9.96,4.02,1.32,0.00,0.64,0.00
188966,0.00,0.00,16,14.70,163,0.12,996,14.10,13.50,4.64,-10.02,4.02,1.32,0.00,0.64,0.00
189030,0.00,0.00,16,14.47,163,0.12,991,14.10,13.00,4.64,-9.98,4.04,1.32,0.00,0.64,0.00
