Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Tip-in Throttle* (%),Tip-in Enrichment (Last Calculated)* (raw enrichment value)
235986,13.32,0.28,3017,0.00,0.00,16,43.63,43.50,9.00,25.59,-4.18,0.90,0.0,0
236182,12.63,0.19,3048,0.00,0.00,16,44.34,44.00,6.96,15.61,-4.18,0.66,-1.2,0
236383,11.83,0.14,2990,0.00,0.00,16,-3.83,-4.00,4.35,14.40,-4.18,0.64,0.0,0
236587,12.63,0.14,2949,0.00,0.00,16,-10.16,-10.50,3.92,13.95,-4.18,0.64,0.0,0
236781,16.54,0.13,2949,0.00,0.00,16,-10.16,-10.50,3.92,13.01,-4.18,0.64,0.0,0
236982,23.89,0.13,2896,0.00,0.00,16,-10.16,-10.50,4.06,12.64,-4.18,0.64,0.0,0
237183,23.77,0.12,2891,0.00,0.00,16,-10.16,-10.50,3.92,12.04,-4.18,0.64,0.0,0
237383,24.00,0.13,2826,0.00,0.00,16,-10.16,-10.50,4.06,12.30,-4.18,0.66,0.0,0
237580,23.54,0.14,2795,0.00,0.00,16,-10.16,-10.50,4.21,12.36,-4.18,0.68,-0.6,0
237779,24.00,0.14,2741,0.00,0.00,16,-8.40,-8.50,4.35,12.30,-4.18,0.72,0.6,0
237981,22.16,0.16,2735,0.00,0.00,16,6.02,5.00,4.79,14.86,-4.18,0.82,0.6,0
238181,12.86,0.18,2793,0.00,0.00,16,32.38,36.00,5.66,16.74,-4.18,0.82,0.0,0
238377,13.67,0.19,2720,0.00,0.00,16,36.95,40.00,6.09,16.89,-4.18,0.84,0.0,0
238574,14.13,0.19,2744,0.00,0.00,16,40.82,42.50,6.09,17.71,-4.18,0.84,0.0,0
238778,14.01,0.20,2734,0.00,0.00,16,42.58,42.50,6.24,18.26,-4.18,0.84,0.0,0
238976,14.01,0.20,2758,0.00,0.00,16,44.34,44.00,6.38,18.88,-4.18,0.86,0.0,0
239175,14.36,0.21,2796,0.00,0.00,16,44.34,44.00,6.53,19.73,-4.18,0.86,0.0,0
239374,14.01,0.22,2809,0.00,0.00,16,44.34,44.00,6.82,20.57,-4.18,0.88,0.0,0
239576,13.90,0.21,2817,0.00,0.00,16,44.34,44.00,6.82,19.81,-4.18,0.88,0.0,0
239776,14.01,0.21,2843,0.00,0.00,16,44.34,44.00,6.82,19.74,-4.18,0.88,0.0,0
239980,14.13,0.20,2876,0.00,0.00,16,44.34,43.50,6.67,19.04,-4.18,0.82,0.0,0
240184,13.90,0.16,2856,0.00,0.00,16,22.54,22.50,5.66,15.33,-4.18,0.78,0.0,0
240381,13.32,0.15,2860,0.00,0.00,16,14.45,14.00,5.22,13.10,-4.18,0.70,0.0,0
240576,12.29,0.12,2814,0.00,0.00,16,-4.53,-5.00,4.21,10.84,-4.18,0.68,0.0,0
240779,12.17,0.12,2815,0.00,0.00,16,-3.12,-3.50,4.06,11.51,-4.18,0.66,0.0,0
240979,12.17,0.11,2764,0.00,0.00,16,-9.45,-9.50,3.77,10.59,-4.18,0.64,0.0,0
241176,14.59,0.12,2725,0.00,0.00,16,-10.16,-10.50,3.92,10.43,-4.18,0.64,0.0,0
241378,23.08,0.12,2678,0.00,0.00,16,-10.16,-10.50,3.92,9.84,-3.87,0.68,0.0,0
241575,23.77,0.13,2661,0.00,0.00,16,-10.16,-10.50,4.21,11.40,-3.87,0.68,0.6,0
241776,23.89,0.14,2608,0.00,0.00,16,-8.05,-8.50,4.35,11.93,-3.56,0.70,0.0,0
241977,22.51,0.14,2598,0.00,0.00,16,-3.83,-4.00,4.21,12.09,-3.56,0.72,0.0,0
242174,12.29,0.15,2558,0.00,0.00,16,5.31,3.50,4.21,12.36,-3.56,0.74,0.6,0
242375,12.06,0.15,2554,0.00,0.00,16,14.45,15.00,4.79,13.01,-3.56,0.78,0.6,0
242591,12.40,0.18,2565,0.00,0.00,16,27.81,33.00,5.37,14.14,-3.56,0.82,0.6,0
242773,13.09,0.19,2541,0.00,0.00,16,36.25,30.50,5.95,16.13,-3.25,0.82,0.0,0
242972,13.44,0.20,2552,0.00,0.00,16,42.58,38.00,6.09,16.43,-3.56,0.84,0.0,0
243173,13.90,0.21,2555,0.00,0.00,16,43.28,43.50,6.24,17.86,-3.56,0.84,0.0,0
243371,13.55,0.19,2596,0.00,0.00,16,43.28,41.50,6.38,16.95,-3.56,0.84,0.0,0
243573,14.01,0.21,2600,0.00,0.00,16,43.63,43.50,6.53,18.25,-3.56,0.86,0.0,0
243768,13.44,0.21,2656,0.00,0.00,16,43.98,43.50,6.53,18.41,-3.87,0.86,0.0,0
243973,13.90,0.21,2630,0.00,0.00,16,43.63,43.50,6.53,18.25,-3.56,0.86,0.0,0
244171,13.67,0.21,2666,0.00,0.00,16,43.98,43.50,6.53,18.41,-3.87,0.86,0.0,0
244371,13.78,0.20,2665,0.00,0.00,16,43.98,43.50,6.53,18.25,-3.87,0.86,0.0,0
244570,14.01,0.21,2679,0.00,0.00,16,43.98,43.50,6.38,18.63,-3.87,0.86,0.0,0
244768,13.78,0.20,2685,0.00,0.00,16,43.98,43.50,6.38,18.32,-3.87,0.84,0.0,0
244971,14.01,0.20,2713,0.00,0.00,16,42.93,42.50,6.38,17.79,-3.87,0.84,0.0,0
245170,13.78,0.21,2732,0.00,0.00,16,43.98,43.50,6.38,18.63,-4.18,0.84,0.0,0
245371,13.55,0.20,2746,0.00,0.00,16,43.98,43.50,6.38,18.48,-4.18,0.84,0.0,0
245570,13.44,0.19,2764,0.00,0.00,16,38.36,38.50,6.24,17.78,-4.18,0.84,0.0,0
245772,14.01,0.19,2759,0.00,0.00,16,36.60,35.50,6.09,17.33,-4.18,0.82,0.0,0
245975,13.44,0.17,2783,0.00,0.00,16,26.76,32.50,5.80,15.12,-4.18,0.74,0.0,0
246174,12.29,0.14,2733,0.00,0.00,16,5.31,6.00,4.79,12.08,-4.18,0.72,0.0,0
246374,12.40,0.12,2751,0.00,0.00,16,-6.99,-2.00,4.35,11.28,-3.87,0.70,0.0,0
246578,13.32,0.12,2721,0.00,0.00,16,-2.77,-4.50,3.92,11.18,-3.87,0.64,-0.6,0
246770,12.98,0.12,2666,0.00,0.00,16,-9.10,-10.00,3.63,10.27,-3.87,0.64,0.0,0
246973,14.93,0.12,2614,0.00,0.00,16,-10.16,-10.50,3.92,10.27,-3.87,0.64,0.0,0
247171,23.08,0.13,2598,0.00,0.00,16,-10.16,-10.50,4.06,11.24,-3.56,0.68,0.6,0
247370,25.15,0.11,2549,0.00,0.00,16,-10.16,-10.50,3.92,9.61,-3.56,0.64,0.0,0
247577,24.12,0.12,2489,0.00,0.00,16,-10.16,-10.50,3.77,9.66,-3.25,0.64,0.0,0
247772,23.54,0.13,2460,0.00,0.00,16,-9.45,-9.50,4.06,10.98,-3.25,0.70,0.0,0
247968,23.66,0.14,2417,0.00,0.00,16,-4.88,-4.50,4.06,11.38,-2.94,0.70,0.0,0
248171,14.47,0.14,2387,0.00,0.00,16,0.39,3.50,4.21,11.44,-2.94,0.72,0.6,0
248373,11.83,0.15,2362,0.00,0.00,16,9.18,9.00,4.35,11.54,-2.94,0.72,0.0,0
248567,11.60,0.13,2362,0.00,0.00,16,10.94,10.50,4.35,10.63,-2.94,0.74,0.0,0
248767,11.94,0.14,2358,0.00,0.00,16,11.99,12.00,4.64,11.33,-2.63,0.78,0.0,0
248966,12.63,0.16,2344,0.00,0.00,16,18.67,18.50,5.08,12.08,-2.63,0.80,0.0,0
249168,13.09,0.18,2330,0.00,0.00,16,28.87,28.50,5.51,13.50,-2.63,0.82,0.0,0
249367,13.44,0.19,2319,0.00,0.00,16,34.14,34.50,5.95,14.40,-2.63,0.82,0.0,0
249567,13.44,0.19,2325,0.00,0.00,16,36.60,36.00,6.09,14.84,-2.63,0.84,0.0,0
249767,13.55,0.20,2352,0.00,0.00,16,41.52,39.00,6.24,15.25,-2.94,0.84,0.0,0
249964,13.44,0.20,2351,0.00,0.00,16,40.12,38.00,6.24,15.10,-2.94,0.84,0.0,0
250164,13.67,0.19,2378,0.00,0.00,16,37.30,41.50,6.24,15.75,-2.94,0.84,0.0,0
250366,14.01,0.20,2398,0.00,0.00,16,42.58,42.50,6.24,16.05,-2.94,0.84,0.0,0
250562,13.44,0.21,2418,0.00,0.00,16,43.28,43.00,6.38,16.65,-2.94,0.86,0.6,0
250761,13.67,0.24,2452,0.00,0.00,16,44.34,44.00,7.11,19.90,-3.25,0.90,0.0,0
250963,13.44,0.27,2482,0.00,0.00,16,45.04,45.00,7.84,21.62,-3.25,0.94,0.0,0
251163,13.78,0.30,2528,0.00,0.00,16,44.69,44.00,8.71,25.60,-3.25,0.98,0.0,0
251358,13.78,0.31,2582,0.00,0.00,16,44.34,43.50,9.00,26.41,-2.32,1.00,0.6,0
251558,14.01,0.31,2621,0.00,0.00,16,43.63,43.50,9.14,27.37,-2.63,1.00,0.0,0
251758,13.78,0.32,2669,0.00,0.00,16,43.63,43.50,9.14,28.33,-2.63,1.00,0.0,0
251959,13.78,0.31,2742,0.00,0.00,16,43.63,43.00,9.29,28.54,-2.94,1.00,0.0,0
252159,13.90,0.31,2794,0.00,0.00,16,43.28,43.00,9.29,28.54,-2.94,1.00,0.0,0
252358,14.01,0.32,2826,0.00,0.00,16,43.28,43.00,9.29,30.06,-3.25,1.00,0.0,0
252557,13.55,0.31,2896,0.00,0.00,16,43.28,43.00,9.14,29.83,-3.25,1.00,0.0,0
252755,13.67,0.30,2917,0.00,0.00,16,43.63,43.50,9.00,29.07,-3.25,0.98,0.0,0
252957,13.55,0.28,2988,0.00,0.00,16,43.98,43.50,8.56,26.84,-4.18,0.84,-0.6,0
253156,12.17,0.12,2898,0.00,0.00,16,-2.77,-3.00,5.08,7.57,-4.18,0.64,0.0,0
253355,11.48,0.15,2604,0.00,0.00,16,-8.40,-8.50,4.06,13.12,-3.87,0.64,0.0,0
253555,14.01,0.15,2258,0.00,0.00,16,15.51,15.50,3.92,10.98,-2.32,0.64,0.0,0
253757,19.87,0.15,1917,0.00,0.00,16,14.10,14.00,4.06,9.31,-1.70,0.64,0.0,0
253955,23.43,0.17,1619,0.00,0.00,16,14.10,14.00,4.06,8.40,-1.39,0.64,0.0,0
254152,23.66,0.17,1377,0.00,0.00,16,14.10,22.00,4.35,8.03,-1.39,0.64,0.0,0
254350,23.54,0.13,1256,0.00,0.00,16,14.10,20.00,4.79,5.81,-1.39,0.64,0.0,0
254551,24.12,0.11,1304,0.00,0.00,16,14.10,14.50,4.35,4.17,-1.39,0.64,0.0,0
254750,23.31,0.09,1279,0.00,0.00,16,14.10,16.50,4.21,3.87,-1.39,0.64,0.0,0
254948,17.11,0.14,1208,0.00,0.00,16,14.10,22.00,4.21,5.01,-1.39,0.76,0.6,0
255150,14.93,0.21,1277,0.00,0.00,16,18.67,19.00,6.09,9.17,-1.39,0.76,0.0,0
255349,12.75,0.17,1688,0.00,0.00,16,29.57,32.50,5.95,9.44,-1.39,0.78,0.0,0
255548,13.32,0.18,1916,0.00,0.00,16,35.20,35.50,6.24,10.94,-1.39,0.82,0.0,0
255747,16.08,0.20,1926,0.00,0.00,16,36.60,36.50,6.82,13.25,-1.39,0.86,0.0,0
255945,15.16,0.26,1954,0.00,0.00,16,38.71,38.50,7.84,17.40,-1.39,0.94,0.0,0
256141,14.13,0.31,1974,0.00,0.00,16,39.06,39.00,9.14,20.92,-1.39,1.00,0.0,0
256342,14.47,0.33,1974,0.00,0.00,16,39.77,39.50,10.01,21.88,-0.77,1.00,0.0,0
256543,14.81,0.33,2009,0.00,0.00,16,39.77,40.00,10.30,22.76,-0.77,1.00,0.0,0
256739,15.04,0.34,2046,0.00,0.00,16,40.12,40.00,10.30,23.05,-0.46,1.02,0.0,0
256944,14.81,0.34,2050,0.00,0.00,16,40.12,40.00,10.45,23.33,-0.46,1.00,0.6,0
257142,14.81,0.31,2071,0.00,0.00,16,40.82,40.50,9.58,19.11,-1.70,0.92,0.0,0
257339,14.01,0.25,2097,0.00,0.00,16,40.82,40.00,8.27,16.20,-2.01,0.86,-0.6,0
257538,13.32,0.21,2111,0.00,0.00,16,39.41,39.00,7.11,12.85,-2.01,0.82,0.0,0
257738,12.86,0.17,2115,0.00,0.00,16,32.73,32.50,6.38,11.08,-2.01,0.82,0.0,0
257938,12.98,0.16,2133,0.00,0.00,16,28.52,28.50,5.95,11.24,-2.01,0.82,0.0,0
258139,13.78,0.16,2107,0.00,0.00,16,29.92,29.50,5.80,10.88,-2.01,0.82,0.0,0
258337,13.78,0.15,2122,0.00,0.00,16,29.22,28.50,5.80,10.83,-2.01,0.82,0.0,0
258541,14.01,0.16,2095,0.00,0.00,16,30.98,30.50,5.80,10.93,-2.01,0.82,0.0,0
258739,13.32,0.15,2110,0.00,0.00,16,30.27,31.00,5.80,11.04,-2.01,0.82,0.0,0
258937,13.90,0.16,2118,0.00,0.00,16,28.16,29.00,5.80,10.78,-2.01,0.82,0.0,0
259141,14.01,0.16,2104,0.00,0.00,16,31.68,30.50,5.66,11.04,-2.01,0.80,0.0,0
259340,13.55,0.16,2086,0.00,0.00,16,32.03,32.00,5.80,11.14,-1.70,0.78,0.0,0
259540,13.67,0.12,2081,0.00,0.00,16,25.00,23.50,4.79,7.07,-2.01,0.70,0.0,0
259739,12.86,0.09,2078,0.00,0.00,16,26.41,24.00,4.06,5.85,-1.70,0.66,0.0,0
259936,12.86,0.08,2060,0.00,0.00,16,17.97,17.00,3.63,5.40,-1.70,0.64,0.0,0
260134,15.04,0.09,2018,0.00,0.00,16,14.10,14.00,3.77,5.94,-1.70,0.64,0.0,0
260337,19.52,0.09,2010,0.00,0.00,16,14.10,14.00,3.77,5.98,-1.70,0.64,0.0,0
260535,25.61,0.09,2004,0.00,0.00,16,14.10,14.00,3.77,5.94,-1.70,0.64,0.0,0
260732,24.92,0.09,1962,0.00,0.00,16,14.10,14.00,3.77,5.94,-1.39,0.64,0.0,0
260934,24.00,0.10,1943,0.00,0.00,16,14.10,14.00,3.77,6.11,-1.39,0.64,0.0,0
261135,23.66,0.09,1922,0.00,0.00,16,14.10,14.00,3.77,5.52,-1.39,0.64,0.0,0
261333,23.54,0.09,1888,0.00,0.00,16,14.10,14.00,3.77,5.72,-1.39,0.64,0.0,0
261533,24.00,0.09,1878,0.00,0.00,16,14.10,14.00,3.77,5.87,-1.39,0.64,0.0,0
261731,23.77,0.09,1872,0.00,0.00,16,14.10,14.00,3.77,5.85,-1.39,0.64,0.0,0
261931,23.77,0.09,1857,0.00,0.00,16,14.10,14.00,3.77,5.68,-1.39,0.64,0.0,0
262131,24.00,0.10,1825,0.00,0.00,16,14.10,14.00,3.77,5.80,-1.39,0.64,0.0,0
262329,23.66,0.10,1802,0.00,0.00,16,14.10,14.00,3.77,5.94,-1.39,0.64,0.0,0
262529,23.89,0.09,1772,0.00,0.00,16,14.10,14.00,3.77,5.62,-1.39,0.64,0.0,0
262728,23.77,0.10,1751,0.00,0.00,16,14.10,14.00,3.63,5.93,-1.39,0.64,0.0,0
262934,24.00,0.10,1736,0.00,0.00,16,14.10,14.00,3.63,5.72,-1.39,0.64,0.0,0
263129,24.12,0.10,1708,0.00,0.00,16,14.10,14.00,3.63,5.91,-1.39,0.64,0.0,0
263329,23.89,0.10,1679,0.00,0.00,16,14.10,14.00,3.63,5.36,-1.39,0.64,0.0,0
263529,23.77,0.10,1652,0.00,0.00,16,14.10,14.00,3.63,5.78,-1.39,0.64,0.0,0
263724,23.89,0.11,1637,0.00,0.00,16,14.10,14.00,3.63,6.11,-1.39,0.64,0.0,0
263927,23.89,0.11,1595,0.00,0.00,16,14.10,14.00,3.77,5.91,-1.39,0.64,0.0,0
264128,23.77,0.12,1569,0.00,0.00,16,14.10,14.00,3.77,5.91,-1.39,0.64,0.0,0
264324,24.12,0.14,1312,0.00,0.00,16,14.10,22.00,4.21,5.72,-1.39,0.64,0.0,0
264527,23.66,0.12,1254,0.00,0.00,16,14.10,19.00,4.06,4.82,-1.39,0.64,0.0,0
264727,23.89,0.11,1252,0.00,0.00,16,14.10,19.00,3.92,4.33,-1.39,0.64,0.0,0
264929,23.31,0.12,1228,0.00,0.00,16,14.10,20.50,3.92,4.88,-1.39,0.64,0.0,0
265127,18.72,0.12,1190,0.00,0.00,16,14.10,22.00,4.06,4.73,-1.08,0.64,0.0,0
265327,14.59,0.12,1170,0.00,0.00,16,14.10,22.00,4.06,4.53,-1.08,0.64,0.0,0
265524,13.32,0.11,1150,0.00,0.00,16,14.10,22.00,4.06,4.33,-1.08,0.64,0.0,0
265724,12.63,0.11,1116,0.00,0.00,16,14.10,22.00,4.06,4.00,-1.08,0.64,0.0,0
265926,12.40,0.11,1069,0.00,0.00,16,14.10,22.00,4.06,3.77,-1.08,0.64,0.0,0
266132,12.29,0.11,1002,0.00,0.00,16,14.10,22.00,4.06,3.74,-1.08,0.64,0.0,0
266329,12.52,0.12,970,0.00,0.00,16,14.10,22.00,4.21,3.74,-1.08,0.64,0.0,0
266532,12.75,0.12,921,0.00,0.00,16,14.10,22.00,4.35,3.71,-1.08,0.64,0.0,0
266727,13.32,0.12,915,0.00,0.00,16,14.10,22.00,4.50,3.56,-1.08,0.64,0.0,0
266926,13.67,0.11,898,0.00,0.00,16,14.10,22.00,4.50,3.28,-1.08,0.64,0.0,0
267130,13.78,0.12,868,0.00,0.00,16,14.10,22.00,4.64,3.33,-1.08,0.64,0.0,0
267329,13.67,0.12,836,0.00,0.00,16,14.10,22.00,4.64,3.21,-1.08,0.64,0.0,0
267530,13.78,0.12,809,0.00,0.00,16,14.10,22.00,4.79,3.33,-1.08,0.64,0.0,0
267726,14.13,0.13,803,0.00,0.00,16,14.10,22.00,5.08,3.38,-1.08,0.64,0.0,0
267927,14.81,0.13,802,0.00,0.00,16,14.10,22.00,5.22,3.52,-1.08,0.64,0.0,0
268127,15.04,0.13,832,0.00,0.00,16,14.10,18.50,5.22,3.61,-1.08,0.64,0.0,0
268326,15.50,0.13,855,0.00,0.00,16,14.10,15.50,5.22,3.58,-1.08,0.64,0.0,0
268525,15.50,0.13,862,0.00,0.00,16,14.10,15.50,5.08,3.58,-1.08,0.64,0.0,0
268724,15.62,0.13,856,0.00,0.00,16,14.10,14.50,5.08,3.64,-1.08,0.64,0.0,0
268925,15.62,0.12,862,0.00,0.00,16,14.10,14.50,5.08,3.58,-1.08,0.64,0.0,0
269124,15.62,0.13,856,0.00,0.00,16,14.10,15.00,5.08,3.58,-1.08,0.64,0.0,0
269323,15.62,0.13,854,0.00,0.00,16,14.10,14.00,5.08,3.61,-1.08,0.64,0.0,0
269522,15.50,0.13,856,0.00,0.00,16,14.10,14.00,5.08,3.58,-1.08,0.64,0.0,0
269717,15.39,0.13,855,0.00,0.00,16,14.10,14.00,5.08,3.58,-1.08,0.64,0.0,0
269920,15.39,0.13,850,0.00,0.00,16,14.10,14.50,5.08,3.58,-1.08,0.64,0.0,0
270117,15.27,0.12,858,0.00,0.00,16,14.10,14.00,5.08,3.56,-1.08,0.64,0.0,0
270320,15.27,0.12,866,0.00,0.00,16,14.10,13.00,5.08,3.56,-1.08,0.64,0.0,0
270517,15.27,0.12,866,0.00,0.00,16,14.10,13.00,5.08,3.54,-1.08,0.64,0.0,0
270716,15.27,0.12,872,0.00,0.00,16,14.10,12.50,5.08,3.61,-1.08,0.64,0.0,0
270916,15.39,0.12,886,0.00,0.00,16,14.10,11.50,4.93,3.61,-1.08,0.68,0.0,0
271117,15.27,0.20,918,0.00,0.00,16,15.16,14.50,5.95,6.12,-1.08,0.72,0.0,0
271316,15.27,0.20,1096,0.00,0.00,16,17.62,17.00,6.53,7.22,-1.08,0.76,0.0,0
271516,13.78,0.21,1310,0.00,0.00,16,23.59,22.50,6.96,9.04,-1.39,0.78,0.0,0
271711,14.36,0.22,1416,0.00,0.00,16,26.76,26.50,7.11,10.13,-1.39,0.80,0.0,0
271911,15.62,0.22,1461,0.00,0.00,16,27.81,27.00,7.25,10.74,-1.39,0.80,0.0,0
272112,15.39,0.22,1512,0.00,0.00,16,28.52,28.00,7.25,10.94,-1.39,0.82,0.0,0
272312,14.81,0.18,1569,0.00,0.00,16,28.52,26.00,5.37,8.12,-1.39,0.64,0.0,0
272514,14.24,0.10,1699,0.00,0.00,16,17.27,16.50,3.92,3.87,-1.39,0.64,0.0,0
272713,12.63,0.12,1581,0.00,0.00,16,14.10,14.00,3.77,5.74,-1.39,0.64,0.0,0
272912,12.40,0.11,1472,0.00,0.00,16,14.10,20.00,3.77,5.74,-1.39,0.64,0.0,0
273113,12.63,0.11,1397,0.00,0.00,16,14.10,22.00,3.63,4.85,-1.39,0.64,0.0,0
273319,12.98,0.11,1293,0.00,0.00,16,14.10,22.00,3.63,4.75,-1.39,0.64,0.0,0
273511,12.63,0.11,1200,0.00,0.00,16,14.10,22.00,3.63,4.50,-1.39,0.64,0.0,0
273708,12.52,0.12,1109,0.00,0.00,16,14.10,22.00,3.77,4.47,-1.08,0.64,0.0,0
273911,12.98,0.13,1042,0.00,0.00,16,14.10,22.00,3.92,4.36,-1.08,0.64,0.0,0
274111,13.32,0.13,1004,0.00,0.00,16,14.10,22.00,4.06,4.25,-1.08,0.66,0.0,0
274311,13.21,0.14,987,0.00,0.00,16,14.10,22.00,4.50,4.73,-1.08,0.68,0.6,0
274511,13.09,0.18,980,0.00,0.00,16,15.16,15.00,5.22,5.98,-1.08,0.70,0.0,0
274706,13.78,0.19,1079,0.00,0.00,16,17.27,17.00,5.95,6.62,-1.08,0.72,0.0,0
274911,14.81,0.20,1126,0.00,0.00,16,20.08,20.00,6.38,7.41,-1.08,0.74,0.0,0
275106,15.96,0.22,1162,0.00,0.00,16,23.59,23.50,6.96,8.48,-1.08,0.78,0.0,0
275310,17.57,0.23,1263,0.00,0.00,16,26.05,25.50,7.40,9.75,-1.39,0.80,0.6,0
275506,17.11,0.24,1398,0.00,0.00,16,27.81,27.50,7.69,11.04,-1.39,0.82,0.6,0
275707,15.85,0.25,1470,0.00,0.00,16,28.52,28.50,7.84,11.98,-1.39,0.82,0.0,0
275907,15.73,0.26,1473,0.00,0.00,16,29.22,29.00,8.13,12.68,-1.39,0.84,0.0,0
276104,15.27,0.27,1480,0.00,0.00,16,29.57,29.50,8.27,13.24,-1.39,0.84,0.0,0
276305,14.81,0.27,1489,0.00,0.00,16,29.57,29.50,8.56,13.50,-1.39,0.86,0.0,0
276507,14.93,0.28,1506,0.00,0.00,16,29.92,29.50,8.71,13.89,-1.39,0.86,0.0,0
276702,14.93,0.28,1518,0.00,0.00,16,29.92,29.50,8.71,13.89,-1.39,0.86,0.0,0
276904,14.81,0.28,1514,0.00,0.00,16,29.92,29.50,8.85,14.01,-1.39,0.86,0.0,0
277105,14.81,0.28,1506,0.00,0.00,16,30.27,30.00,8.85,14.14,-1.39,0.86,0.0,0
277306,14.70,0.21,1528,0.00,0.00,16,26.41,25.50,6.53,5.62,-1.39,0.64,0.0,0
277503,13.78,0.11,1691,0.00,0.00,16,16.56,15.50,4.50,4.75,-1.39,0.64,0.0,0
277700,13.44,0.13,1479,0.00,0.00,16,14.10,14.00,3.92,6.26,-1.39,0.64,0.0,0
277899,14.81,0.19,1177,0.00,0.00,16,14.10,14.00,4.50,7.37,-1.39,0.74,0.6,0
278100,17.00,0.19,1334,0.00,0.00,16,17.97,18.50,5.80,8.60,-1.39,0.76,0.0,0
278302,17.69,0.19,1514,0.00,0.00,16,26.05,26.00,6.38,9.75,-1.39,0.78,0.0,0
278498,12.75,0.19,1694,0.00,0.00,16,30.62,30.50,6.24,10.38,-1.39,0.78,0.0,0
278700,14.24,0.18,1748,0.00,0.00,16,31.68,31.50,5.95,10.53,-1.39,0.80,0.0,0
278902,15.04,0.18,1765,0.00,0.00,16,32.03,32.00,5.95,10.48,-1.39,0.80,0.6,0
279097,14.47,0.18,1748,0.00,0.00,16,31.68,31.50,5.95,10.38,-1.39,0.80,0.0,0
279303,14.36,0.19,1638,0.00,0.00,16,30.27,30.00,5.95,10.68,-1.39,0.80,-0.6,0
279499,14.36,0.21,1519,0.00,0.00,16,28.16,28.00,6.38,10.48,-1.39,0.80,-0.6,0
279699,14.24,0.22,1457,0.00,0.00,16,27.81,27.00,6.96,10.78,-1.39,0.80,0.6,0
279899,14.24,0.21,1517,0.00,0.00,16,28.16,28.00,6.96,10.58,-1.39,0.80,0.0,0
280098,14.81,0.21,1582,0.00,0.00,16,29.57,29.00,6.96,10.98,-1.39,0.82,0.0,0
280298,15.27,0.24,1638,0.00,0.00,16,30.27,30.00,7.11,12.74,-1.39,0.86,0.0,0
280499,15.16,0.28,1715,0.00,0.00,16,33.09,32.50,7.84,15.61,-1.39,0.90,0.0,0
280696,14.36,0.28,1817,0.00,0.00,16,35.90,35.50,8.42,16.80,-1.39,0.92,0.0,0
280895,14.70,0.30,1932,0.00,0.00,16,38.71,39.00,9.14,19.20,-1.39,0.96,0.6,0
281097,14.93,0.31,2048,0.00,0.00,16,40.82,40.50,9.58,20.75,-0.77,1.02,0.0,0
281297,14.93,0.34,2216,0.00,0.00,16,42.23,42.00,10.16,25.49,-0.15,1.04,0.0,0
281498,14.36,0.35,2341,0.00,0.00,16,43.63,43.00,10.30,28.31,-0.15,1.06,0.0,0
281696,14.13,0.36,2474,0.00,0.00,16,41.88,41.50,10.45,30.72,-0.46,1.06,0.0,0
281896,14.01,0.36,2682,0.00,0.00,16,41.88,42.00,10.30,32.29,-1.08,1.04,0.0,0
282096,13.90,0.34,2888,0.00,0.00,16,42.58,42.50,9.87,32.07,-2.01,1.02,0.0,0
282296,13.78,0.32,3004,0.00,0.00,16,42.93,42.50,9.58,31.39,-2.63,1.02,0.0,0
282495,13.67,0.29,3160,0.00,0.00,16,43.63,43.50,9.29,31.05,-2.63,1.00,0.0,0
282695,13.44,0.16,3156,0.00,0.00,16,23.24,23.00,5.95,9.13,-4.18,0.64,0.0,0
282894,11.37,0.14,2844,0.00,0.00,16,-6.99,-6.00,4.06,12.79,-4.18,0.64,0.0,0
283093,14.24,0.15,2492,0.00,0.00,16,-10.16,-10.50,3.92,12.47,-3.56,0.64,0.0,0
283293,19.06,0.13,2170,0.00,0.00,16,14.80,14.50,3.92,9.88,-2.63,0.64,0.0,0
283493,23.43,0.15,1871,0.00,0.00,16,14.10,14.00,4.06,9.39,-1.39,0.64,0.0,0
283689,23.66,0.16,1582,0.00,0.00,16,14.10,14.00,4.06,8.39,-1.39,0.64,0.0,0
283893,23.66,0.16,1280,0.00,0.00,16,14.10,22.00,4.50,6.70,-1.39,0.64,0.0,0
284093,23.89,0.13,1322,0.00,0.00,16,14.10,13.00,4.64,5.17,-1.39,0.64,0.0,0
284293,23.54,0.14,1328,0.00,0.00,16,14.10,11.50,4.64,6.05,-1.39,0.74,0.0,0
284488,16.19,0.22,1403,0.00,0.00,16,20.08,17.50,5.51,9.22,-1.39,0.86,0.6,0
284692,12.75,0.25,1884,0.00,0.00,16,37.66,36.00,7.40,15.63,-1.39,0.90,0.0,0
284891,14.59,0.29,1965,0.00,0.00,16,39.06,39.00,8.71,17.71,-1.39,0.96,0.6,0
285094,15.16,0.37,1880,0.00,0.00,16,37.30,36.00,10.16,21.97,-0.77,1.04,0.0,0
285294,14.01,0.42,1912,0.00,0.00,16,33.09,33.00,11.75,26.52,2.01,1.14,0.0,0
285492,14.70,0.46,1974,0.00,0.00,16,30.98,30.50,13.06,30.83,3.87,1.24,0.0,0
