Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),CL/OL Fueling* (status),Primary Open Loop Map Enrichment* (estimated AFR),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%)
216926,16.08,0.13,829,0.00,0.00,16,14.10,12.50,5.22,3.53,-1.08,0.64,8,14.70,388,0.0
217160,15.96,0.18,845,0.00,0.00,16,14.45,11.00,5.37,4.10,-1.08,0.72,8,14.70,388,0.0
217379,15.96,0.24,991,0.00,0.00,16,20.78,19.00,7.11,8.11,-1.08,0.78,8,14.70,388,0.0
217614,14.47,0.24,1417,0.00,0.00,16,27.46,26.50,7.98,10.43,-1.39,0.82,8,14.70,388,0.0
217832,14.36,0.24,1560,0.00,0.00,16,29.22,28.50,7.98,12.42,-1.39,0.86,8,14.70,388,0.0
218082,16.88,0.24,1614,0.00,0.00,16,29.57,29.00,8.13,12.96,-1.39,0.86,8,14.70,388,0.0
218301,15.16,0.26,1570,0.00,0.00,16,29.57,29.00,8.27,13.45,-1.39,0.86,8,14.70,388,0.0
218535,14.81,0.26,1496,0.00,0.00,16,29.22,28.50,8.42,13.02,-1.39,0.86,8,14.70,388,0.0
218770,14.70,0.28,1428,0.00,0.00,16,29.57,29.00,8.85,13.14,-1.39,0.86,8,14.70,388,0.0
218988,14.93,0.22,1358,0.00,0.00,16,23.59,31.50,7.40,6.66,-1.39,0.64,8,14.70,388,0.0
219207,14.81,0.10,1429,0.00,0.00,16,15.51,17.50,5.22,2.95,-1.39,0.64,8,14.70,388,0.0
219441,13.78,0.09,1350,0.00,0.00,16,14.10,20.00,3.92,4.04,-1.39,0.64,8,14.70,388,0.0
219660,13.21,0.11,1256,0.00,0.00,16,14.10,22.00,3.77,4.85,-1.39,0.64,8,14.70,388,0.0
219894,13.55,0.12,1233,0.00,0.00,16,14.10,22.00,3.77,4.75,-1.39,0.64,8,14.70,388,0.0
220113,13.44,0.12,1145,0.00,0.00,16,14.10,22.00,3.77,4.69,-1.08,0.64,8,14.70,388,0.0
220347,12.52,0.13,1070,0.00,0.00,16,14.10,22.00,3.92,4.60,-1.08,0.64,8,14.70,388,0.0
220566,11.94,0.13,1004,0.00,0.00,16,14.10,22.00,3.92,4.43,-1.08,0.64,8,14.70,388,0.0
220785,11.48,0.13,971,0.00,0.00,16,14.10,22.00,4.35,4.18,-1.08,0.64,8,14.70,388,0.0
221019,11.25,0.12,950,0.00,0.00,16,14.10,22.00,4.50,3.82,-1.08,0.64,8,14.70,388,0.0
221238,11.25,0.12,952,0.00,0.00,16,14.10,22.00,4.50,3.70,-1.08,0.64,8,14.70,388,0.0
221472,11.37,0.12,915,0.00,0.00,16,14.10,22.00,4.50,3.65,-1.08,0.64,8,14.70,388,0.0
221691,11.83,0.12,899,0.00,0.00,16,14.10,22.00,4.50,3.53,-1.08,0.64,8,14.70,388,0.0
221925,12.52,0.12,849,0.00,0.00,16,14.10,22.00,4.64,3.45,-1.08,0.64,8,14.70,388,0.0
222159,13.32,0.14,780,0.00,0.00,16,14.10,22.00,4.93,3.50,-1.08,0.64,8,14.70,388,0.0
222378,14.13,0.13,799,0.00,0.00,16,14.10,22.00,5.22,3.43,-1.08,0.64,8,14.70,388,0.0
222597,14.81,0.12,813,0.00,0.00,16,14.10,20.00,5.22,3.34,-1.08,0.64,8,14.70,388,0.0
222831,15.27,0.13,775,0.00,0.00,16,14.10,21.50,5.22,3.34,-1.08,0.64,8,14.70,388,0.0
223050,15.73,0.13,794,0.00,0.00,16,14.10,20.00,5.22,3.43,-1.08,0.64,8,14.70,388,0.0
223284,15.96,0.13,794,0.00,0.00,16,14.10,18.50,5.37,3.43,-1.08,0.64,8,14.70,388,0.0
223503,16.19,0.13,794,0.00,0.00,16,14.10,17.00,5.37,3.40,-1.08,0.64,8,14.70,388,0.0
223737,16.54,0.13,792,0.00,0.00,16,14.10,17.50,5.37,3.47,-1.08,0.64,8,14.70,388,0.0
223956,16.31,0.13,805,0.00,0.00,16,14.10,15.50,5.37,3.47,-1.08,0.64,8,14.70,388,0.0
224190,16.54,0.13,805,0.00,0.00,16,14.10,13.50,5.37,3.45,-1.08,0.64,8,14.70,388,0.0
224409,16.42,0.13,817,0.00,0.00,16,14.10,13.00,5.37,3.45,-1.08,0.64,8,14.70,388,0.0
224628,16.08,0.12,830,0.00,0.00,16,14.10,12.50,5.22,3.43,-1.08,0.64,8,14.70,388,0.0
224862,15.96,0.12,818,0.00,0.00,16,14.10,13.50,5.22,3.40,-1.08,0.64,8,14.70,388,0.0
225081,15.96,0.12,826,0.00,0.00,16,14.10,13.00,5.37,3.38,-1.08,0.64,8,14.70,388,0.0
225315,15.85,0.12,839,0.00,0.00,16,14.10,12.00,5.22,3.31,-1.08,0.64,8,14.70,388,0.0
225534,15.73,0.12,812,0.00,0.00,16,14.10,14.00,5.22,3.34,-1.08,0.64,8,14.70,388,0.0
225768,15.73,0.12,828,0.00,0.00,16,14.10,14.00,5.22,3.38,-1.08,0.64,8,14.70,388,0.0
225987,15.73,0.12,854,0.00,0.00,16,14.10,11.00,5.08,3.36,-1.08,0.64,8,14.70,388,0.0
226221,15.62,0.12,829,0.00,0.00,16,14.10,13.00,5.08,3.34,-1.08,0.64,8,14.70,388,0.0
226440,15.50,0.12,830,0.00,0.00,16,14.10,14.00,5.08,3.36,-1.08,0.64,8,14.70,388,0.0
226675,15.27,0.12,850,0.00,0.00,16,14.10,11.50,5.08,3.31,-1.08,0.64,8,14.70,388,0.0
226893,15.04,0.12,841,0.00,0.00,16,14.10,13.00,4.93,3.31,-1.08,0.64,8,14.70,388,0.0
227128,14.81,0.12,829,0.00,0.00,16,14.10,14.00,4.93,3.34,-1.08,0.64,8,14.70,388,0.0
227347,14.93,0.12,844,0.00,0.00,16,14.10,13.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
227581,14.81,0.12,840,0.00,0.00,16,14.10,13.50,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
227800,14.70,0.12,826,0.00,0.00,16,14.10,14.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
228018,14.59,0.12,834,0.00,0.00,16,14.10,14.00,4.93,3.28,-1.08,0.64,8,14.70,388,0.0
228253,14.47,0.11,844,0.00,0.00,16,14.10,12.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
228471,14.47,0.12,832,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
228706,14.24,0.12,826,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
228925,14.36,0.12,836,0.00,0.00,16,14.10,13.50,4.93,3.17,-1.08,0.64,8,14.70,388,0.0
229159,14.01,0.12,813,0.00,0.00,16,14.10,15.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
229378,14.13,0.12,819,0.00,0.00,16,14.10,14.50,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
229596,14.01,0.12,824,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
229831,14.13,0.12,802,0.00,0.00,16,14.10,16.00,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
230049,14.01,0.12,815,0.00,0.00,16,14.10,15.50,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
230284,14.24,0.12,815,0.00,0.00,16,14.10,14.00,4.93,3.13,-1.08,0.64,8,14.70,388,0.0
230503,14.24,0.12,792,0.00,0.00,16,14.10,16.00,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
230737,14.24,0.12,808,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
230956,14.36,0.12,801,0.00,0.00,16,14.10,14.50,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
231190,14.36,0.12,791,0.00,0.00,16,14.10,14.50,4.93,3.13,-1.08,0.64,8,14.70,388,0.0
231409,14.36,0.12,791,0.00,0.00,16,14.10,15.50,5.08,3.19,-1.08,0.64,8,14.70,388,0.0
231643,14.47,0.12,808,0.00,0.00,16,14.10,13.00,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
231862,14.47,0.12,802,0.00,0.00,16,14.10,14.00,4.93,3.16,-1.08,0.64,8,14.70,388,0.0
232081,14.47,0.12,800,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,388,0.0
232315,14.36,0.12,806,0.00,0.00,16,14.10,13.50,5.08,3.16,-1.08,0.64,8,14.70,388,0.0
232534,14.59,0.12,787,0.00,0.00,16,14.10,15.50,5.08,3.19,-1.08,0.64,8,14.70,388,0.0
232768,14.70,0.12,809,0.00,0.00,16,14.10,14.00,5.08,3.22,-1.08,0.64,8,14.70,388,0.0
232987,14.70,0.12,798,0.00,0.00,16,14.10,14.00,5.08,3.19,-1.08,0.64,8,14.70,388,0.0
233221,14.59,0.12,794,0.00,0.00,16,14.10,14.00,5.08,3.19,-1.08,0.64,8,14.70,388,0.0
233440,14.70,0.12,789,0.00,0.00,16,14.10,14.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
233674,14.59,0.12,805,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
233893,14.81,0.12,790,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
234127,14.81,0.12,805,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
234346,15.04,0.12,803,0.00,0.00,16,14.10,12.50,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
234580,15.16,0.12,784,0.00,0.00,16,14.10,15.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
234799,15.16,0.12,799,0.00,0.00,16,14.10,14.00,5.22,3.29,-1.08,0.64,8,14.70,388,0.0
235018,15.04,0.12,806,0.00,0.00,16,14.10,12.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
235252,15.16,0.12,799,0.00,0.00,16,14.10,13.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
235471,15.04,0.12,802,0.00,0.00,16,14.10,13.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
235705,14.93,0.12,821,0.00,0.00,16,14.10,12.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
235924,14.70,0.12,804,0.00,0.00,16,14.10,13.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
236158,14.81,0.12,803,0.00,0.00,16,14.10,14.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
236377,14.81,0.12,811,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
236611,14.81,0.12,796,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
236830,14.81,0.12,807,0.00,0.00,16,14.10,14.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
237049,14.81,0.12,810,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
237283,14.81,0.12,800,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
237502,14.70,0.12,806,0.00,0.00,16,14.10,13.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
237736,14.81,0.12,819,0.00,0.00,16,14.10,13.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
237955,14.93,0.12,818,0.00,0.00,16,14.10,13.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
238189,14.81,0.12,821,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
238408,14.81,0.12,818,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
238642,14.70,0.12,816,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
238861,14.70,0.12,799,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
239096,14.81,0.12,816,0.00,0.00,16,14.10,13.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
239314,14.81,0.12,814,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
239548,14.70,0.12,802,0.00,0.00,16,14.10,14.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
239767,14.59,0.12,821,0.00,0.00,16,14.10,13.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
239985,14.59,0.12,817,0.00,0.00,16,14.10,13.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
240220,14.70,0.12,817,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
240438,14.70,0.12,821,0.00,0.00,16,14.10,13.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
240673,14.70,0.12,814,0.00,0.00,16,14.10,13.50,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
240892,14.81,0.12,815,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
241126,14.70,0.12,826,0.00,0.00,16,14.10,12.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
241345,14.59,0.12,815,0.00,0.00,16,14.10,13.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
241579,14.59,0.12,812,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
241798,14.59,0.12,829,0.00,0.00,16,14.10,12.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
242032,14.70,0.12,821,0.00,0.00,16,14.10,13.50,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
242251,14.70,0.12,815,0.00,0.00,16,14.10,14.00,5.08,3.31,-1.08,0.64,8,14.70,388,0.0
242470,14.70,0.12,821,0.00,0.00,16,14.10,13.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
242704,14.47,0.12,824,0.00,0.00,16,14.10,13.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
242923,14.47,0.12,810,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
243157,14.47,0.12,822,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
243391,14.59,0.12,822,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
243594,14.59,0.12,806,0.00,0.00,16,14.10,15.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
243829,14.59,0.12,808,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
244048,14.70,0.12,824,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
244282,14.70,0.12,804,0.00,0.00,16,14.10,14.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
244516,14.70,0.12,817,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
244735,14.59,0.12,826,0.00,0.00,16,14.10,12.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
244954,14.70,0.12,814,0.00,0.00,16,14.10,14.50,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
245188,14.70,0.12,822,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
245407,14.59,0.12,825,0.00,0.00,16,14.10,12.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
245641,14.47,0.12,805,0.00,0.00,16,14.10,15.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
245860,14.59,0.12,812,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
246094,14.59,0.12,810,0.00,0.00,16,14.10,14.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
246313,14.70,0.12,812,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
246547,14.81,0.12,821,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
246766,14.70,0.12,817,0.00,0.00,16,14.10,13.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
247000,14.70,0.12,812,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
247219,14.70,0.12,810,0.00,0.00,16,14.10,14.50,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
247453,14.70,0.12,813,0.00,0.00,16,14.10,13.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
247672,14.59,0.12,820,0.00,0.00,16,14.10,13.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
247891,14.70,0.12,808,0.00,0.00,16,14.10,15.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
248125,14.70,0.12,823,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
248344,14.70,0.12,809,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
248578,14.59,0.12,804,0.00,0.00,16,14.10,14.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
248813,14.59,0.12,821,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
249031,14.70,0.12,807,0.00,0.00,16,14.10,13.50,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
249250,14.81,0.12,807,0.00,0.00,16,14.10,15.00,5.08,3.29,-1.08,0.64,8,14.70,388,0.0
249485,14.70,0.12,828,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
249703,14.70,0.12,807,0.00,0.00,16,14.10,13.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
249938,14.59,0.12,809,0.00,0.00,16,14.10,14.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
250157,14.59,0.12,816,0.00,0.00,16,14.10,13.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
250391,14.70,0.12,814,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
250610,14.70,0.12,810,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
250828,14.70,0.12,819,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
251063,14.70,0.12,814,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
251281,14.70,0.12,816,0.00,0.00,16,14.10,13.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
251516,14.47,0.12,818,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
251735,14.59,0.12,812,0.00,0.00,16,14.10,14.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
251969,14.59,0.12,804,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
252188,14.70,0.12,823,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
252422,14.70,0.12,816,0.00,0.00,16,14.10,13.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
252641,14.59,0.12,804,0.00,0.00,16,14.10,15.00,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
252859,14.70,0.12,825,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
253094,14.70,0.12,828,0.00,0.00,16,14.10,12.50,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
253313,14.59,0.12,806,0.00,0.00,16,14.10,15.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
253547,14.70,0.12,815,0.00,0.00,16,14.10,13.50,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
253766,14.70,0.12,818,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
254000,14.59,0.12,804,0.00,0.00,16,14.10,14.50,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
254219,14.70,0.12,830,0.00,0.00,16,14.10,12.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
254437,14.47,0.12,820,0.00,0.00,16,14.10,13.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
254672,14.59,0.12,818,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
254891,14.59,0.12,830,0.00,0.00,16,14.10,13.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
255125,14.59,0.12,826,0.00,0.00,16,14.10,13.50,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
255344,14.59,0.12,825,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
255578,14.47,0.12,832,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
255797,14.24,0.12,828,0.00,0.00,16,14.10,13.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
256031,14.24,0.12,828,0.00,0.00,16,14.10,14.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
256250,14.36,0.12,826,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
256484,14.24,0.12,828,0.00,0.00,16,14.10,13.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
256703,14.36,0.12,821,0.00,0.00,16,14.10,13.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
256937,14.36,0.12,825,0.00,0.00,16,14.10,14.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
257156,14.47,0.12,828,0.00,0.00,16,14.10,13.50,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
257390,14.47,0.12,817,0.00,0.00,16,14.10,14.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
257609,14.47,0.12,826,0.00,0.00,16,14.10,14.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
257843,14.36,0.12,826,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
258062,14.24,0.12,823,0.00,0.00,16,14.10,13.50,5.08,3.27,-1.08,0.64,8,14.70,388,0.0
258281,14.36,0.12,822,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
258515,14.47,0.12,818,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
258734,14.59,0.12,815,0.00,0.00,16,14.10,14.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
258968,14.59,0.12,816,0.00,0.00,16,14.10,15.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
259187,14.59,0.12,828,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
259421,14.47,0.12,821,0.00,0.00,16,14.10,13.50,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
259640,14.70,0.12,810,0.00,0.00,16,14.10,15.50,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
259858,14.59,0.12,830,0.00,0.00,16,14.10,13.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
260093,14.59,0.12,813,0.00,0.00,16,14.10,13.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
260311,14.47,0.12,814,0.00,0.00,16,14.10,14.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
260546,14.70,0.12,828,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
260764,14.70,0.12,826,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
260999,14.47,0.12,810,0.00,0.00,16,14.10,14.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
261233,14.59,0.12,830,0.00,0.00,16,14.10,12.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
261452,14.70,0.12,812,0.00,0.00,16,14.10,13.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
261686,14.70,0.12,813,0.00,0.00,16,14.10,14.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
261905,14.70,0.12,836,0.00,0.00,16,14.10,12.50,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
262139,14.59,0.12,824,0.00,0.00,16,14.10,13.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
262358,14.36,0.12,813,0.00,0.00,16,14.10,15.50,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
262592,14.59,0.12,828,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
262811,14.59,0.12,810,0.00,0.00,16,14.10,14.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
263030,14.70,0.12,810,0.00,0.00,16,14.10,15.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
263264,14.70,0.12,818,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
263499,14.47,0.12,805,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
263717,14.59,0.12,807,0.00,0.00,16,14.10,14.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
263936,14.70,0.12,818,0.00,0.00,16,14.10,14.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
264170,14.70,0.12,814,0.00,0.00,16,14.10,14.00,4.93,3.29,-1.08,0.64,8,14.70,388,0.0
264389,14.70,0.12,816,0.00,0.00,16,14.10,14.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
264623,14.70,0.12,820,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
264842,14.70,0.12,822,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
265077,14.70,0.12,810,0.00,0.00,16,14.10,14.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
265295,14.47,0.12,817,0.00,0.00,16,14.10,13.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
265514,14.47,0.12,818,0.00,0.00,16,14.10,13.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
265749,14.47,0.12,808,0.00,0.00,16,14.10,14.50,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
265967,14.70,0.12,818,0.00,0.00,16,14.10,14.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
266202,14.59,0.12,826,0.00,0.00,16,14.10,12.50,4.93,3.22,-1.08,0.64,8,14.70,388,0.0
266420,14.70,0.12,807,0.00,0.00,16,14.10,14.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
266655,14.70,0.12,822,0.00,0.00,16,14.10,13.00,4.93,3.23,-1.08,0.64,8,14.70,388,0.0
266873,14.70,0.12,804,0.00,0.00,16,14.10,14.00,4.93,3.27,-1.08,0.64,8,14.70,388,0.0
267108,14.81,0.12,803,0.00,0.00,16,14.10,15.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
267327,14.70,0.12,820,0.00,0.00,16,14.10,13.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
267561,14.59,0.12,816,0.00,0.00,16,14.10,14.00,5.08,3.19,-1.08,0.64,8,14.70,388,0.0
267780,14.70,0.12,795,0.00,0.00,16,14.10,15.50,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
267998,14.81,0.12,814,0.00,0.00,16,14.10,13.00,5.08,3.23,-1.08,0.64,8,14.70,388,0.0
268233,14.81,0.12,808,0.00,0.00,16,14.10,14.00,5.08,3.19,-1.08,0.64,8,14.70,388,0.0
