Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Defogger Switch (On/Off)
470641,4.69,-2.34,14.93,8,0.48,2776,0.00,0.00,16,14.93,44.34,43.50,0.96,8.13,22.58,2.18,0.00,-6.57,0
470713,4.69,-2.34,14.81,8,0.49,2800,0.00,0.00,16,14.69,44.34,43.50,0.96,8.13,23.16,2.18,0.00,-6.63,0
470785,4.69,-2.34,14.81,8,0.48,2811,0.00,0.00,16,14.72,44.34,43.50,0.94,7.98,22.49,2.18,1.18,-6.67,0
470857,4.69,-2.34,14.70,8,0.47,2799,0.00,0.00,16,14.72,44.34,43.50,0.74,7.84,21.80,2.12,1.18,-6.88,0
470928,0.00,-2.34,14.70,8,0.39,2838,0.00,0.00,16,15.81,42.58,43.50,0.68,6.24,13.84,1.82,0.00,-8.57,0
470996,0.00,-2.34,14.24,10,0.29,2824,0.00,0.00,16,15.50,34.14,38.00,0.68,5.22,9.75,1.70,0.00,-4.83,0
471068,0.00,-0.78,12.98,10,0.23,2806,0.00,0.00,16,15.11,26.41,29.00,0.66,4.64,9.17,1.68,0.00,-10.27,0
471140,0.00,-0.78,12.52,10,0.21,2806,0.00,0.00,16,14.70,19.02,23.50,0.64,4.21,9.22,1.66,0.00,-10.64,0
471207,0.00,-0.78,12.52,10,0.21,2850,0.00,0.00,16,14.70,14.45,17.50,0.64,3.77,9.39,1.70,0.00,-10.83,0
471279,0.00,-0.78,13.67,10,0.22,2828,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.88,1.70,0.00,-10.83,0
471345,0.00,-0.78,17.00,10,0.22,2811,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,10.13,1.72,0.00,-10.81,0
471419,0.00,-0.78,20.33,10,0.22,2818,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.93,1.72,0.00,-10.79,0
471491,0.00,-0.78,23.43,10,0.22,2785,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.97,1.72,0.00,-10.79,0
471560,0.00,-0.78,25.27,10,0.21,2764,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.88,1.72,0.00,-10.79,0
471633,0.00,-0.78,25.50,10,0.21,2760,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.79,1.70,0.00,-10.79,0
471699,0.00,-0.78,24.46,10,0.22,2746,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.88,1.70,0.00,-10.79,0
471771,0.00,-0.78,23.66,10,0.21,2731,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.65,1.68,0.00,-10.79,0
471843,0.00,-0.78,23.89,10,0.21,2710,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.61,1.70,0.00,-10.81,0
471915,0.00,-0.78,23.77,10,0.21,2694,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.61,1.70,0.00,-10.81,0
471982,0.00,-0.78,24.12,10,0.21,2705,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.53,1.68,0.00,-10.85,0
472054,0.00,-0.78,23.77,10,0.21,2695,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.43,1.68,0.00,-10.85,0
472130,0.00,-0.78,23.89,10,0.21,2676,0.00,0.00,16,14.70,11.99,11.50,0.66,3.92,9.39,1.68,0.00,-10.81,0
472196,0.00,-0.78,23.89,10,0.21,2669,0.00,0.00,16,14.70,11.99,11.50,0.66,3.92,9.35,1.68,0.00,-10.85,0
472272,0.00,-0.78,23.89,10,0.22,2656,0.00,0.00,16,14.70,11.99,11.50,0.72,3.92,10.23,1.68,0.00,-10.77,0
472340,0.00,-0.78,23.89,10,0.26,2641,0.00,0.00,16,14.69,13.75,11.50,0.74,4.21,11.40,1.80,0.00,-10.44,0
472412,0.00,-0.78,24.00,10,0.26,2614,0.00,0.00,16,14.69,16.56,13.00,0.76,4.50,11.71,1.80,0.00,-10.23,0
472482,0.00,-0.78,23.77,10,0.28,2647,0.00,0.00,16,14.69,20.43,15.50,0.80,4.64,12.15,1.82,0.00,-10.09,0
472549,0.00,-0.78,23.54,10,0.29,2624,0.00,0.00,16,14.69,25.35,19.00,0.82,4.93,13.01,1.86,0.00,-9.82,0
472621,0.00,-2.34,20.90,10,0.34,2616,0.00,0.00,16,13.92,33.09,29.50,0.88,5.22,14.34,1.94,0.00,-9.38,0
472692,0.00,-2.34,15.73,10,0.38,2661,0.00,0.00,16,13.81,43.28,40.00,0.90,5.80,16.44,2.00,0.00,-8.70,0
472764,-0.78,-2.34,14.70,8,0.42,2663,0.00,0.00,16,14.14,43.98,42.50,0.92,6.38,18.10,2.06,0.00,-8.22,0
472842,-2.34,-2.34,14.47,8,0.45,2612,0.00,0.00,16,14.21,43.98,43.00,0.96,6.82,19.27,2.08,0.00,-7.72,0
472906,-1.56,-2.34,14.36,8,0.50,2627,0.00,0.00,16,13.96,44.69,43.50,1.04,7.25,20.84,2.14,0.00,-7.17,0
472974,-1.56,-2.34,14.47,8,0.59,2667,0.00,0.00,16,13.94,44.34,43.50,1.08,9.00,24.71,2.24,0.00,-6.01,0
473048,-4.69,-2.34,14.47,8,0.65,2666,0.00,0.00,16,14.12,43.98,43.50,1.14,10.01,27.88,2.32,0.00,-5.03,0
473120,-4.69,-2.34,14.13,8,0.70,2674,0.00,0.00,16,14.34,43.63,43.00,1.18,10.59,28.92,2.36,0.00,-4.29,0
473192,-1.56,-2.34,14.70,8,0.72,2705,0.00,0.00,16,14.32,42.93,42.50,1.20,11.17,32.95,2.40,0.00,-3.67,0
473264,0.78,-1.56,15.27,8,0.73,2708,0.00,0.00,16,14.63,42.23,42.00,1.22,11.46,33.70,2.44,14.51,-3.29,0
473328,0.78,0.00,15.62,8,0.73,2749,0.00,0.00,16,14.63,42.23,41.50,1.24,11.75,34.18,2.44,14.51,-3.02,0
473404,1.56,0.00,15.39,8,0.75,2763,0.00,0.00,16,14.64,41.52,41.50,1.24,11.75,34.67,2.46,18.43,-2.88,0
473474,1.56,0.00,15.27,8,0.76,2774,0.00,0.00,16,14.64,41.52,40.50,1.26,11.90,35.65,2.48,18.43,-2.75,0
473546,1.56,0.00,15.04,8,0.76,2807,0.00,0.00,16,14.64,41.17,40.50,1.26,12.04,36.02,2.48,19.61,-2.63,0
473610,2.34,0.00,15.04,8,0.77,2843,0.00,0.00,16,14.64,41.17,40.00,1.26,12.04,36.88,2.50,20.78,-2.57,0
473688,2.34,0.00,15.04,8,0.76,2907,0.00,0.00,16,14.65,41.17,40.00,1.26,12.19,37.00,2.50,20.78,-2.53,0
473752,2.34,0.00,14.93,8,0.76,2932,0.00,0.00,16,14.65,41.52,40.50,1.26,12.19,37.37,2.50,20.78,-2.49,0
473824,3.12,0.00,14.93,8,0.77,2946,0.00,0.00,16,14.66,41.52,40.50,1.22,12.19,37.62,2.52,20.78,-2.49,0
473898,3.12,0.00,14.93,8,0.75,2965,0.00,0.00,16,14.84,42.23,40.50,1.18,11.61,37.24,2.48,19.61,-2.90,0
473964,2.34,0.00,14.81,8,0.72,2984,0.00,0.00,16,14.67,42.93,41.50,1.16,11.46,35.41,2.46,19.61,-3.19,0
474036,1.56,0.00,14.36,8,0.69,3012,0.00,0.00,16,14.68,43.28,42.00,1.14,11.17,34.43,2.46,14.51,-3.40,0
474108,2.34,0.00,14.47,8,0.68,3036,0.00,0.00,16,14.69,43.28,42.50,1.14,11.03,34.55,2.46,14.51,-3.62,0
474180,3.12,0.00,14.81,8,0.66,3054,0.00,0.00,16,14.69,43.63,42.50,1.12,10.88,34.06,2.44,12.94,-3.77,0
474252,2.34,0.00,14.81,8,0.64,3089,0.00,0.00,16,14.70,43.63,42.50,1.10,10.59,32.48,2.42,12.94,-4.06,0
474324,2.34,0.00,14.59,8,0.61,3098,0.00,0.00,16,14.70,43.98,42.50,1.08,10.45,31.92,2.40,10.59,-4.27,0
474396,2.34,0.00,14.59,8,0.60,3133,0.00,0.00,16,14.70,43.98,43.00,1.06,10.30,31.25,2.38,10.59,-4.56,0
474476,2.34,0.00,14.59,8,0.58,3148,0.00,0.00,16,14.71,43.98,43.00,1.04,9.87,30.14,2.34,9.02,-4.91,0
474532,0.78,0.00,14.59,8,0.54,3179,0.00,0.00,16,14.71,44.34,43.50,1.00,9.58,28.50,2.30,6.67,-5.36,0
474604,0.78,0.00,14.36,8,0.52,3172,0.00,0.00,16,14.92,44.34,43.50,0.98,9.14,27.14,2.28,6.67,-5.80,0
474674,0.00,0.00,14.36,8,0.49,3208,0.00,0.00,16,14.99,44.34,43.50,0.92,8.56,25.20,2.24,2.75,-6.38,0
474747,-2.34,0.00,14.24,8,0.44,3200,0.00,0.00,16,15.09,44.34,43.50,0.92,7.55,22.31,2.16,2.75,-7.02,0
474814,-4.69,0.00,13.78,8,0.40,3226,0.00,0.00,16,14.75,43.98,43.50,0.90,7.11,20.59,2.10,0.00,-7.46,0
474886,-5.47,-2.34,13.67,8,0.37,3219,0.00,0.00,16,14.75,43.28,43.00,0.90,6.96,19.81,2.10,0.00,-7.68,0
474958,-3.12,-2.34,14.36,8,0.37,3246,0.00,0.00,16,14.75,43.28,42.50,0.90,6.82,19.66,2.10,0.00,-7.81,0
475030,-2.34,-2.34,14.70,8,0.36,3230,0.00,0.00,16,14.75,43.28,42.50,0.90,6.82,19.57,2.10,0.00,-7.87,0
475100,-0.78,-2.34,15.16,8,0.36,3256,0.00,0.00,16,14.75,42.93,42.00,0.90,6.67,19.42,2.08,0.00,-7.97,0
475170,0.00,-2.34,15.16,8,0.36,3248,0.00,0.00,16,14.74,42.58,42.00,0.90,6.67,19.19,2.08,0.00,-8.02,0
475244,0.78,-2.34,15.16,8,0.35,3251,0.00,0.00,16,14.74,42.93,42.00,0.88,6.53,19.42,2.08,0.00,-8.10,0
475310,0.78,-2.34,15.16,8,0.35,3284,0.00,0.00,16,14.74,42.58,41.50,0.88,6.53,18.95,2.06,0.00,-8.22,0
475382,0.78,-2.34,15.04,8,0.34,3285,0.00,0.00,16,14.74,42.23,41.50,0.88,6.38,18.49,2.04,0.00,-8.35,0
475453,0.00,-2.34,14.81,8,0.33,3268,0.00,0.00,16,14.74,41.88,41.50,0.86,6.24,18.26,2.04,0.00,-8.43,0
475525,0.00,-2.34,14.59,8,0.32,3291,0.00,0.00,16,14.74,41.52,40.50,0.86,6.24,17.41,2.02,0.00,-8.55,0
475597,-0.78,-2.34,14.47,8,0.32,3288,0.00,0.00,16,14.74,41.52,40.50,0.86,6.09,17.33,2.02,0.00,-8.66,0
475669,0.00,-2.34,14.47,8,0.31,3282,0.00,0.00,16,14.74,41.17,40.00,0.84,5.95,16.96,2.00,0.00,-8.76,0
475741,0.00,-2.34,14.81,8,0.30,3296,0.00,0.00,16,14.74,40.82,40.00,0.84,5.80,16.07,1.98,0.00,-8.89,0
475809,0.00,-2.34,14.59,8,0.29,3279,0.00,0.00,16,14.74,40.47,40.00,0.84,5.66,15.85,1.98,0.00,-9.01,0
475881,-0.78,-2.34,14.59,8,0.28,3304,0.00,0.00,16,14.74,40.12,39.50,0.84,5.66,15.25,1.94,0.00,-9.11,0
475951,-0.78,-2.34,14.47,8,0.28,3305,0.00,0.00,16,14.74,40.47,39.50,0.82,5.51,15.25,1.94,0.00,-9.17,0
476023,-0.78,-2.34,14.59,8,0.28,3285,0.00,0.00,16,14.74,40.47,39.00,0.82,5.37,15.48,1.94,0.00,-9.26,0
476087,0.00,-2.34,14.59,8,0.27,3301,0.00,0.00,16,14.74,39.77,39.50,0.82,5.37,14.66,1.92,0.00,-9.30,0
476159,-0.78,-2.34,14.59,8,0.27,3284,0.00,0.00,16,14.74,39.77,39.00,0.82,5.37,14.79,1.92,0.00,-9.34,0
476234,-0.78,-2.34,14.47,8,0.26,3284,0.00,0.00,16,14.74,39.77,39.00,0.80,5.37,14.66,1.92,0.00,-9.42,0
476305,-0.78,-2.34,14.59,8,0.25,3279,0.00,0.00,16,14.77,39.06,38.50,0.68,5.08,13.34,1.86,0.00,-9.67,0
476373,0.00,-0.78,14.47,8,0.21,3295,0.00,0.00,16,15.21,35.20,37.50,0.64,4.64,9.89,1.68,0.00,-10.42,0
476445,0.00,-0.78,14.36,10,0.18,3223,0.00,0.00,16,15.22,28.16,31.50,0.64,4.06,8.64,1.66,0.00,-10.75,0
476519,0.00,-0.78,14.13,10,0.18,3122,0.00,0.00,16,14.70,19.73,25.00,0.64,3.92,8.99,1.66,0.00,-10.79,0
476583,0.00,-0.78,14.81,10,0.19,2998,0.00,0.00,16,14.70,13.40,19.50,0.64,3.63,9.35,1.68,0.00,-10.98,0
476657,0.00,-0.78,19.52,10,0.21,2911,0.00,0.00,16,14.70,11.99,11.50,0.64,3.77,9.97,1.70,0.00,-10.96,0
476728,0.00,-0.78,22.62,10,0.22,2804,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.88,1.72,0.00,-10.85,0
476800,0.00,-0.78,24.12,10,0.23,2693,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.88,1.70,0.00,-10.77,0
476872,0.00,-0.78,24.00,10,0.23,2578,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,9.48,1.68,0.00,-10.77,0
476943,0.00,-0.78,23.54,10,0.23,2495,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,8.99,1.66,0.00,-10.73,0
477008,0.00,-0.78,23.77,10,0.23,2375,0.00,0.00,16,14.70,11.99,11.50,0.64,4.06,8.60,1.64,0.00,-10.65,0
477080,0.00,-0.78,23.54,10,0.20,2174,0.00,0.00,16,14.70,11.99,11.50,0.64,4.06,7.62,1.56,0.00,-10.75,0
477152,0.00,-0.78,23.89,10,0.20,2078,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,6.88,1.54,0.00,-10.79,0
477224,0.00,-0.78,23.54,10,0.20,2026,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,6.73,1.52,0.00,-10.79,0
477298,0.00,-0.78,23.89,10,0.21,1928,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,6.66,1.50,0.00,-10.79,0
477366,0.00,-0.78,23.77,10,0.22,1838,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,6.59,1.52,0.00,-10.83,0
477439,0.00,-0.78,23.54,10,0.23,1746,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,6.70,1.52,0.00,-10.81,0
477509,0.00,-0.78,23.66,10,0.25,1682,0.00,0.00,16,14.70,11.99,11.50,0.64,4.06,6.77,1.52,0.00,-10.75,0
477581,0.00,-0.78,24.12,10,0.27,1580,0.00,0.00,16,14.70,11.64,11.50,0.64,4.06,6.81,1.52,0.00,-10.58,0
477645,0.00,-0.78,24.00,10,0.27,1485,0.00,0.00,16,14.70,11.29,11.50,0.64,4.21,6.40,1.48,0.00,-10.44,0
477717,0.00,-0.78,24.00,10,0.27,1404,0.00,0.00,16,14.70,10.94,11.00,0.64,4.35,5.81,1.46,0.00,-10.40,0
477796,0.00,-0.78,24.12,10,0.27,1301,0.00,0.00,16,14.70,10.59,19.00,0.64,4.50,5.65,1.44,0.00,-10.23,0
477861,0.00,-0.78,24.12,10,0.24,1240,0.00,0.00,16,15.73,10.94,17.50,0.64,4.64,5.14,1.40,0.00,-10.11,0
477933,0.00,-0.78,24.00,10,0.22,1280,0.00,0.00,16,14.71,10.94,14.50,0.68,4.50,4.79,1.36,0.00,-10.27,0
478005,0.00,-0.78,24.12,10,0.22,1324,0.00,0.00,16,14.71,10.94,13.00,0.70,4.35,4.75,1.42,0.00,-10.35,0
478077,0.00,-0.78,23.89,10,0.28,1301,0.00,0.00,16,12.93,11.99,10.50,0.76,4.50,5.85,1.48,0.00,-10.15,0
478145,0.00,-0.78,23.66,10,0.34,1280,0.00,0.00,16,12.48,13.75,11.50,0.80,4.79,6.81,1.56,0.00,-9.82,0
478216,0.00,-2.34,23.77,10,0.39,1304,0.00,0.00,16,13.26,16.21,14.00,0.82,5.37,8.27,1.64,0.00,-8.82,0
478290,0.00,-2.34,23.20,10,0.40,1365,0.00,0.00,16,14.67,20.08,17.00,0.82,6.38,9.22,1.68,0.00,-8.47,0
478354,0.00,-2.34,15.50,10,0.38,1453,0.00,0.00,16,14.68,25.70,20.50,0.82,6.53,9.70,1.70,0.00,-8.14,0
478426,-5.47,-2.34,13.67,8,0.35,1590,0.00,0.00,16,14.69,31.68,25.00,0.84,6.67,10.23,1.70,0.00,-8.04,0
478498,-8.59,-2.34,12.86,8,0.35,1760,0.00,0.00,16,14.69,34.84,30.50,0.86,6.53,11.25,1.78,0.00,-8.12,0
478566,-5.47,-2.34,13.44,8,0.34,1925,0.00,0.00,16,14.69,37.30,34.00,0.88,6.53,12.10,1.82,0.00,-8.10,0
478638,-0.78,-2.34,14.70,8,0.35,2115,0.00,0.00,16,14.69,39.06,36.50,0.88,6.53,13.01,1.86,0.00,-8.16,0
478710,3.12,-2.34,15.50,8,0.38,2249,0.00,0.00,16,13.77,40.12,39.00,0.88,6.67,14.22,1.92,0.00,-7.99,0
478778,7.03,-2.34,16.42,8,0.40,2243,0.00,0.00,16,14.68,39.77,39.00,0.90,6.96,14.47,1.92,0.00,-7.73,0
478850,5.47,-2.34,16.65,8,0.40,2185,0.00,0.00,16,14.68,40.12,39.00,0.90,7.11,14.53,1.92,0.00,-7.58,0
478920,0.78,-2.34,15.50,8,0.42,2194,0.00,0.00,16,14.68,40.47,39.50,0.92,7.25,15.33,1.96,0.00,-7.41,0
478992,0.00,-2.34,14.59,8,0.44,2180,0.00,0.00,16,14.67,40.47,39.50,0.92,7.40,15.63,1.96,0.00,-7.17,0
479064,0.78,-2.34,14.36,8,0.45,2196,0.00,0.00,16,14.67,41.17,40.00,0.94,7.69,16.14,1.98,0.00,-6.98,0
479136,0.78,-2.34,14.36,8,0.48,2190,0.00,0.00,16,14.67,41.17,40.00,0.94,7.98,17.11,2.02,0.00,-6.79,0
479208,1.56,-2.34,14.47,8,0.47,2200,0.00,0.00,16,14.67,41.88,40.50,0.94,8.13,17.33,2.02,0.00,-6.61,0
479274,0.78,-2.34,14.47,8,0.48,2216,0.00,0.00,16,14.67,41.52,40.50,0.94,8.27,17.71,2.02,0.00,-6.48,0
479348,0.78,-2.34,14.47,8,0.48,2210,0.00,0.00,16,14.67,41.88,40.50,0.94,8.27,17.71,2.02,0.00,-6.36,0
479420,1.56,-2.34,14.70,8,0.49,2228,0.00,0.00,16,14.67,41.88,41.00,0.94,8.42,17.94,2.04,0.00,-6.32,0
479492,1.56,-2.34,14.81,8,0.49,2194,0.00,0.00,16,14.68,41.88,41.00,0.94,8.42,17.71,2.04,0.00,-6.27,0
479556,2.34,-2.34,14.81,8,0.49,2220,0.00,0.00,16,14.68,41.88,41.00,0.94,8.42,18.02,2.04,0.00,-6.25,0
479630,1.56,-2.34,14.81,8,0.49,2202,0.00,0.00,16,14.68,41.88,41.50,0.94,8.42,17.79,2.04,0.00,-6.25,0
479698,2.34,-2.34,14.81,8,0.48,2221,0.00,0.00,16,14.68,42.23,41.50,0.94,8.42,17.86,2.04,0.00,-6.23,0
479770,2.34,-2.34,14.81,8,0.49,2212,0.00,0.00,16,14.68,42.23,41.00,0.94,8.42,18.10,2.04,0.00,-6.23,0
479842,2.34,-2.34,14.81,8,0.49,2243,0.00,0.00,16,14.69,42.23,41.50,0.94,8.42,18.18,2.04,0.00,-6.23,0
479914,3.12,-2.34,14.81,8,0.49,2217,0.00,0.00,16,14.69,42.23,41.00,0.94,8.42,17.86,2.02,0.00,-6.25,0
479986,3.12,-2.34,14.81,8,0.47,2246,0.00,0.00,16,14.69,41.88,41.50,0.94,8.42,17.55,2.02,0.00,-6.36,0
480052,3.12,-2.34,14.81,8,0.47,2235,0.00,0.00,16,14.99,41.88,41.00,0.92,8.27,17.48,2.02,0.00,-6.42,0
480124,3.12,-2.34,14.81,8,0.46,2249,0.00,0.00,16,14.69,41.88,41.00,0.90,7.98,16.96,2.00,0.00,-6.57,0
480196,3.12,-2.34,14.81,8,0.43,2252,0.00,0.00,16,15.31,41.17,41.00,0.90,7.84,15.85,1.98,0.00,-6.81,0
480268,3.12,-2.34,14.81,8,0.42,2255,0.00,0.00,16,14.70,41.17,40.00,0.88,7.69,15.40,1.94,0.00,-7.04,0
480336,3.12,-2.34,14.70,8,0.41,2251,0.00,0.00,16,14.73,41.17,40.00,0.88,7.40,14.98,1.94,0.00,-7.19,0
480408,3.91,-2.34,14.81,8,0.40,2274,0.00,0.00,16,14.73,40.82,40.00,0.88,7.40,15.25,1.96,0.00,-7.35,0
480482,3.91,-2.34,14.93,8,0.40,2255,0.00,0.00,16,14.73,40.12,40.00,0.86,7.25,14.47,1.92,0.00,-7.46,0
480551,3.91,-2.34,14.93,8,0.38,2279,0.00,0.00,16,14.74,40.12,39.00,0.86,7.11,14.15,1.90,0.00,-7.66,0
480623,3.91,-2.34,14.93,8,0.36,2265,0.00,0.00,16,14.74,39.41,38.50,0.84,6.96,13.58,1.88,0.00,-7.89,0
482635,3.91,-2.34,14.93,8,0.36,2265,0.00,0.00,16,14.74,39.41,38.50,0.84,6.96,13.58,1.88,0.00,-7.89,0
487093,1.56,-2.34,14.93,8,0.29,2228,0.00,0.00,16,14.78,36.60,35.50,0.82,5.51,10.64,1.76,0.00,-9.17,0
487165,1.56,-2.34,14.93,8,0.28,2213,0.00,0.00,16,14.78,36.25,35.50,0.82,5.51,10.48,1.74,0.00,-9.15,0
487237,1.56,-2.34,14.93,8,0.29,2216,0.00,0.00,16,14.78,36.60,35.50,0.82,5.51,10.59,1.74,0.00,-9.11,0
487309,1.56,-2.34,14.93,8,0.29,2212,0.00,0.00,16,14.78,36.60,35.50,0.82,5.66,10.89,1.76,0.00,-9.09,0
487373,2.34,-2.34,14.93,8,0.29,2227,0.00,0.00,16,14.78,36.60,35.50,0.82,5.66,10.74,1.76,0.00,-9.07,0
487445,2.34,-2.34,14.93,8,0.29,2225,0.00,0.00,16,14.78,36.60,35.50,0.82,5.66,10.74,1.76,0.00,-9.05,0
487517,2.34,-2.34,14.93,8,0.29,2228,0.00,0.00,16,14.78,36.60,35.50,0.82,5.66,10.79,1.76,0.00,-9.01,0
487593,2.34,-2.34,14.81,8,0.30,2238,0.00,0.00,16,14.78,36.95,36.00,0.82,5.66,10.79,1.76,0.00,-9.03,0
487657,3.12,-2.34,14.81,8,0.29,2220,0.00,0.00,16,14.78,36.60,36.00,0.82,5.66,11.05,1.76,0.00,-9.01,0
487729,3.12,-2.34,14.81,8,0.30,2234,0.00,0.00,16,14.78,36.95,36.00,0.82,5.66,11.04,1.78,0.00,-9.01,0
487801,3.12,-2.34,14.81,8,0.30,2228,0.00,0.00,16,14.78,36.95,36.00,0.82,5.66,10.89,1.76,0.00,-9.01,0
487873,3.12,-2.34,14.81,8,0.29,2228,0.00,0.00,16,14.79,36.60,36.00,0.82,5.66,10.78,1.76,0.00,-8.99,0
489930,3.12,-2.34,14.81,8,0.29,2228,0.00,0.00,16,14.79,36.60,36.00,0.82,5.66,10.78,1.76,0.00,-8.99,0
490431,0.00,-0.78,24.12,10,0.15,2142,0.00,0.00,16,14.70,11.99,11.50,0.66,3.48,5.17,1.42,0.00,-11.22,0
490495,0.00,-0.78,23.89,10,0.14,2149,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.14,1.42,0.00,-11.22,0
490567,0.00,-0.78,23.89,10,0.14,2131,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.17,1.42,0.00,-11.20,0
490639,0.00,-0.78,23.66,10,0.15,2127,0.00,0.00,16,14.70,11.99,11.50,0.66,3.48,5.16,1.42,0.00,-11.22,0
490711,0.00,-0.78,23.54,10,0.14,2112,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.04,1.40,0.00,-11.22,0
490783,0.00,-0.78,23.77,10,0.14,2113,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.04,1.40,0.00,-11.23,0
490849,0.00,-0.78,23.77,10,0.14,2093,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.97,1.40,0.00,-11.20,0
490921,0.00,-0.78,23.89,10,0.14,2122,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.01,1.40,0.00,-11.20,0
490993,0.00,-0.78,24.00,10,0.15,2106,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.04,1.40,0.00,-11.22,0
491065,0.00,-0.78,24.12,10,0.14,2084,0.00,0.00,16,14.70,11.99,11.50,0.66,3.48,5.08,1.40,0.00,-11.20,0
491137,0.00,-0.78,24.12,10,0.15,2097,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.04,1.40,0.00,-11.20,0
491209,0.00,-0.78,23.89,10,0.14,2070,0.00,0.00,16,14.70,11.99,11.50,0.66,3.48,4.97,1.40,0.00,-11.18,0
491273,0.00,-0.78,23.77,10,0.14,2069,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.91,1.40,0.00,-11.20,0
491345,0.00,-0.78,23.77,10,0.15,2055,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.04,1.40,0.00,-11.16,0
491420,0.00,-0.78,23.89,10,0.15,2058,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.07,1.40,0.00,-11.16,0
491484,0.00,-0.78,23.77,10,0.15,2066,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,4.97,1.40,0.00,-11.12,0
491556,0.00,-0.78,23.66,10,0.15,2030,0.00,0.00,16,14.70,11.99,11.50,0.66,3.63,4.97,1.40,0.00,-11.14,0
491628,0.00,-0.78,23.89,10,0.14,2031,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,4.97,1.40,0.00,-11.18,0
491701,0.00,-0.78,23.89,10,0.15,2028,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,4.91,1.40,0.00,-11.16,0
491773,0.00,-0.78,23.89,10,0.15,2031,0.00,0.00,16,14.70,11.99,11.50,0.66,3.63,4.97,1.40,0.00,-11.16,0
491845,0.00,-0.78,23.66,10,0.15,1995,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.91,1.40,0.00,-11.14,0
491911,0.00,-0.78,23.89,10,0.15,2001,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.85,1.38,0.00,-11.14,0
491983,0.00,-0.78,23.66,10,0.15,2002,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.88,1.40,0.00,-11.16,0
492055,0.00,-0.78,23.54,10,0.15,1992,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.97,1.40,0.00,-11.16,0
492127,0.00,-0.78,23.54,10,0.15,2002,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.91,1.40,0.00,-11.18,0
492197,0.00,-0.78,23.89,10,0.15,1985,0.00,0.00,16,14.70,11.99,11.50,0.66,3.48,4.97,1.40,0.00,-11.16,0
492271,0.00,-0.78,23.77,10,0.15,1962,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.95,1.40,0.00,-11.16,0
492338,0.00,-0.78,23.89,10,0.15,1962,0.00,0.00,16,14.70,11.99,11.50,0.66,3.48,4.97,1.40,0.00,-11.16,0
492411,0.00,-0.78,24.00,10,0.15,1945,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,4.97,1.40,0.00,-11.18,0
