Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Alternator Duty (%),Battery Voltage (V)
284508,14.70,0.14,1004,0.00,0.00,16,14.10,14.00,5.22,4.69,-1.18,0.64,0.00,13.52
284696,14.59,0.14,1013,0.00,0.00,16,14.10,13.00,5.22,4.69,-1.18,0.64,0.00,13.68
284883,14.70,0.14,1017,0.00,0.00,16,14.10,13.00,5.22,4.69,-1.18,0.64,0.00,13.60
285084,14.70,0.14,1011,0.00,0.00,16,14.10,14.00,5.22,4.69,-1.18,0.64,0.00,13.68
285272,14.70,0.14,1010,0.00,0.00,16,14.10,15.00,5.22,4.75,-1.18,0.64,0.00,13.68
285459,14.70,0.14,1020,0.00,0.00,16,14.10,13.00,5.22,4.66,-1.18,0.64,0.00,13.68
285647,14.59,0.14,1013,0.00,0.00,16,14.10,13.50,5.22,4.75,-1.18,0.64,0.00,13.68
285834,14.47,0.14,1004,0.00,0.00,16,14.10,14.50,5.22,4.75,-1.18,0.64,0.00,13.60
286037,14.59,0.16,1016,0.00,0.00,16,14.10,13.00,5.22,4.73,-1.18,0.64,0.00,13.68
286225,14.59,0.14,1012,0.00,0.00,16,14.10,13.50,5.22,4.69,-1.18,0.64,0.00,13.52
289107,14.24,0.14,984,0.00,0.00,16,14.10,15.50,5.22,4.64,-1.18,0.64,0.00,13.60
289300,14.59,0.14,990,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
289489,14.47,0.14,995,0.00,0.00,16,14.10,13.50,5.22,4.55,-1.18,0.64,0.00,13.60
289682,14.36,0.14,986,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
289872,14.59,0.14,984,0.00,0.00,16,14.10,14.50,5.22,4.73,-1.18,0.64,0.00,13.52
290058,14.59,0.14,998,0.00,0.00,16,14.10,13.00,5.22,4.69,-1.18,0.64,0.00,13.60
290261,14.81,0.14,1002,0.00,0.00,16,14.10,12.50,5.22,4.64,-1.18,0.64,0.00,13.52
290449,14.70,0.14,992,0.00,0.00,16,14.10,14.00,5.22,4.69,-1.18,0.64,0.00,13.60
290636,14.59,0.14,994,0.00,0.00,16,14.10,14.00,5.22,4.69,-1.18,0.64,0.00,13.52
290824,14.70,0.14,996,0.00,0.00,16,14.10,13.50,5.22,4.69,-1.18,0.64,0.00,13.60
291027,14.47,0.14,1002,0.00,0.00,16,14.10,13.00,5.22,4.64,-1.18,0.64,0.00,13.60
291214,14.36,0.15,986,0.00,0.00,16,14.10,14.50,5.22,4.64,-1.18,0.64,0.00,13.60
291402,14.59,0.14,986,0.00,0.00,16,14.10,14.50,5.22,4.64,-1.18,0.64,0.00,13.60
291589,14.47,0.14,992,0.00,0.00,16,14.10,13.50,5.22,4.64,-1.18,0.64,0.00,13.68
291792,14.59,0.14,999,0.00,0.00,16,14.10,13.00,5.22,4.64,-1.18,0.64,0.00,13.76
291980,14.59,0.14,974,0.00,0.00,16,14.10,15.50,5.22,4.57,-1.18,0.64,0.00,13.68
292168,14.70,0.14,982,0.00,0.00,16,14.10,14.50,5.37,4.57,-1.18,0.64,0.00,13.68
292355,14.70,0.14,990,0.00,0.00,16,14.10,13.50,5.37,4.64,-1.18,0.64,0.00,13.68
292542,14.81,0.14,994,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
292745,14.81,0.14,984,0.00,0.00,16,14.10,13.50,5.22,4.60,-1.18,0.64,0.00,13.60
292933,14.81,0.14,982,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.18,0.64,0.00,13.52
293120,14.70,0.14,978,0.00,0.00,16,14.10,14.50,5.22,4.60,-1.18,0.64,0.00,13.68
293308,14.81,0.14,994,0.00,0.00,16,14.10,13.00,5.37,4.64,-1.18,0.64,0.00,13.44
293511,14.70,0.14,994,0.00,0.00,16,14.10,13.00,5.22,4.60,-1.18,0.64,0.00,13.68
293699,14.70,0.14,986,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
293886,14.70,0.14,983,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.68
294074,14.59,0.14,982,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.52
294261,14.70,0.14,991,0.00,0.00,16,14.10,13.00,5.22,4.60,-1.18,0.64,0.00,13.60
294464,14.70,0.14,990,0.00,0.00,16,14.10,13.00,5.22,4.57,-1.18,0.64,0.00,13.60
294651,14.70,0.14,984,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
294839,14.70,0.14,978,0.00,0.00,16,14.10,14.50,5.22,4.57,-1.18,0.64,0.00,13.68
295026,14.59,0.14,993,0.00,0.00,16,14.10,13.00,5.22,4.55,-1.18,0.64,0.00,13.68
295227,14.70,0.14,988,0.00,0.00,16,14.10,13.50,5.22,4.55,-1.18,0.64,0.00,13.68
295414,14.59,0.14,969,0.00,0.00,16,14.10,15.50,5.22,4.57,-1.18,0.64,0.00,13.68
295602,14.59,0.14,967,0.00,0.00,16,14.10,15.50,5.37,4.57,-1.18,0.64,0.00,13.68
295789,14.70,0.14,978,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
295992,14.59,0.14,985,0.00,0.00,16,14.10,13.00,5.22,4.57,-1.18,0.64,0.00,13.60
296180,14.59,0.14,998,0.00,0.00,16,14.10,12.00,5.22,4.57,-1.18,0.64,0.00,13.68
296367,14.59,0.14,982,0.00,0.00,16,14.10,14.00,5.22,4.60,-1.18,0.64,0.00,13.44
296555,14.70,0.14,985,0.00,0.00,16,14.10,13.50,5.22,4.57,-1.18,0.64,0.00,13.52
296758,14.70,0.14,974,0.00,0.00,16,14.10,14.50,5.22,4.64,-1.18,0.64,0.00,13.60
296945,14.70,0.14,986,0.00,0.00,16,14.10,13.00,5.37,4.57,-1.18,0.64,0.00,13.44
297133,14.59,0.14,983,0.00,0.00,16,14.10,13.00,5.22,4.57,-1.18,0.64,0.00,13.60
297320,14.47,0.14,984,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
297523,14.59,0.14,982,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
297711,14.47,0.14,990,0.00,0.00,16,14.10,13.00,5.22,4.55,-1.18,0.64,0.00,13.60
297898,14.47,0.14,982,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.18,0.64,0.00,13.68
298086,14.70,0.14,978,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.18,0.64,0.00,13.68
298289,14.47,0.14,982,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.68
298476,14.70,0.14,980,0.00,0.00,16,14.10,14.00,5.22,4.60,-1.18,0.64,0.00,13.68
298664,14.70,0.14,990,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.68
298851,14.70,0.14,976,0.00,0.00,16,14.10,14.50,5.37,4.57,-1.18,0.64,0.00,13.68
299052,14.70,0.14,976,0.00,0.00,16,14.10,14.50,5.22,4.55,-1.18,0.64,0.00,13.68
299246,14.81,0.14,973,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
299436,14.81,0.14,982,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.18,0.64,0.00,13.60
299625,14.81,0.14,991,0.00,0.00,16,14.10,12.50,5.22,4.57,-1.18,0.64,0.00,13.60
299818,14.81,0.14,975,0.00,0.00,16,14.10,14.50,5.22,4.57,-1.18,0.64,0.00,13.60
299997,14.70,0.14,982,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.18,0.64,0.00,13.44
300198,14.70,0.14,988,0.00,0.00,16,14.10,13.00,5.22,4.57,-1.18,0.64,0.00,13.60
300385,14.47,0.14,988,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.52
300588,14.59,0.14,970,0.00,0.00,16,14.10,15.00,5.22,4.64,-1.18,0.64,0.00,13.52
300760,14.59,0.14,968,0.00,0.00,16,14.10,15.00,5.37,4.57,-1.18,0.64,0.00,13.52
300963,14.59,0.14,971,0.00,0.00,16,14.10,14.50,5.37,4.57,-1.18,0.64,0.00,13.60
301151,14.47,0.14,968,0.00,0.00,16,14.10,14.50,5.37,4.57,-1.18,0.64,0.00,13.60
301338,14.70,0.16,984,0.00,0.00,16,14.10,13.00,5.37,4.57,-1.18,0.64,0.00,13.68
301526,14.59,0.14,991,0.00,0.00,16,14.10,13.00,5.37,4.60,-1.18,0.64,0.00,13.68
301729,14.47,0.14,977,0.00,0.00,16,14.10,14.00,5.37,4.64,-1.18,0.64,0.00,13.60
301916,14.70,0.14,967,0.00,0.00,16,14.10,15.00,5.37,4.60,-1.18,0.64,0.00,13.60
304772,14.59,0.14,979,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.18,0.64,0.00,13.68
304960,14.70,0.14,988,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.18,0.64,0.00,13.60
305163,14.59,0.14,983,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.18,0.64,0.00,13.68
305348,14.59,0.14,986,0.00,0.00,16,14.10,13.00,5.37,4.55,-1.18,0.64,0.00,13.68
305536,14.59,0.13,978,0.00,0.00,16,14.10,14.00,5.37,4.60,-1.18,0.64,0.00,13.60
305723,14.70,0.14,980,0.00,0.00,16,14.10,14.00,5.37,4.51,-1.18,0.64,0.00,13.68
305911,14.59,0.14,992,0.00,0.00,16,14.10,13.50,5.22,4.57,-1.18,0.64,0.00,13.52
306114,14.70,0.14,988,0.00,0.00,16,14.10,13.50,5.22,4.57,-1.18,0.64,0.00,13.68
306301,14.59,0.14,983,0.00,0.00,16,14.10,13.50,5.22,4.57,-1.18,0.64,0.00,13.60
306489,14.59,0.14,981,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.18,0.64,0.00,13.60
306676,14.70,0.14,990,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.52
306879,14.59,0.14,1000,0.00,0.00,16,14.10,12.50,5.22,4.58,-1.18,0.64,0.00,13.68
307067,14.59,0.14,992,0.00,0.00,16,14.10,13.50,5.22,4.55,-1.18,0.64,0.00,13.52
307254,14.59,0.14,975,0.00,0.00,16,14.10,15.50,5.22,4.48,-1.18,0.64,0.00,13.60
307442,14.70,0.14,988,0.00,0.00,16,14.10,13.50,5.22,4.51,-1.18,0.64,0.00,13.60
310272,14.59,0.14,992,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.60
310461,14.59,0.14,985,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.68
310655,14.59,0.14,986,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.60
310844,14.59,0.14,983,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.60
311033,14.59,0.14,996,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.60
311225,14.59,0.14,989,0.00,0.00,16,14.10,13.50,5.22,4.48,-1.18,0.64,0.00,13.68
311418,14.70,0.14,971,0.00,0.00,16,14.10,15.00,5.22,4.51,-1.18,0.64,0.00,13.60
311607,14.59,0.14,978,0.00,0.00,16,14.10,14.00,5.22,4.48,-1.18,0.64,0.00,13.68
311800,14.70,0.14,978,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.68
311988,14.59,0.14,986,0.00,0.00,16,14.10,13.00,5.22,4.46,-1.18,0.64,0.00,13.68
312176,14.70,0.14,982,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.60
312363,14.70,0.14,970,0.00,0.00,16,14.10,15.00,5.22,4.48,-1.18,0.64,0.00,13.60
312551,14.70,0.14,977,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.18,0.64,0.00,13.44
312754,14.70,0.14,982,0.00,0.00,16,14.10,13.50,5.22,4.51,-1.18,0.64,0.00,13.68
312948,14.70,0.14,985,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.60
313138,14.70,0.14,993,0.00,0.00,16,14.10,12.50,5.22,4.55,-1.18,0.64,0.00,13.44
313327,14.59,0.14,978,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.60
313520,14.59,0.14,983,0.00,0.00,16,14.10,13.50,5.22,4.46,-1.18,0.64,0.00,13.52
313706,14.59,0.14,984,0.00,0.00,16,14.10,13.50,5.22,4.55,-1.18,0.64,0.00,13.60
313900,14.59,0.14,978,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.60
314076,14.70,0.14,983,0.00,0.00,16,14.10,13.50,5.22,4.46,-1.18,0.64,0.00,13.68
314279,14.70,0.14,980,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.60
314467,14.70,0.14,978,0.00,0.00,16,14.10,14.00,5.22,4.46,-1.18,0.64,0.00,13.60
314653,14.70,0.14,979,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.68
314856,14.70,0.14,986,0.00,0.00,16,14.10,13.00,5.22,4.55,-1.18,0.64,0.00,13.68
315044,14.70,0.14,982,0.00,0.00,16,14.10,13.00,5.22,4.55,-1.18,0.64,0.00,13.60
315231,14.59,0.14,972,0.00,0.00,16,14.10,14.50,5.22,4.51,-1.18,0.64,0.00,13.60
315417,14.36,0.14,978,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.18,0.64,0.00,13.60
315605,14.36,0.14,987,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.60
315808,14.36,0.14,985,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.52
315996,14.24,0.14,978,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.60
316183,14.47,0.14,976,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.52
316371,14.24,0.14,972,0.00,0.00,16,14.10,14.50,5.22,4.51,-1.18,0.64,0.00,13.60
316558,14.36,0.14,983,0.00,0.00,16,14.10,13.50,5.22,4.51,-1.18,0.64,0.00,13.60
316761,14.36,0.14,972,0.00,0.00,16,14.10,14.00,5.22,4.48,-1.18,0.64,0.00,13.68
316949,14.47,0.14,962,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.52
317136,14.47,0.14,963,0.00,0.00,16,14.10,15.00,5.22,4.51,-1.18,0.64,0.00,13.68
317324,14.59,0.14,971,0.00,0.00,16,14.10,14.00,5.22,4.46,-1.18,0.64,0.00,13.68
317527,14.47,0.14,976,0.00,0.00,16,14.10,13.50,5.22,4.46,-1.18,0.64,0.00,13.60
317714,14.59,0.14,971,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.18,0.64,0.00,13.60
317902,14.47,0.14,977,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.68
318089,14.47,0.14,965,0.00,0.00,16,14.10,14.50,5.22,4.55,-1.18,0.64,0.00,13.60
318292,14.59,0.14,967,0.00,0.00,16,14.10,14.00,5.22,4.46,-1.18,0.64,0.00,13.60
318480,14.36,0.14,969,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.18,0.64,0.00,13.60
318667,14.36,0.13,963,0.00,0.00,16,14.10,14.50,5.22,4.48,-1.18,0.64,0.00,13.60
318855,14.36,0.14,974,0.00,0.00,16,14.10,13.00,5.37,4.51,-1.18,0.64,0.00,13.52
319055,14.47,0.14,964,0.00,0.00,16,14.10,14.00,5.37,4.43,-1.18,0.64,0.00,13.68
319245,14.47,0.14,959,0.00,0.00,16,14.10,14.50,5.37,4.46,-1.18,0.64,0.00,13.52
319438,14.70,0.14,949,0.00,0.00,16,14.10,15.50,5.37,4.43,-1.18,0.64,0.00,13.68
319628,14.59,0.14,962,0.00,0.00,16,14.10,14.00,5.37,4.40,-1.18,0.64,0.00,13.44
319818,14.70,0.14,944,0.00,0.00,16,14.10,15.50,5.37,4.43,-1.18,0.64,0.00,13.52
319996,14.70,0.14,971,0.00,0.00,16,14.10,13.00,5.37,4.51,-1.18,0.64,0.00,13.60
320199,14.81,0.14,966,0.00,0.00,16,14.10,13.00,5.37,4.43,-1.18,0.64,0.00,13.60
320387,14.70,0.14,966,0.00,0.00,16,14.10,13.00,5.37,4.55,-1.18,0.64,0.00,13.68
320572,14.70,0.14,958,0.00,0.00,16,14.10,14.00,5.37,4.51,-1.18,0.64,0.00,13.52
320760,14.70,0.14,970,0.00,0.00,16,14.10,13.00,5.37,4.51,-1.18,0.64,0.00,13.60
320963,14.70,0.14,970,0.00,0.00,16,14.10,13.50,5.22,4.57,-1.18,0.64,0.00,13.68
321151,14.70,0.14,970,0.00,0.00,16,14.10,13.50,5.22,4.55,-1.18,0.64,0.00,13.60
321338,14.59,0.14,970,0.00,0.00,16,14.10,13.50,5.22,4.46,-1.18,0.64,0.00,13.68
321526,14.59,0.14,964,0.00,0.00,16,14.10,14.00,5.37,4.55,-1.18,0.64,0.00,13.68
321713,14.47,0.14,957,0.00,0.00,16,14.10,14.50,5.37,4.48,-1.18,0.64,0.00,13.68
321916,14.59,0.14,960,0.00,0.00,16,14.10,14.00,5.37,4.51,-1.18,0.64,0.00,13.60
322104,14.47,0.14,966,0.00,0.00,16,14.10,13.50,5.37,4.43,-1.18,0.64,0.00,13.60
322291,14.59,0.14,971,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.18,0.64,0.00,13.60
322494,14.70,0.14,973,0.00,0.00,16,14.10,13.00,5.22,4.40,-1.18,0.64,0.00,13.44
322682,14.70,0.14,978,0.00,0.00,16,14.10,12.50,5.22,4.37,-1.18,0.64,0.00,13.60
322869,14.81,0.14,961,0.00,0.00,16,14.10,14.00,5.22,4.35,-1.18,0.64,0.00,13.52
323057,14.81,0.14,953,0.00,0.00,16,14.10,15.50,5.37,4.48,-1.18,0.64,0.00,13.68
326083,14.47,0.14,980,0.00,0.00,16,14.10,13.00,5.22,4.48,-1.18,0.64,0.00,13.52
326270,14.47,0.14,968,0.00,0.00,16,14.10,14.00,5.22,4.48,-1.18,0.64,0.00,13.60
326458,14.59,0.14,972,0.00,0.00,16,14.10,14.00,5.22,4.48,-1.18,0.64,0.00,13.52
326645,14.59,0.14,984,0.00,0.00,16,14.10,13.50,5.22,4.48,-1.18,0.64,0.00,13.60
326833,14.59,0.14,980,0.00,0.00,16,14.10,13.00,5.22,4.55,-1.18,0.64,0.00,13.60
327036,14.70,0.14,982,0.00,0.00,16,14.10,13.00,5.22,4.55,-1.18,0.64,0.00,13.68
327223,14.70,0.14,971,0.00,0.00,16,14.10,14.00,5.22,4.48,-1.18,0.64,0.00,13.60
327411,14.47,0.14,967,0.00,0.00,16,14.10,14.50,5.22,4.48,-1.18,0.64,0.00,13.60
327598,14.59,0.14,980,0.00,0.00,16,14.10,14.00,5.22,4.46,-1.18,0.64,0.00,13.68
327786,14.59,0.14,980,0.00,0.00,16,14.10,13.50,5.22,4.48,-1.18,0.64,0.00,13.68
327989,14.70,0.14,964,0.00,0.00,16,14.10,15.00,5.22,4.46,-1.18,0.64,0.00,13.68
328177,14.70,0.14,967,0.00,0.00,16,14.10,14.00,5.22,4.46,-1.18,0.64,0.00,13.60
328364,14.70,0.14,968,0.00,0.00,16,14.10,14.00,5.22,4.46,-1.18,0.64,0.00,13.52
328551,14.70,0.14,968,0.00,0.00,16,14.10,14.00,5.22,4.48,-1.18,0.64,0.00,13.68
331369,14.70,0.14,962,0.00,0.00,16,14.10,13.50,5.37,4.43,-1.18,0.64,0.00,13.68
331572,14.81,0.14,951,0.00,0.00,16,14.10,14.50,5.37,4.48,-1.18,0.64,0.00,13.52
331759,14.70,0.14,965,0.00,0.00,16,14.10,13.00,5.37,4.40,-1.18,0.64,0.00,13.68
331947,14.81,0.14,962,0.00,0.00,16,14.10,13.00,5.37,4.46,-1.18,0.64,0.00,13.52
332134,14.70,0.14,952,0.00,0.00,16,14.10,14.00,5.37,4.46,-1.18,0.64,0.00,13.68
332337,14.70,0.14,960,0.00,0.00,16,14.10,13.50,5.37,4.40,-1.18,0.64,0.00,13.60
332525,14.59,0.14,960,0.00,0.00,16,14.10,14.00,5.22,4.40,-1.18,0.64,0.00,13.44
332712,14.70,0.14,960,0.00,0.00,16,14.10,14.00,5.22,4.43,-1.18,0.64,0.00,13.60
332900,14.70,0.14,961,0.00,0.00,16,14.10,13.00,5.22,4.43,-1.18,0.64,0.00,13.52
333087,14.81,0.14,961,0.00,0.00,16,14.10,13.50,5.22,4.43,-1.18,0.64,0.00,13.68
333290,14.70,0.14,969,0.00,0.00,16,14.10,13.00,5.22,4.40,-1.18,0.64,0.00,13.52
333478,14.47,0.14,956,0.00,0.00,16,14.10,14.00,5.22,4.43,-1.18,0.64,0.00,13.60
333665,14.70,0.14,972,0.00,0.00,16,14.10,13.00,5.22,4.40,-1.18,0.64,0.00,13.68
333853,14.70,0.14,952,0.00,0.00,16,14.10,14.50,5.22,4.40,-1.18,0.64,0.00,13.60
334056,14.70,0.14,965,0.00,0.00,16,14.10,13.50,5.22,4.40,-1.18,0.64,0.00,13.60
334243,14.70,0.14,957,0.00,0.00,16,14.10,14.00,5.22,4.37,-1.18,0.64,0.00,13.60
334431,14.70,0.14,955,0.00,0.00,16,14.10,14.00,5.22,4.40,-1.18,0.64,0.00,13.68
334618,14.70,0.14,962,0.00,0.00,16,14.10,12.50,5.22,4.37,-1.18,0.64,0.00,13.68
334806,14.81,0.14,955,0.00,0.00,16,14.10,14.00,5.37,4.35,-1.18,0.64,0.00,13.52
335008,14.70,0.14,955,0.00,0.00,16,14.10,14.50,5.22,4.37,-1.18,0.64,0.00,13.60
335196,14.70,0.14,942,0.00,0.00,16,14.10,14.00,5.22,4.35,-1.18,0.64,0.00,13.52
335383,14.70,0.14,942,0.00,0.00,16,14.10,15.50,5.37,4.37,-1.18,0.64,0.00,13.60
335571,14.70,0.14,957,0.00,0.00,16,14.10,13.50,5.37,4.37,-1.18,0.64,0.00,13.52
335772,14.70,0.14,959,0.00,0.00,16,14.10,13.00,5.37,4.40,-1.18,0.64,0.00,13.60
335960,14.81,0.14,956,0.00,0.00,16,14.10,13.50,5.37,4.40,-1.18,0.64,0.00,13.44
336147,14.81,0.14,956,0.00,0.00,16,14.10,13.00,5.22,4.37,-1.18,0.64,0.00,13.60
336335,14.81,0.14,952,0.00,0.00,16,14.10,14.00,5.37,4.40,-1.18,0.64,0.00,13.52
336522,14.70,0.14,952,0.00,0.00,16,14.10,14.00,5.22,4.37,-1.18,0.64,0.00,13.60
336725,14.70,0.14,942,0.00,0.00,16,14.10,15.50,5.37,4.35,-1.18,0.64,0.00,13.60
336913,14.47,0.14,957,0.00,0.00,16,14.10,14.00,5.37,4.37,-1.18,0.64,0.00,13.60
337101,14.59,0.14,960,0.00,0.00,16,14.10,13.00,5.37,4.37,-1.18,0.64,0.00,13.60
337303,14.59,0.14,957,0.00,0.00,16,14.10,13.00,5.37,4.37,-1.18,0.64,0.00,13.68
337491,14.59,0.14,952,0.00,0.00,16,14.10,14.00,5.37,4.37,-1.18,0.64,0.00,13.68
337679,14.59,0.14,952,0.00,0.00,16,14.10,14.00,5.37,4.37,-1.18,0.64,0.00,13.68
337866,14.59,0.13,951,0.00,0.00,16,14.10,14.00,5.37,4.35,-1.18,0.64,0.00,13.60
338054,14.70,0.14,944,0.00,0.00,16,14.10,14.50,5.37,4.37,-1.18,0.64,0.00,13.68
338257,14.70,0.14,944,0.00,0.00,16,14.10,14.50,5.37,4.37,-1.18,0.64,0.00,13.52
338444,14.81,0.14,954,0.00,0.00,16,14.10,13.50,5.37,4.35,-1.18,0.64,0.00,13.60
338632,14.70,0.14,963,0.00,0.00,16,14.10,12.50,5.37,4.35,-1.18,0.64,0.00,13.52
338819,14.70,0.14,959,0.00,0.00,16,14.10,13.00,5.22,4.35,-1.18,0.64,0.00,13.60
339019,14.81,0.14,959,0.00,0.00,16,14.10,13.00,5.22,4.35,-1.18,0.64,0.00,13.44
339212,14.70,0.13,968,0.00,0.00,16,14.10,12.50,5.22,4.32,-1.18,0.64,0.00,13.52
339401,14.70,0.14,944,0.00,0.00,16,14.10,15.50,5.22,4.35,-1.18,0.64,0.00,13.60
339591,14.70,0.14,951,0.00,0.00,16,14.10,13.00,5.22,4.35,-1.18,0.64,0.00,13.60
339784,14.59,0.14,945,0.00,0.00,16,14.10,14.50,5.22,4.40,-1.18,0.64,0.00,13.68
339968,14.70,0.14,950,0.00,0.00,16,14.10,14.00,5.22,4.35,-1.18,0.64,0.00,13.60
340156,14.70,0.14,955,0.00,0.00,16,14.10,14.00,5.22,4.32,-1.18,0.64,0.00,13.60
340358,14.70,0.14,961,0.00,0.00,16,14.10,13.00,5.22,4.35,-1.18,0.64,0.00,13.68
340546,14.59,0.14,952,0.00,0.00,16,14.10,14.00,5.22,4.32,-1.18,0.64,0.00,13.68
340734,14.70,0.14,954,0.00,0.00,16,14.10,13.50,5.37,4.37,-1.18,0.64,0.00,13.68
340919,14.70,0.13,955,0.00,0.00,16,14.10,13.50,5.22,4.32,-1.18,0.64,0.00,13.60
341119,14.70,0.14,932,0.00,0.00,16,14.10,15.50,5.37,4.37,-1.18,0.64,0.00,13.68
341312,14.47,0.14,948,0.00,0.00,16,14.10,14.00,5.37,4.35,-1.18,0.64,0.00,13.60
341505,14.70,0.14,942,0.00,0.00,16,14.10,14.50,5.37,4.32,-1.18,0.64,0.00,13.52
341691,14.59,0.14,946,0.00,0.00,16,14.10,14.50,5.37,4.32,-1.18,0.64,0.00,13.60
341884,14.70,0.14,952,0.00,0.00,16,14.10,14.00,5.37,4.32,-1.18,0.64,0.00,13.52
342072,14.59,0.14,949,0.00,0.00,16,14.10,13.50,5.37,4.32,-1.18,0.64,0.00,13.60
342266,14.59,0.14,946,0.00,0.00,16,14.10,14.00,5.37,4.37,-1.18,0.64,0.00,13.44
342456,14.59,0.14,952,0.00,0.00,16,14.10,13.00,5.37,4.32,-1.18,0.64,0.00,13.60
342649,14.70,0.14,950,0.00,0.00,16,14.10,13.50,5.37,4.35,-1.18,0.64,0.00,13.44
342838,14.70,0.14,941,0.00,0.00,16,14.10,13.50,5.37,4.32,-1.18,0.64,0.00,13.60
343022,14.59,0.14,942,0.00,0.00,16,14.10,14.00,5.37,4.32,-1.18,0.64,0.00,13.52
343210,14.47,0.14,947,0.00,0.00,16,14.10,14.00,5.22,4.37,-1.18,0.64,0.00,13.60
343413,14.70,0.14,942,0.00,0.00,16,14.10,14.00,5.37,4.35,-1.18,0.64,0.00,13.68
343600,14.36,0.14,942,0.00,0.00,16,14.10,14.00,5.37,4.32,-1.18,0.64,0.00,13.68
343788,14.70,0.14,948,0.00,0.00,16,14.10,14.00,5.37,4.32,-1.18,0.64,0.00,13.60
343981,14.59,0.14,950,0.00,0.00,16,14.10,13.50,5.37,4.37,-1.18,0.64,0.00,13.60
344175,14.70,0.14,952,0.00,0.00,16,14.10,13.00,5.37,4.37,-1.18,0.64,0.00,13.60
344365,14.70,0.14,957,0.00,0.00,16,14.10,13.00,5.37,4.37,-1.18,0.64,0.00,13.68
347193,14.70,0.14,939,0.00,0.00,16,14.10,14.00,5.22,4.32,-1.18,0.64,0.00,13.68
347380,14.70,0.14,939,0.00,0.00,16,14.10,14.50,5.37,4.35,-1.18,0.64,0.00,13.60
