Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V)
95039,23.54,0.15,1299,0.00,0.00,16,10.94,19.00,4.64,6.55,-1.49,0.64,74.90,2.77,0.00,14.00
95101,23.66,0.17,1193,0.00,0.00,16,10.59,18.50,4.93,6.44,-1.18,0.64,74.90,2.80,0.00,13.92
95164,23.66,0.16,1210,0.00,0.00,16,10.59,18.50,5.08,6.66,-1.18,0.64,74.90,2.58,0.00,14.00
95226,23.43,0.14,1251,0.00,0.00,16,10.94,15.50,5.22,6.11,-1.49,0.64,74.90,2.40,0.00,13.92
95304,23.66,0.14,1298,0.00,0.00,16,10.94,10.50,5.08,5.91,-1.49,0.64,74.90,2.49,0.00,13.92
95367,23.77,0.14,1290,0.00,0.00,16,10.94,11.00,4.93,5.81,-1.49,0.68,74.90,2.48,0.00,13.92
95429,23.43,0.17,1298,0.00,0.00,16,11.64,11.00,5.08,7.15,-1.49,0.74,74.90,3.60,0.00,14.00
95492,23.43,0.20,1283,0.00,0.00,16,13.05,12.00,5.22,7.82,-1.49,0.76,74.90,3.56,0.00,13.92
95570,22.74,0.21,1315,0.00,0.00,16,16.21,14.00,5.66,9.13,-1.49,0.78,74.90,3.93,0.00,13.92
95633,18.83,0.21,1390,0.00,0.00,16,18.67,17.50,6.09,9.75,-1.49,0.80,74.90,3.85,0.00,13.92
95700,15.73,0.21,1458,0.00,0.00,16,22.54,21.00,6.38,10.23,-1.49,0.82,74.90,4.04,0.00,13.92
95757,14.36,0.22,1597,0.00,0.00,16,30.27,28.00,6.67,11.40,-1.49,0.84,74.90,4.77,0.00,13.84
95851,12.75,0.22,1755,0.00,0.00,16,34.14,32.00,6.96,13.26,-1.49,0.84,74.90,4.87,0.00,13.92
95898,12.63,0.22,1907,0.00,0.00,16,36.95,35.50,6.96,13.90,-1.49,0.86,74.90,4.88,0.00,13.84
95960,13.55,0.22,1926,0.00,0.00,16,36.60,36.50,6.96,14.15,-1.49,0.86,74.90,5.34,0.00,13.92
96023,14.13,0.24,1866,0.00,0.00,16,35.55,35.50,7.11,14.47,-1.49,0.86,74.90,5.57,0.00,13.84
96085,14.59,0.24,1810,0.00,0.00,16,34.49,34.00,7.11,14.34,-1.49,0.86,74.90,5.41,0.00,13.92
96163,14.81,0.24,1826,0.00,0.00,16,35.55,34.50,7.25,14.86,-1.49,0.88,74.90,5.45,0.00,13.84
96226,14.93,0.26,1854,0.00,0.00,16,35.90,35.50,7.40,15.19,-1.49,0.90,74.90,5.54,0.00,13.92
96289,14.93,0.28,1836,0.00,0.00,16,35.55,35.50,7.55,16.07,-1.49,0.90,74.90,6.27,0.00,13.84
96351,14.70,0.28,1841,0.00,0.00,16,36.60,35.50,7.84,17.19,-1.49,0.90,74.90,6.68,0.00,13.92
96430,14.59,0.28,1880,0.00,0.00,16,36.95,36.50,8.13,17.33,-1.49,0.92,74.90,6.42,0.00,13.84
96490,14.36,0.29,1870,0.00,0.00,16,36.60,36.50,8.27,17.63,-1.49,0.92,74.90,6.38,0.00,13.92
96559,14.01,0.29,1888,0.00,0.00,16,36.95,36.50,8.42,18.02,-1.49,0.92,74.90,6.33,0.00,13.84
96623,13.90,0.31,1888,0.00,0.00,16,38.01,37.00,8.56,18.26,-1.49,0.96,74.90,6.44,0.00,13.92
96686,14.24,0.33,1924,0.00,0.00,16,38.36,38.00,9.00,20.40,-0.89,0.98,74.90,7.79,0.00,13.84
96748,14.47,0.33,1963,0.00,0.00,16,39.06,38.50,9.43,21.19,-0.89,1.00,74.90,7.39,0.00,13.92
96826,14.70,0.34,1980,0.00,0.00,16,39.41,39.00,9.58,21.63,-0.89,1.00,74.90,7.96,0.00,13.84
96889,14.47,0.33,1980,0.00,0.00,16,39.41,39.00,9.72,22.06,-0.89,1.00,74.90,8.03,0.00,13.84
96951,14.24,0.33,1998,0.00,0.00,16,39.77,39.00,9.87,22.14,-0.27,1.00,74.90,7.60,0.00,13.84
97018,14.47,0.33,2005,0.00,0.00,16,39.77,39.50,10.01,22.14,-0.27,1.02,74.90,7.67,0.00,13.92
97081,14.70,0.34,2032,0.00,0.00,16,40.12,39.50,10.01,22.31,-0.27,1.02,74.90,8.13,0.00,13.84
97143,14.81,0.35,2057,0.00,0.00,16,40.12,40.00,10.16,22.96,-0.27,1.04,74.90,8.24,0.00,13.92
97221,14.81,0.35,2056,0.00,0.00,16,39.77,40.00,10.30,23.83,0.35,1.04,74.90,8.34,0.00,13.84
97284,14.93,0.36,2068,0.00,0.00,16,39.77,39.50,10.45,24.41,0.35,1.06,74.90,8.77,0.00,13.92
97346,14.93,0.36,2118,0.00,0.00,16,40.12,39.50,10.59,24.61,0.35,1.06,74.90,8.82,0.00,13.84
97412,14.93,0.36,2123,0.00,0.00,16,40.47,40.00,10.59,25.10,0.35,1.06,74.90,9.04,0.00,13.92
97475,14.70,0.36,2119,0.00,0.00,16,39.77,40.00,10.59,25.20,0.35,1.06,74.90,9.06,0.00,13.84
97553,14.59,0.35,2166,0.00,0.00,16,40.82,40.00,10.59,25.20,0.35,1.06,74.90,9.04,0.00,13.92
97615,14.59,0.35,2174,0.00,0.00,16,41.17,41.00,10.59,25.40,0.04,1.06,74.90,9.24,0.00,13.84
97678,14.59,0.36,2194,0.00,0.00,16,40.82,40.50,10.59,25.78,0.04,1.06,74.90,9.28,0.00,13.92
97740,14.59,0.36,2216,0.00,0.00,16,41.17,40.50,10.59,26.09,0.66,1.06,74.90,9.36,0.00,13.84
97818,14.59,0.36,2234,0.00,0.00,16,41.17,41.00,10.59,26.31,0.66,1.06,74.90,9.45,0.00,13.84
97881,14.47,0.37,2259,0.00,0.00,16,41.17,41.00,10.59,26.94,0.35,1.06,74.90,9.53,0.00,13.84
97944,14.47,0.37,2261,0.00,0.00,16,40.82,40.50,10.59,27.57,0.35,1.06,74.90,9.64,0.00,13.92
98006,14.36,0.37,2304,0.00,0.00,16,40.82,40.50,10.74,27.79,0.35,1.08,74.90,10.13,0.00,13.92
98084,14.47,0.37,2314,0.00,0.00,16,40.82,40.50,10.74,28.09,0.35,1.08,74.90,10.32,0.00,13.92
98147,14.47,0.37,2338,0.00,0.00,16,40.82,40.50,10.74,28.74,0.35,1.08,74.90,10.37,0.00,13.92
98209,14.47,0.37,2344,0.00,0.00,16,40.82,40.50,10.88,29.05,0.35,1.08,74.90,10.47,0.00,13.92
98272,14.47,0.38,2382,0.00,0.00,16,40.82,40.50,10.88,29.27,0.04,1.08,74.90,10.50,0.00,13.92
98334,14.36,0.38,2406,0.00,0.00,16,41.17,41.00,10.88,30.05,0.04,1.08,74.90,10.67,0.00,13.92
98413,14.47,0.38,2402,0.00,0.00,16,40.47,40.50,10.88,30.49,0.04,1.08,74.90,10.76,0.00,13.92
98475,14.47,0.38,2448,0.00,0.00,16,40.82,40.50,10.88,30.60,0.04,1.08,74.90,10.68,0.00,13.92
98538,14.36,0.38,2478,0.00,0.00,16,40.82,40.50,10.88,30.94,0.04,1.08,74.90,10.96,0.00,13.92
98600,14.47,0.38,2464,0.00,0.00,16,40.82,40.50,10.88,31.17,0.04,1.08,74.90,11.04,0.00,13.92
98678,14.47,0.38,2502,0.00,0.00,16,40.82,40.50,10.74,31.49,-0.27,1.06,74.90,10.92,0.00,13.92
98741,14.47,0.37,2547,0.00,0.00,16,41.17,40.50,10.74,31.27,-0.27,1.06,74.90,11.41,0.00,13.92
98803,14.36,0.37,2541,0.00,0.00,16,41.17,41.00,10.59,31.60,-0.27,1.06,74.90,11.38,0.00,13.92
98866,14.36,0.37,2548,0.00,0.00,16,41.17,41.00,10.59,32.06,-0.27,1.06,74.90,11.42,0.00,13.92
98944,14.36,0.36,2592,0.00,0.00,16,41.88,41.00,10.59,31.60,-0.89,1.06,74.90,10.79,0.00,13.92
99006,14.36,0.36,2582,0.00,0.00,16,41.52,41.50,10.45,31.39,-0.89,1.06,74.90,11.01,0.00,13.92
99069,14.36,0.36,2625,0.00,0.00,16,42.23,41.50,10.45,31.39,-0.89,1.04,74.90,10.93,0.00,13.92
99131,14.36,0.35,2667,0.00,0.00,16,42.58,42.00,10.30,30.94,-0.89,1.04,74.90,11.38,0.00,13.92
99209,14.24,0.35,2653,0.00,0.00,16,42.23,42.50,10.16,31.17,-1.49,1.04,74.90,10.75,0.00,13.92
99272,14.36,0.35,2688,0.00,0.00,16,42.93,42.00,10.01,30.83,-1.49,1.02,74.90,10.64,0.00,13.84
99334,14.36,0.33,2710,0.00,0.00,16,42.93,42.50,10.01,30.16,-2.42,1.02,74.90,10.41,0.00,13.92
99397,14.13,0.33,2690,0.00,0.00,16,42.93,42.50,9.87,30.26,-2.42,1.02,74.90,10.33,0.00,13.84
99475,14.24,0.33,2719,0.00,0.00,16,42.93,42.50,9.72,30.05,-2.42,1.00,74.90,10.44,0.00,13.92
99538,14.36,0.32,2750,0.00,0.00,16,42.93,42.50,9.58,29.82,-2.42,1.00,74.90,10.56,0.00,13.84
99600,14.36,0.32,2741,0.00,0.00,16,43.28,43.00,9.29,29.27,-3.04,1.00,74.90,9.94,0.00,13.92
99663,14.24,0.30,2763,0.00,0.00,16,43.28,43.00,9.29,29.06,-3.04,0.92,74.90,10.02,0.00,13.84
99725,14.24,0.26,2784,0.00,0.00,16,44.34,44.00,8.85,27.04,-4.25,0.82,74.90,8.31,0.00,13.92
99803,13.44,0.20,2765,0.00,0.00,16,44.34,44.00,7.98,20.40,-4.25,0.68,74.90,6.49,0.00,13.84
99866,12.52,0.15,2776,0.00,0.00,16,37.66,37.50,6.38,13.42,-4.25,0.64,74.90,0.00,0.00,13.92
99928,11.94,0.12,2776,0.00,0.00,16,28.52,28.50,5.08,8.78,-4.25,0.64,74.90,0.00,0.00,13.84
99995,11.48,0.12,2711,0.00,0.00,16,22.54,22.50,4.50,9.89,-4.25,0.64,74.90,0.00,0.00,13.92
100062,11.37,0.13,2618,0.00,0.00,16,15.16,15.00,3.77,11.35,-4.25,0.64,74.90,0.00,0.00,13.84
100125,11.37,0.14,2510,0.00,0.00,16,11.99,11.50,3.63,11.82,-3.64,0.64,74.90,0.00,0.00,13.92
100203,11.37,0.14,2405,0.00,0.00,16,11.99,11.50,3.63,12.10,-3.64,0.64,74.90,0.00,0.00,13.84
100266,11.83,0.14,2273,0.00,0.00,16,11.99,11.50,3.63,11.19,-2.73,0.64,74.90,0.00,0.00,13.92
100328,12.29,0.14,2160,0.00,0.00,16,11.99,11.50,3.63,10.89,-2.73,0.64,74.90,0.00,0.00,13.92
100390,13.21,0.14,2021,0.00,0.00,16,11.99,11.50,3.77,10.03,-2.11,0.64,74.90,0.00,0.00,13.92
100468,14.36,0.14,1912,0.00,0.00,16,11.99,11.50,3.77,9.39,-1.49,0.64,74.90,0.00,0.00,13.84
100531,15.50,0.14,1805,0.00,0.00,16,11.99,11.50,3.92,9.09,-1.49,0.64,74.90,0.00,0.00,13.92
100594,18.15,0.15,1732,0.00,0.00,16,11.99,11.50,3.92,8.69,-1.49,0.64,74.90,0.00,0.00,13.84
100656,21.02,0.16,1658,0.00,0.00,16,11.99,20.00,3.92,8.95,-1.49,0.64,74.90,0.00,0.00,13.92
100719,23.54,0.18,1540,0.00,0.00,16,11.99,20.00,4.06,8.56,-1.49,0.64,74.90,0.00,0.00,13.84
100797,24.00,0.17,1442,0.00,0.00,16,11.64,19.50,4.21,8.87,-1.49,0.64,74.90,0.00,0.00,13.92
100859,23.54,0.15,1351,0.00,0.00,16,11.29,19.00,4.50,8.48,-1.49,0.64,74.90,2.59,0.00,13.84
100926,23.31,0.16,1239,0.00,0.00,16,10.59,18.50,4.64,6.81,-1.49,0.64,74.90,2.64,0.00,14.00
100989,23.43,0.16,1198,0.00,0.00,16,10.59,18.50,4.79,6.22,-1.49,0.64,74.90,2.56,0.00,13.92
101051,23.43,0.13,1260,0.00,0.00,16,10.94,16.50,4.93,6.15,-1.49,0.64,74.90,2.42,0.00,13.84
101129,23.43,0.13,1300,0.00,0.00,16,10.94,12.00,4.79,5.27,-1.49,0.64,74.90,2.50,0.00,13.92
101192,23.54,0.13,1315,0.00,0.00,16,10.94,10.50,4.79,5.27,-1.49,0.64,74.90,2.52,0.00,13.92
101255,23.77,0.12,1292,0.00,0.00,16,10.94,13.00,4.64,5.36,-1.49,0.64,74.90,2.21,0.00,13.92
101317,23.31,0.13,1282,0.00,0.00,16,10.94,13.50,4.64,5.33,-1.49,0.64,74.90,2.19,0.00,13.92
101395,23.08,0.13,1293,0.00,0.00,16,10.94,12.00,4.64,5.43,-1.49,0.64,74.90,2.21,0.00,13.92
101458,21.02,0.13,1266,0.00,0.00,16,10.94,15.00,4.64,5.40,-1.49,0.66,74.90,2.43,0.00,13.92
101520,18.03,0.14,1277,0.00,0.00,16,10.94,13.00,4.64,5.91,-1.49,0.68,74.90,2.72,0.00,13.92
101583,15.73,0.16,1279,0.00,0.00,16,11.29,11.00,4.79,6.66,-1.49,0.74,74.90,3.00,0.00,13.92
101645,15.04,0.19,1292,0.00,0.00,16,12.70,12.00,5.08,7.78,-1.49,0.78,74.90,3.58,0.00,13.92
101723,14.70,0.21,1325,0.00,0.00,16,15.16,14.00,5.51,9.00,-1.49,0.78,74.90,3.96,0.00,13.92
101786,14.13,0.22,1370,0.00,0.00,16,18.32,17.50,5.95,9.84,-1.49,0.80,74.90,3.80,0.00,13.92
101848,13.55,0.21,1476,0.00,0.00,16,22.19,21.00,6.38,10.49,-1.49,0.80,74.90,3.78,0.00,14.00
101915,13.21,0.21,1597,0.00,0.00,16,28.87,27.00,6.67,11.05,-1.49,0.82,74.90,4.09,0.00,13.92
101978,12.40,0.20,1755,0.00,0.00,16,33.44,32.50,6.67,11.88,-1.49,0.84,74.90,4.12,0.00,14.00
102056,12.40,0.20,1890,0.00,0.00,16,35.55,35.50,6.67,12.59,-1.49,0.84,74.90,4.44,0.00,13.92
102118,13.32,0.21,1899,0.00,0.00,16,35.55,35.50,6.67,12.96,-1.49,0.84,74.90,4.86,0.00,14.00
102181,14.47,0.21,1881,0.00,0.00,16,35.20,35.50,6.82,13.07,-1.49,0.86,74.90,4.82,0.00,13.92
102243,15.04,0.22,1854,0.00,0.00,16,34.49,34.50,6.82,13.20,-1.49,0.86,74.90,5.14,0.00,13.92
102321,15.50,0.23,1824,0.00,0.00,16,34.49,34.00,6.96,13.90,-1.49,0.86,74.90,5.45,0.00,13.92
102384,15.85,0.24,1860,0.00,0.00,16,35.20,35.50,7.11,14.28,-1.49,0.86,74.90,5.55,0.00,14.00
102446,15.85,0.24,1840,0.00,0.00,16,34.84,35.00,7.11,14.53,-1.49,0.88,74.90,5.50,0.00,13.92
102514,15.39,0.24,1842,0.00,0.00,16,35.20,35.00,7.25,14.86,-1.49,0.88,74.90,5.50,0.00,14.00
102581,14.93,0.25,1865,0.00,0.00,16,35.55,35.50,7.40,15.33,-1.49,0.90,74.90,5.97,0.00,13.92
102643,14.59,0.25,1844,0.00,0.00,16,35.55,35.50,7.69,15.48,-1.49,0.90,74.90,5.51,0.00,14.00
102706,14.36,0.27,1865,0.00,0.00,16,36.25,35.50,7.84,15.85,-1.49,0.90,74.90,5.97,0.00,13.84
102784,14.36,0.26,1853,0.00,0.00,16,36.25,35.50,7.98,16.51,-1.49,0.90,74.90,5.93,0.00,14.00
102846,14.47,0.26,1874,0.00,0.00,16,36.25,36.00,7.98,16.14,-1.49,0.90,74.90,6.00,0.00,13.84
102909,14.59,0.27,1863,0.00,0.00,16,35.90,35.50,8.13,15.63,-1.49,0.90,74.90,5.96,0.00,13.92
102971,14.70,0.27,1890,0.00,0.00,16,36.60,36.50,8.13,16.66,-1.49,0.90,74.90,6.39,0.00,13.84
103034,14.81,0.26,1890,0.00,0.00,16,36.60,36.50,8.27,16.82,-1.49,0.90,74.90,6.05,0.00,13.92
103112,14.93,0.26,1862,0.00,0.00,16,36.60,36.00,8.27,16.74,-1.49,0.90,74.90,6.36,0.00,13.84
103175,14.81,0.26,1878,0.00,0.00,16,36.95,36.50,8.27,16.29,-1.49,0.90,74.90,6.04,0.00,13.92
103237,14.70,0.27,1880,0.00,0.00,16,36.25,36.50,8.27,16.89,-1.49,0.90,74.90,6.81,0.00,13.84
103300,14.59,0.26,1898,0.00,0.00,16,36.95,36.50,8.27,16.58,-1.49,0.90,74.90,6.02,0.00,13.92
103378,14.59,0.26,1877,0.00,0.00,16,36.60,36.50,8.27,16.66,-1.49,0.90,74.90,6.07,0.00,13.84
103440,14.59,0.25,1908,0.00,0.00,16,36.95,36.50,8.27,16.66,-1.49,0.90,74.90,6.01,0.00,13.92
103503,14.59,0.26,1900,0.00,0.00,16,36.95,36.50,8.13,16.14,-1.49,0.90,74.90,5.70,0.00,13.84
103567,14.59,0.24,1922,0.00,0.00,16,36.60,36.50,8.13,15.92,-1.49,0.88,74.90,6.08,0.00,13.92
103634,14.59,0.23,1911,0.00,0.00,16,36.95,36.50,7.84,14.66,-1.49,0.86,74.90,5.74,0.00,13.84
103700,14.70,0.23,1917,0.00,0.00,16,36.60,36.50,7.69,13.71,-1.49,0.84,74.90,5.71,0.00,13.92
103763,14.59,0.21,1927,0.00,0.00,16,36.60,36.50,7.40,13.21,-1.49,0.84,74.90,5.32,0.00,13.84
103841,14.47,0.21,1916,0.00,0.00,16,36.25,36.50,7.11,12.85,-1.49,0.82,74.90,5.34,0.00,13.92
103903,14.24,0.19,1925,0.00,0.00,16,35.90,36.00,6.82,12.10,-1.49,0.80,74.90,4.90,0.00,13.84
103966,13.44,0.18,1908,0.00,0.00,16,35.20,35.50,6.53,10.99,-1.49,0.80,74.90,4.52,0.00,13.92
104033,13.32,0.18,1923,0.00,0.00,16,34.84,34.50,6.24,11.09,-1.49,0.80,74.90,4.48,0.00,13.84
104095,13.32,0.17,1917,0.00,0.00,16,34.84,35.00,6.09,11.05,-1.49,0.80,74.90,4.10,0.00,14.00
104173,13.32,0.17,1914,0.00,0.00,16,34.49,34.00,5.95,10.69,-1.49,0.80,74.90,3.68,0.00,13.84
104236,13.32,0.16,1940,0.00,0.00,16,34.49,34.00,5.95,10.54,-1.49,0.80,74.90,4.08,0.00,13.92
104299,13.67,0.16,1921,0.00,0.00,16,34.14,34.00,5.80,10.49,-1.49,0.80,74.90,3.72,0.00,13.84
104361,14.01,0.16,1937,0.00,0.00,16,34.14,34.00,5.80,10.43,-1.49,0.80,74.90,3.69,0.00,13.92
104425,14.36,0.16,1935,0.00,0.00,16,34.14,34.00,5.66,10.45,-1.49,0.80,74.90,3.72,0.00,13.84
104503,14.47,0.16,1918,0.00,0.00,16,34.14,34.00,5.66,10.17,-1.49,0.80,74.90,3.72,0.00,13.92
104566,14.70,0.16,1930,0.00,0.00,16,34.14,34.00,5.66,10.38,-1.49,0.80,74.90,4.09,0.00,13.84
104628,14.81,0.16,1910,0.00,0.00,16,34.49,34.00,5.66,10.43,-1.49,0.80,74.90,4.12,0.00,13.92
104691,14.81,0.16,1912,0.00,0.00,16,34.14,34.00,5.66,10.49,-1.49,0.80,74.90,4.07,0.00,13.92
104769,14.81,0.16,1924,0.00,0.00,16,34.49,34.00,5.66,10.33,-1.49,0.80,74.90,3.97,0.00,13.92
104832,14.70,0.16,1912,0.00,0.00,16,34.14,34.00,5.66,10.47,-1.49,0.80,74.90,4.22,0.00,13.92
104894,14.59,0.16,1921,0.00,0.00,16,33.44,34.00,5.66,10.28,-1.49,0.80,74.90,4.08,0.00,13.92
104956,14.59,0.16,1916,0.00,0.00,16,33.79,33.50,5.66,10.08,-1.49,0.80,74.90,4.65,0.00,13.92
105034,14.59,0.16,1924,0.00,0.00,16,34.14,34.00,5.66,10.23,-1.49,0.80,74.90,3.97,0.00,13.92
105097,14.70,0.16,1893,0.00,0.00,16,33.79,34.00,5.66,10.33,-1.49,0.80,74.90,4.18,0.00,13.92
105160,14.81,0.16,1908,0.00,0.00,16,33.79,33.50,5.66,10.38,-1.49,0.80,74.90,4.07,0.00,13.92
105222,14.81,0.16,1928,0.00,0.00,16,34.14,34.00,5.66,10.43,-1.49,0.80,74.90,3.98,0.00,14.00
105300,14.81,0.16,1893,0.00,0.00,16,33.79,34.00,5.66,10.45,-1.49,0.80,74.90,4.17,0.00,13.92
105363,14.81,0.16,1907,0.00,0.00,16,33.79,33.00,5.66,9.94,-1.49,0.80,74.90,4.07,0.00,14.00
105425,14.70,0.16,1923,0.00,0.00,16,34.49,33.50,5.66,10.38,-1.49,0.80,74.90,3.97,0.00,13.92
105488,14.70,0.16,1908,0.00,0.00,16,34.14,34.00,5.66,10.33,-1.49,0.80,74.90,4.21,0.00,13.92
105550,14.70,0.16,1885,0.00,0.00,16,33.79,33.50,5.66,9.93,-1.49,0.80,74.90,4.02,0.00,13.92
105628,14.70,0.16,1932,0.00,0.00,16,33.79,33.50,5.66,10.43,-1.49,0.76,74.90,3.99,0.00,13.92
105691,14.70,0.15,1900,0.00,0.00,16,33.44,33.50,5.37,9.31,-1.49,0.74,74.90,4.19,0.00,13.92
105753,14.59,0.14,1892,0.00,0.00,16,32.38,32.00,5.22,8.23,-1.49,0.74,74.90,3.63,0.00,14.00
105816,14.36,0.13,1913,0.00,0.00,16,32.38,32.00,4.93,7.57,-1.49,0.74,74.90,3.26,0.00,13.92
105894,14.01,0.12,1916,0.00,0.00,16,32.03,32.00,4.79,7.54,-1.49,0.70,74.90,3.27,0.00,14.00
105956,13.55,0.11,1893,0.00,0.00,16,31.33,31.00,4.50,6.59,-1.49,0.68,74.90,0.00,0.00,13.92
106019,13.21,0.10,1895,0.00,0.00,16,29.22,29.00,4.35,6.18,-1.49,0.66,74.90,0.00,0.00,14.00
106081,13.09,0.09,1878,0.00,0.00,16,25.70,25.50,4.06,6.00,-1.49,0.66,74.90,0.00,0.00,13.84
106159,12.98,0.09,1905,0.00,0.00,16,22.54,21.00,3.92,5.81,-1.49,0.66,74.90,0.00,0.00,13.92
106222,13.21,0.09,1854,0.00,0.00,16,18.32,16.50,3.77,5.87,-1.49,0.64,74.90,0.00,0.00,13.84
106289,13.32,0.09,1861,0.00,0.00,16,13.75,12.50,3.63,5.68,-1.49,0.64,74.90,0.00,0.00,13.92
106352,13.90,0.09,1881,0.00,0.00,16,11.99,11.50,3.63,5.81,-1.49,0.64,74.90,0.00,0.00,13.84
106414,14.59,0.08,1832,0.00,0.00,16,11.99,11.50,3.63,5.74,-1.49,0.64,74.90,0.00,0.00,13.92
106477,14.93,0.09,1866,0.00,0.00,16,11.99,11.50,3.63,5.17,-1.49,0.64,74.90,0.00,0.00,13.84
106555,15.73,0.09,1838,0.00,0.00,16,11.99,11.50,3.63,5.59,-1.49,0.64,74.90,0.00,0.00,13.92
106617,16.88,0.09,1824,0.00,0.00,16,11.99,11.50,3.63,5.68,-1.49,0.64,74.90,0.00,0.00,13.84
106680,18.60,0.09,1842,0.00,0.00,16,11.99,11.50,3.63,5.59,-1.49,0.64,74.90,0.00,0.00,14.00
106742,20.44,0.09,1802,0.00,0.00,16,11.99,11.50,3.63,5.78,-1.49,0.64,74.90,0.00,0.00,13.92
106820,22.39,0.09,1825,0.00,0.00,16,11.99,11.50,3.63,5.68,-1.49,0.64,74.90,0.00,0.00,13.92
106883,23.54,0.09,1802,0.00,0.00,16,11.99,11.50,3.63,5.65,-1.49,0.64,74.90,0.00,0.00,13.92
106945,23.54,0.10,1793,0.00,0.00,16,11.99,11.50,3.63,5.65,-1.49,0.64,74.90,0.00,0.00,14.00
107008,23.54,0.09,1802,0.00,0.00,16,11.99,11.50,3.63,5.74,-1.49,0.64,74.90,0.00,0.00,13.92
107070,23.66,0.09,1775,0.00,0.00,16,11.99,11.50,3.63,5.65,-1.49,0.64,74.90,0.00,0.00,13.92
107149,23.77,0.09,1781,0.00,0.00,16,11.99,11.50,3.63,5.62,-1.49,0.64,74.90,0.00,0.00,13.84
107211,23.77,0.10,1771,0.00,0.00,16,11.99,11.50,3.63,5.49,-1.49,0.64,74.90,0.00,0.00,14.00
107278,23.66,0.10,1766,0.00,0.00,16,11.99,11.50,3.63,5.59,-1.49,0.64,74.90,0.00,0.00,13.84
107341,24.00,0.10,1760,0.00,0.00,16,11.99,11.50,3.63,5.68,-1.49,0.64,74.90,0.00,0.00,13.92
107403,24.00,0.10,1756,0.00,0.00,16,11.99,11.50,3.63,5.72,-1.49,0.64,74.90,0.00,0.00,13.92
107481,24.00,0.10,1746,0.00,0.00,16,11.99,11.50,3.63,5.62,-1.49,0.64,74.90,0.00,0.00,14.00
107544,24.00,0.10,1742,0.00,0.00,16,11.99,11.50,3.63,5.68,-1.49,0.64,74.90,0.00,0.00,13.92
107606,23.89,0.10,1740,0.00,0.00,16,11.99,11.50,3.63,5.72,-1.49,0.64,74.90,0.00,0.00,13.92
107669,24.12,0.10,1718,0.00,0.00,16,11.99,11.50,3.63,5.55,-1.49,0.64,74.90,0.00,0.00,14.00
107747,23.89,0.10,1715,0.00,0.00,16,11.99,11.50,3.63,5.62,-1.49,0.64,74.90,0.00,0.00,13.92
107809,23.89,0.10,1708,0.00,0.00,16,11.99,11.50,3.63,5.81,-1.49,0.64,74.90,0.00,0.00,13.92
107877,23.77,0.10,1696,0.00,0.00,16,11.99,11.50,3.63,5.87,-1.49,0.64,74.90,0.00,0.00,13.84
107944,24.00,0.11,1705,0.00,0.00,16,11.99,11.50,3.63,5.98,-1.49,0.64,74.90,0.00,0.00,14.00
108006,23.77,0.11,1695,0.00,0.00,16,11.99,11.50,3.63,6.00,-1.49,0.64,74.90,0.00,0.00,13.92
108069,23.77,0.11,1694,0.00,0.00,16,11.99,11.50,3.63,6.04,-1.49,0.64,74.90,0.00,0.00,13.92
108131,23.77,0.11,1676,0.00,0.00,16,11.99,11.50,3.77,6.04,-1.49,0.66,74.90,0.00,0.00,13.92
108209,24.00,0.11,1667,0.00,0.00,16,11.99,17.50,3.77,6.15,-1.49,0.64,74.90,0.00,0.00,14.00
108272,23.77,0.11,1662,0.00,0.00,16,11.99,11.50,3.77,6.07,-1.49,0.66,74.90,0.00,0.00,13.92
108334,23.54,0.11,1662,0.00,0.00,16,11.99,17.50,3.77,6.07,-1.49,0.66,74.90,0.00,0.00,13.92
108397,23.66,0.11,1657,0.00,0.00,16,11.99,17.00,3.77,6.11,-1.49,0.66,74.90,0.00,0.00,14.00
108475,23.54,0.11,1645,0.00,0.00,16,11.99,17.50,3.77,6.15,-1.49,0.66,74.90,0.00,0.00,14.00
108537,23.66,0.11,1634,0.00,0.00,16,11.99,18.00,3.77,6.18,-1.49,0.66,74.90,0.00,0.00,14.00
108600,23.89,0.12,1629,0.00,0.00,16,11.99,16.50,3.92,6.18,-1.49,0.66,74.90,0.00,0.00,14.00
108662,23.66,0.11,1624,0.00,0.00,16,11.99,17.50,3.92,6.33,-1.49,0.66,74.90,0.00,0.00,14.00
108725,23.66,0.11,1627,0.00,0.00,16,11.99,16.50,3.92,6.22,-1.49,0.66,74.90,0.00,0.00,13.92
108803,23.89,0.11,1608,0.00,0.00,16,11.99,18.00,3.92,6.18,-1.49,0.66,74.90,0.00,0.00,14.00
108866,23.66,0.11,1601,0.00,0.00,16,11.99,18.00,3.92,6.15,-1.49,0.66,74.90,0.00,0.00,13.92
108931,24.00,0.12,1614,0.00,0.00,16,11.99,16.50,4.06,6.33,-1.49,0.66,74.90,0.00,0.00,14.00
108994,23.77,0.12,1599,0.00,0.00,16,11.99,17.00,4.06,6.37,-1.49,0.66,74.90,0.00,0.00,14.00
