Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
68560,14.59,0.12,803,0.00,0.00,16,9.88,8.50,3.31,-1.18,0.64,74.90,1.37,0.00,13.68,4.93,-9.77
68622,14.59,0.13,804,0.00,0.00,16,9.88,10.50,3.31,-1.18,0.64,74.90,1.37,0.00,13.68,4.93,-9.77
68701,14.70,0.13,795,0.00,0.00,16,9.88,11.00,3.33,-1.18,0.64,74.90,1.36,0.00,13.60,4.93,-9.75
68763,14.59,0.12,800,0.00,0.00,16,9.88,10.50,3.33,-1.18,0.64,74.90,1.37,0.00,13.60,4.93,-9.75
68841,14.70,0.12,808,0.00,0.00,16,9.88,9.50,3.33,-1.18,0.64,74.90,1.38,0.00,13.60,4.93,-9.73
68919,14.70,0.12,810,0.00,0.00,16,9.88,9.50,3.33,-1.18,0.64,74.90,1.38,0.00,13.60,4.93,-9.75
68982,14.70,0.12,815,0.00,0.00,16,9.88,9.00,3.31,-1.18,0.64,74.90,1.39,0.00,13.68,4.93,-9.77
69045,14.70,0.12,806,0.00,0.00,16,9.88,9.50,3.31,-1.18,0.64,74.90,1.37,0.00,13.60,4.93,-9.75
69123,14.70,0.12,812,0.00,0.00,16,9.88,9.00,3.33,-1.18,0.64,74.90,1.39,0.00,13.68,4.93,-9.77
69190,14.70,0.12,810,0.00,0.00,16,9.88,9.00,3.33,-1.18,0.64,74.90,1.39,0.00,13.52,4.93,-9.75
69268,14.70,0.12,804,0.00,0.00,16,9.88,9.50,3.33,-1.18,0.64,74.90,1.38,0.00,13.68,4.93,-9.77
69333,14.70,0.12,805,0.00,0.00,16,9.88,10.00,3.33,-1.18,0.64,74.90,1.37,0.00,13.60,4.93,-9.75
69411,14.70,0.12,805,0.00,0.00,16,9.88,10.00,3.33,-1.18,0.64,74.90,1.37,0.00,13.60,4.93,-9.77
69473,14.70,0.13,804,0.00,0.00,16,9.88,10.00,3.33,-1.18,0.64,74.90,1.37,0.00,13.44,4.93,-9.77
69551,14.81,0.12,811,0.00,0.00,16,9.88,9.50,3.33,-1.18,0.64,74.90,1.38,0.00,13.60,4.93,-9.77
69619,14.70,0.12,810,0.00,0.00,16,9.88,9.50,3.36,-1.18,0.64,74.90,1.38,0.00,13.52,4.93,-9.77
69697,14.70,0.12,813,0.00,0.00,16,9.88,9.00,3.36,-1.18,0.64,74.90,1.39,0.00,13.60,4.93,-9.77
69759,14.70,0.14,806,0.00,0.00,16,9.88,10.50,3.36,-1.18,0.64,74.90,1.38,0.00,13.60,4.93,-9.77
69837,14.70,0.12,808,0.00,0.00,16,9.88,9.50,3.36,-1.18,0.64,74.90,1.38,0.00,13.60,4.93,-9.77
69900,14.70,0.12,824,0.00,0.00,16,9.88,8.00,3.33,-1.18,0.64,74.90,1.41,0.00,13.68,4.93,-9.78
69978,14.70,0.12,839,0.00,0.00,16,9.88,6.00,3.33,-1.18,0.64,74.90,1.43,0.00,13.44,4.93,-9.82
70040,14.70,0.12,809,0.00,0.00,16,9.88,8.50,3.30,-1.18,0.64,74.90,1.40,0.00,13.60,4.79,-9.84
70118,14.70,0.12,812,0.00,0.00,16,9.88,9.50,3.36,-1.18,0.64,74.90,1.38,0.00,13.52,4.93,-9.82
70181,14.70,0.13,814,0.00,0.00,16,9.88,9.50,3.36,-1.18,0.64,74.90,1.39,0.00,13.68,4.93,-9.80
70259,14.70,0.12,824,0.00,0.00,16,9.88,9.50,3.40,-1.18,0.64,74.90,1.41,0.00,13.44,4.93,-9.78
70322,14.59,0.12,824,0.00,0.00,16,9.88,8.00,3.42,-1.18,0.64,74.90,1.41,0.00,13.68,4.93,-9.80
70400,14.59,0.12,818,0.00,0.00,16,9.88,9.00,3.42,-1.18,0.66,74.90,1.40,0.00,13.52,4.93,-9.77
70462,14.70,0.15,827,0.00,0.00,16,9.88,8.00,3.42,-1.18,0.68,74.90,1.59,0.00,13.60,4.93,-9.77
70540,14.70,0.18,833,0.00,0.00,16,10.23,10.00,3.69,-1.18,0.72,74.90,2.13,0.00,13.52,5.22,-9.53
70603,14.81,0.21,848,0.00,0.00,16,11.29,10.50,4.58,-1.18,0.74,74.90,2.53,0.00,13.68,5.66,-8.97
70681,14.81,0.23,898,0.00,0.00,16,13.05,12.50,6.81,-1.18,0.76,74.90,2.68,0.00,13.68,6.24,-8.20
70743,14.81,0.25,970,0.00,0.00,16,16.56,15.00,7.74,-1.18,0.78,74.90,3.11,0.00,13.60,6.67,-7.81
70822,14.81,0.22,1048,0.00,0.00,16,17.97,17.00,8.11,-1.18,0.78,74.90,2.91,0.00,13.68,6.96,-7.52
70900,14.01,0.21,1184,0.00,0.00,16,20.08,18.50,8.52,-1.18,0.80,74.90,3.03,0.00,13.60,7.25,-7.41
70963,12.75,0.21,1337,0.00,0.00,16,23.59,21.50,8.91,-1.49,0.82,74.90,3.28,0.00,13.60,7.25,-7.37
71041,12.40,0.23,1326,0.00,0.00,16,26.05,24.50,9.57,-1.49,0.82,74.90,3.42,0.00,13.68,7.40,-7.31
71103,12.98,0.24,1310,0.00,0.00,16,26.76,26.00,10.13,-1.49,0.82,74.90,3.68,0.00,13.60,7.40,-7.15
71181,13.67,0.24,1299,0.00,0.00,16,27.46,26.50,10.54,-1.49,0.82,74.90,3.60,0.00,13.60,7.55,-7.00
71244,14.70,0.26,1244,0.00,0.00,16,28.16,27.00,10.59,-1.49,0.84,74.90,3.98,0.00,13.60,7.69,-6.77
71322,15.27,0.28,1206,0.00,0.00,16,29.57,28.50,10.85,-1.49,0.84,74.90,4.12,0.00,13.68,7.98,-6.50
71384,15.62,0.29,1176,0.00,0.00,16,28.52,28.00,11.15,-1.18,0.84,74.90,4.01,0.00,13.60,8.56,-6.19
71463,15.73,0.30,1114,0.00,0.00,16,26.41,26.00,11.15,-1.18,0.86,74.90,4.28,0.00,13.60,9.00,-5.72
71525,15.39,0.33,1075,0.00,0.00,16,24.30,23.50,11.82,-1.18,0.86,74.90,4.36,0.00,13.60,9.29,-5.14
71603,15.16,0.35,1036,0.00,0.00,16,21.84,22.00,11.88,-1.18,0.88,74.90,4.20,0.00,13.60,9.72,-4.81
71666,14.81,0.39,1002,0.00,0.00,16,19.38,20.00,12.20,-1.18,0.88,74.90,4.27,0.00,13.60,10.01,-4.25
71744,14.36,0.41,951,0.00,0.00,16,17.27,17.50,12.53,-1.18,0.90,74.90,4.26,0.00,13.60,10.88,-3.58
71806,13.90,0.43,892,0.00,0.00,16,15.16,15.50,12.75,-1.18,0.94,74.90,4.10,0.00,13.68,11.46,-3.00
71884,13.67,0.45,869,0.00,0.00,16,12.70,13.00,12.85,-1.18,0.96,74.90,4.19,0.00,13.60,11.75,-2.51
71947,13.67,0.45,846,0.00,0.00,16,11.64,11.00,13.21,-1.18,0.96,74.90,4.26,0.00,13.76,12.19,-2.13
72025,13.44,0.44,844,0.00,0.00,16,11.99,10.50,12.59,-1.18,0.96,74.90,3.79,0.00,13.60,12.62,-1.88
72088,13.67,0.42,854,0.00,0.00,16,12.70,11.50,12.37,-1.18,0.98,74.90,3.46,0.00,13.68,12.77,-1.68
72166,13.78,0.40,893,0.00,0.00,16,15.51,15.00,11.82,-1.18,0.98,74.90,3.62,0.00,13.60,13.06,-1.66
72228,13.90,0.39,946,0.00,0.00,16,17.62,17.00,12.04,-1.18,0.98,74.90,3.63,0.00,13.60,13.06,-1.68
72306,14.47,0.38,1001,0.00,0.00,16,19.02,18.50,12.20,-0.89,1.00,74.90,4.06,0.00,13.60,12.91,-1.86
72384,14.70,0.38,1054,0.00,0.00,16,20.78,20.00,12.86,-0.89,0.98,74.90,4.27,0.00,13.68,12.77,-1.97
72447,15.50,0.38,1122,0.00,0.00,16,21.84,21.00,14.09,-0.89,1.00,74.90,4.79,0.00,13.68,12.62,-2.11
72525,16.19,0.38,1179,0.00,0.00,16,23.59,22.50,14.79,-0.89,1.00,74.90,5.03,0.00,13.52,12.48,-2.32
72587,17.11,0.38,1231,0.00,0.00,16,25.35,24.00,15.41,-0.89,1.00,74.90,5.52,0.00,13.68,12.33,-2.48
72666,17.11,0.38,1298,0.00,0.00,16,26.76,26.00,16.07,-0.89,1.00,74.90,5.81,0.00,13.52,12.19,-2.67
72728,16.19,0.37,1417,0.00,0.00,16,28.52,27.00,16.74,-0.89,1.00,74.90,5.80,0.00,13.60,12.04,-2.84
72806,15.50,0.37,1441,0.00,0.00,16,29.57,28.50,17.48,-0.58,1.00,74.90,6.05,0.00,13.52,11.75,-2.92
72869,15.16,0.37,1501,0.00,0.00,16,30.62,29.50,18.02,-0.58,1.02,74.90,5.84,0.00,13.60,11.75,-3.00
72947,15.16,0.36,1582,0.00,0.00,16,33.09,31.00,18.33,-0.58,1.02,74.90,6.41,0.00,13.52,11.75,-3.07
73010,15.39,0.38,1628,0.00,0.00,16,33.79,33.00,19.20,-0.58,1.04,74.90,6.95,0.00,13.60,11.61,-3.07
73088,15.62,0.39,1682,0.00,0.00,16,32.73,32.00,20.24,0.04,1.08,74.90,7.90,0.00,13.52,11.61,-2.98
73155,15.62,0.39,1749,0.00,0.00,16,33.44,33.00,21.98,0.04,1.08,74.90,7.84,0.00,13.60,11.75,-2.92
73233,15.27,0.39,1818,0.00,0.00,16,34.84,34.00,23.06,0.97,1.08,74.90,7.76,0.00,13.52,11.75,-2.98
73296,15.04,0.39,1880,0.00,0.00,16,35.55,35.00,24.33,1.28,1.10,74.90,8.02,0.00,13.52,11.75,-3.00
73374,14.93,0.38,1928,0.00,0.00,16,36.25,35.50,24.91,1.28,1.10,74.90,8.23,0.00,13.60,11.75,-2.96
73436,15.04,0.39,1979,0.00,0.00,16,36.95,36.50,25.49,1.88,1.12,74.90,8.44,0.00,13.52,11.75,-2.96
73514,15.16,0.38,2063,0.00,0.00,16,37.66,37.00,26.40,1.88,1.12,74.90,8.80,0.00,13.60,11.75,-2.98
73577,15.16,0.38,2182,0.00,0.00,16,38.71,38.00,26.83,1.57,1.12,74.90,9.05,0.00,13.52,11.75,-2.98
73655,15.27,0.38,2247,0.00,0.00,16,39.06,38.00,27.89,1.57,1.12,74.90,9.31,0.00,13.60,11.75,-3.02
73718,15.16,0.39,2280,0.00,0.00,16,39.06,38.50,28.85,1.28,1.12,74.90,10.07,0.00,13.52,11.61,-3.04
73800,15.16,0.38,2348,0.00,0.00,16,39.41,38.50,29.60,1.28,1.12,74.90,10.52,0.00,13.60,11.61,-3.02
73863,15.04,0.38,2402,0.00,0.00,16,40.82,39.50,30.05,1.28,1.08,74.90,10.76,0.00,13.52,11.61,-3.17
73941,14.81,0.36,2460,0.00,0.00,16,42.23,40.00,30.38,1.28,1.06,74.90,10.50,0.00,13.60,11.46,-3.58
74003,14.81,0.35,2488,0.00,0.00,16,42.93,42.50,29.37,-0.58,1.04,74.90,10.09,0.00,13.60,11.17,-3.94
74081,14.81,0.35,2536,0.00,0.00,16,42.93,42.50,29.38,-0.58,1.04,74.90,10.28,0.00,13.60,10.59,-4.12
74149,14.70,0.34,2590,0.00,0.00,16,42.93,42.50,29.38,-1.49,1.04,74.90,10.50,0.00,13.60,10.45,-4.37
74211,14.81,0.34,2667,0.00,0.00,16,42.93,42.50,30.26,-1.80,1.04,74.90,10.81,0.00,13.52,10.30,-4.49
74289,14.70,0.34,2700,0.00,0.00,16,42.93,42.50,30.72,-1.80,1.04,74.90,10.94,0.00,13.60,10.16,-4.66
74352,14.47,0.33,2713,0.00,0.00,16,42.93,42.50,30.38,-2.42,1.02,74.90,10.42,0.00,13.60,10.01,-4.74
74430,14.59,0.32,2767,0.00,0.00,16,42.93,42.50,30.05,-2.42,1.02,74.90,10.63,0.00,13.60,9.87,-4.89
74508,14.70,0.32,2864,0.00,0.00,16,42.93,42.50,30.49,-2.73,1.02,74.90,10.23,0.00,13.60,9.72,-5.12
74573,14.81,0.31,2884,0.00,0.00,16,43.28,42.50,30.49,-2.73,1.02,74.90,10.38,0.00,13.60,9.58,-5.26
74636,14.70,0.31,2919,0.00,0.00,16,43.28,42.50,30.16,-2.73,1.02,74.90,10.46,0.00,13.60,9.43,-5.38
74714,14.70,0.30,2960,0.00,0.00,16,43.28,42.50,29.82,-2.73,1.00,74.90,10.73,0.00,13.60,9.29,-5.53
74776,14.47,0.28,2997,0.00,0.00,16,43.63,42.50,29.49,-3.35,0.98,74.90,10.23,0.00,13.60,9.14,-5.80
74859,14.47,0.26,3030,0.00,0.00,16,44.34,43.50,28.31,-3.35,0.96,74.90,9.05,0.00,13.60,8.85,-6.17
74922,14.36,0.22,3055,0.00,0.00,16,44.34,43.50,26.73,-4.25,0.80,74.90,8.47,0.00,13.68,8.56,-7.27
75000,14.59,0.17,3020,0.00,0.00,16,41.17,43.00,20.92,-4.25,0.64,74.90,0.00,0.00,13.60,5.95,-8.99
75062,14.01,0.12,3001,0.00,0.00,16,30.98,31.00,9.43,-4.25,0.64,74.90,0.00,0.00,13.68,4.93,-10.04
75141,12.63,0.12,2988,0.00,0.00,16,22.54,24.00,11.61,-4.25,0.64,74.90,0.00,0.00,13.68,4.21,-10.54
75203,11.94,0.13,2949,0.00,0.00,16,16.56,18.00,12.75,-4.25,0.64,74.90,0.00,0.00,13.68,4.06,-10.79
75281,11.83,0.13,2834,0.00,0.00,16,11.99,13.50,13.07,-4.25,0.64,74.90,0.00,0.00,13.68,3.77,-10.81
75344,13.90,0.14,2647,0.00,0.00,16,11.99,11.50,12.37,-4.25,0.64,74.90,0.00,0.00,13.68,3.92,-10.73
75422,14.70,0.14,2532,0.00,0.00,16,11.99,11.50,12.10,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
75500,15.85,0.16,2417,0.00,0.00,16,11.99,11.50,12.20,-3.64,0.64,74.90,0.00,0.00,13.68,3.92,-10.73
75562,18.72,0.14,2330,0.00,0.00,16,11.99,11.50,11.51,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.71
75640,22.05,0.13,2213,0.00,0.00,16,11.99,11.50,10.79,-3.04,0.64,74.90,0.00,0.00,13.60,3.92,-10.73
75704,23.66,0.12,2118,0.00,0.00,16,11.99,11.50,9.88,-2.11,0.64,74.90,0.00,0.00,13.68,3.92,-10.83
75782,23.54,0.12,2034,0.00,0.00,16,11.99,11.50,8.52,-2.11,0.64,74.90,0.00,0.00,13.60,3.92,-10.81
75845,23.77,0.13,1948,0.00,0.00,16,11.99,11.50,8.27,-1.49,0.64,74.90,0.00,0.00,13.60,3.92,-10.83
75923,23.77,0.14,1858,0.00,0.00,16,11.99,11.50,8.36,-1.49,0.64,74.90,0.00,0.00,13.60,3.92,-10.85
75985,23.66,0.14,1766,0.00,0.00,16,11.99,11.50,8.44,-1.49,0.64,74.90,0.00,0.00,13.60,3.92,-10.85
76063,23.66,0.16,1667,0.00,0.00,16,11.99,11.50,8.36,-1.49,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
76126,23.66,0.16,1600,0.00,0.00,16,11.99,11.50,8.47,-1.49,0.64,74.90,0.00,0.00,13.60,3.92,-10.71
76204,24.00,0.16,1508,0.00,0.00,16,11.64,11.50,8.14,-1.49,0.64,74.90,0.00,0.00,13.60,4.06,-10.64
76267,23.54,0.16,1307,0.00,0.00,16,11.29,11.50,7.57,-1.49,0.64,74.90,0.00,0.00,13.52,4.21,-10.50
76345,24.00,0.16,1243,0.00,0.00,16,10.94,19.00,6.99,-1.49,0.64,74.90,2.79,0.00,13.60,4.21,-10.46
76407,23.77,0.14,1286,0.00,0.00,16,10.94,18.50,6.51,-1.49,0.64,74.90,2.65,0.00,13.60,4.21,-10.38
76485,23.66,0.13,1336,0.00,0.00,16,10.94,18.50,6.07,-1.49,0.66,74.90,2.28,0.00,13.68,4.35,-10.50
76548,23.66,0.14,1330,0.00,0.00,16,11.29,13.00,5.72,-1.49,0.72,74.90,3.12,0.00,13.60,4.21,-10.46
76626,23.77,0.16,1338,0.00,0.00,16,11.99,12.50,6.88,-1.49,0.76,74.90,2.85,0.00,13.68,4.21,-10.17
76689,23.77,0.21,1346,0.00,0.00,16,15.16,14.50,7.46,-1.49,0.82,74.90,3.73,0.00,13.60,5.22,-9.51
76767,23.66,0.23,1406,0.00,0.00,16,19.38,19.00,8.87,-1.49,0.86,74.90,4.20,0.00,13.68,5.95,-8.82
76830,21.94,0.25,1481,0.00,0.00,16,26.05,25.50,12.31,-1.49,0.88,74.90,4.74,0.00,13.68,6.67,-7.85
76908,16.77,0.22,1616,0.00,0.00,16,30.98,29.50,13.02,-1.49,0.88,74.90,4.83,0.00,13.52,7.11,-7.46
76986,13.21,0.21,1824,0.00,0.00,16,35.90,34.00,13.39,-1.49,0.88,74.90,4.67,0.00,13.60,7.25,-7.50
77053,12.17,0.20,1954,0.00,0.00,16,36.95,36.00,12.97,-1.49,0.88,74.90,4.17,0.00,13.60,7.11,-7.58
77126,13.67,0.22,1896,0.00,0.00,16,36.25,35.50,13.13,-1.49,0.88,74.90,4.54,0.00,13.68,7.11,-7.58
77189,14.70,0.23,1858,0.00,0.00,16,35.55,35.50,13.65,-1.49,0.88,74.90,4.86,0.00,13.60,7.11,-7.50
77267,15.62,0.24,1790,0.00,0.00,16,34.49,34.50,13.46,-1.49,0.88,74.90,4.76,0.00,13.60,7.25,-7.41
77332,16.42,0.24,1781,0.00,0.00,16,33.79,33.50,14.40,-1.49,0.88,74.90,5.32,0.00,13.60,7.40,-7.25
77395,15.96,0.24,1851,0.00,0.00,16,35.55,33.00,14.34,-1.49,0.90,74.90,5.92,0.00,13.68,7.40,-7.12
77473,15.27,0.26,1844,0.00,0.00,16,35.90,35.00,15.25,-1.49,0.92,74.90,5.90,0.00,13.60,7.55,-6.98
77551,14.81,0.27,1812,0.00,0.00,16,35.20,34.50,15.70,-1.49,0.92,74.90,5.80,0.00,13.60,7.69,-6.73
77614,14.36,0.29,1861,0.00,0.00,16,36.60,36.00,16.51,-0.89,0.98,74.90,6.35,0.00,13.60,8.27,-6.36
77692,14.13,0.34,1886,0.00,0.00,16,38.36,37.50,20.76,-0.89,1.02,74.90,7.64,0.00,13.60,8.85,-5.69
77754,14.01,0.36,1882,0.00,0.00,16,38.36,38.00,21.98,0.04,1.04,74.90,7.63,0.00,13.60,9.58,-4.91
77821,14.24,0.37,1904,0.00,0.00,16,37.66,37.00,23.15,0.04,1.04,74.90,7.72,0.00,13.60,10.01,-4.49
77899,14.01,0.36,1951,0.00,0.00,16,38.01,38.00,23.54,0.66,1.04,74.90,7.91,0.00,13.60,10.45,-4.16
77962,14.13,0.37,1966,0.00,0.00,16,38.01,38.00,23.53,0.66,1.06,74.90,7.49,0.00,13.68,10.59,-3.98
78040,14.70,0.36,1984,0.00,0.00,16,38.71,37.50,24.03,0.66,1.06,74.90,7.55,0.00,13.60,10.74,-3.87
78118,14.81,0.35,1986,0.00,0.00,16,38.71,38.50,23.93,0.66,1.06,74.90,8.04,0.00,13.60,10.88,-3.79
78181,15.16,0.35,1998,0.00,0.00,16,39.41,39.00,23.16,0.97,1.06,74.90,7.63,0.00,13.68,10.88,-3.77
78259,15.27,0.36,2043,0.00,0.00,16,39.77,39.00,23.44,0.97,1.06,74.90,8.28,0.00,13.60,10.88,-3.75
78321,15.50,0.35,2056,0.00,0.00,16,39.77,39.00,24.32,0.35,1.06,74.90,8.33,0.00,13.60,10.88,-3.79
78399,15.62,0.34,2066,0.00,0.00,16,40.47,40.00,24.13,0.35,1.04,74.90,7.94,0.00,13.68,10.88,-3.91
78462,15.50,0.32,2084,0.00,0.00,16,40.82,40.00,23.54,-0.89,0.96,74.90,8.00,0.00,13.60,10.30,-4.51
78540,15.16,0.30,2105,0.00,0.00,16,41.17,40.50,21.27,-2.11,0.94,74.90,7.18,0.00,13.68,9.58,-5.26
78603,15.04,0.27,2117,0.00,0.00,16,41.17,41.00,17.64,-2.11,0.92,74.90,6.78,0.00,13.60,9.00,-5.86
78681,14.59,0.26,2129,0.00,0.00,16,41.52,41.00,17.03,-2.11,0.90,74.90,6.36,0.00,13.60,8.56,-6.27
78743,14.24,0.25,2140,0.00,0.00,16,40.82,40.50,16.89,-2.11,0.90,74.90,6.39,0.00,13.68,8.27,-6.56
78826,14.24,0.23,2150,0.00,0.00,16,41.17,40.50,16.29,-2.11,0.88,74.90,5.96,0.00,13.60,7.98,-6.88
78888,14.59,0.22,2173,0.00,0.00,16,40.47,40.00,15.11,-2.11,0.88,74.90,5.53,0.00,13.68,7.69,-7.17
78966,14.59,0.20,2164,0.00,0.00,16,39.77,40.00,14.79,-2.11,0.88,74.90,5.56,0.00,13.60,7.40,-7.43
79034,14.70,0.18,2169,0.00,0.00,16,39.41,39.00,14.09,-2.11,0.86,74.90,5.08,0.00,13.68,7.25,-7.58
79101,14.81,0.19,2178,0.00,0.00,16,38.71,38.00,12.75,-2.42,0.86,74.90,5.11,0.00,13.60,7.11,-7.79
79179,15.16,0.19,2162,0.00,0.00,16,39.41,38.00,14.15,-2.42,0.84,74.90,5.07,0.00,13.68,6.96,-7.95
79241,15.73,0.18,2210,0.00,0.00,16,39.06,38.50,13.96,-2.42,0.84,74.90,5.19,0.00,13.60,6.82,-8.12
79319,16.08,0.17,2212,0.00,0.00,16,38.71,38.00,13.32,-2.42,0.84,74.90,5.19,0.00,13.68,6.53,-8.26
79382,15.85,0.17,2176,0.00,0.00,16,38.01,37.50,12.75,-2.42,0.82,74.90,4.64,0.00,13.52,6.24,-8.45
79460,15.50,0.15,2202,0.00,0.00,16,37.30,36.50,11.19,-2.42,0.82,74.90,4.23,0.00,13.52,6.09,-8.72
79523,15.04,0.15,2193,0.00,0.00,16,36.60,36.00,10.94,-2.42,0.82,74.90,4.21,0.00,13.68,5.80,-8.89
79603,14.70,0.16,2201,0.00,0.00,16,37.30,36.50,11.61,-2.42,0.82,74.90,4.70,0.00,13.60,5.80,-8.99
79666,14.59,0.15,2192,0.00,0.00,16,36.95,36.50,11.24,-2.42,0.80,74.90,4.21,0.00,13.60,5.66,-9.07
79760,14.81,0.15,2188,0.00,0.00,16,36.95,36.00,10.69,-2.42,0.80,74.90,4.24,0.00,13.60,5.66,-9.15
79807,14.70,0.15,2189,0.00,0.00,16,36.95,36.50,11.19,-2.42,0.80,74.90,4.20,0.00,13.68,5.66,-9.15
79885,14.47,0.14,2230,0.00,0.00,16,36.60,36.50,11.19,-2.42,0.80,74.90,4.20,0.00,13.60,5.51,-9.20
79947,14.70,0.15,2196,0.00,0.00,16,36.25,35.50,10.08,-2.42,0.80,74.90,3.81,0.00,13.68,5.51,-9.26
80025,14.70,0.14,2175,0.00,0.00,16,36.25,36.00,10.85,-2.11,0.80,74.90,4.18,0.00,13.52,5.37,-9.26
80092,14.70,0.14,2216,0.00,0.00,16,36.25,35.50,10.74,-2.11,0.80,74.90,4.25,0.00,13.68,5.37,-9.32
80170,14.81,0.15,2194,0.00,0.00,16,36.25,35.50,10.33,-2.42,0.80,74.90,4.21,0.00,13.60,5.37,-9.36
80233,15.04,0.14,2192,0.00,0.00,16,36.60,36.00,10.58,-2.42,0.80,74.90,4.21,0.00,13.68,5.37,-9.36
80311,15.16,0.15,2188,0.00,0.00,16,36.25,35.50,10.59,-2.42,0.80,74.90,4.20,0.00,13.60,5.37,-9.38
80374,15.16,0.14,2189,0.00,0.00,16,36.25,35.50,10.38,-2.42,0.80,74.90,4.20,0.00,13.60,5.37,-9.38
80452,15.16,0.14,2207,0.00,0.00,16,36.25,36.00,10.59,-2.42,0.80,74.90,4.24,0.00,13.68,5.22,-9.44
80514,15.16,0.14,2168,0.00,0.00,16,36.25,35.50,10.45,-2.11,0.80,74.90,4.16,0.00,13.60,5.22,-9.44
80592,14.93,0.13,2196,0.00,0.00,16,35.90,35.50,10.13,-2.11,0.80,74.90,3.75,0.00,13.68,5.22,-9.49
80655,14.93,0.13,2169,0.00,0.00,16,35.90,35.50,9.79,-2.11,0.80,74.90,3.77,0.00,13.52,5.22,-9.49
80733,14.81,0.14,2187,0.00,0.00,16,36.25,35.50,10.47,-2.11,0.80,74.90,4.16,0.00,13.68,5.22,-9.51
80795,14.81,0.14,2181,0.00,0.00,16,35.90,35.50,10.47,-2.42,0.78,74.90,4.20,0.00,13.60,5.22,-9.57
80874,14.81,0.13,2162,0.00,0.00,16,35.55,35.50,10.07,-2.42,0.78,74.90,3.69,0.00,13.68,5.08,-9.63
80939,14.81,0.12,2175,0.00,0.00,16,34.84,35.00,9.53,-2.11,0.72,74.90,3.71,0.00,13.60,5.08,-9.98
81017,14.59,0.11,2158,0.00,0.00,16,34.14,33.00,7.65,-2.11,0.72,74.90,3.22,0.00,13.68,4.79,-10.27
81079,14.59,0.10,2156,0.00,0.00,16,33.79,33.00,6.99,-2.11,0.72,74.90,3.22,0.00,13.60,4.50,-10.50
81157,14.59,0.10,2142,0.00,0.00,16,33.79,33.00,6.95,-2.11,0.72,74.90,3.20,0.00,13.68,4.06,-10.65
81220,14.59,0.10,2151,0.00,0.00,16,33.79,33.00,6.99,-2.11,0.72,74.90,3.21,0.00,13.68,3.92,-10.75
81298,14.70,0.10,2179,0.00,0.00,16,33.79,33.50,6.99,-2.11,0.72,74.90,3.25,0.00,13.68,3.92,-10.79
81361,14.70,0.11,2152,0.00,0.00,16,33.79,33.00,7.33,-2.11,0.72,74.90,3.21,0.00,13.68,3.92,-10.85
81439,14.70,0.10,2125,0.00,0.00,16,33.79,33.00,7.37,-2.11,0.72,74.90,3.17,0.00,13.68,3.77,-10.87
81501,14.81,0.10,2149,0.00,0.00,16,33.79,33.00,7.29,-2.11,0.72,74.90,3.22,0.00,13.68,3.77,-10.91
81579,14.81,0.10,2121,0.00,0.00,16,33.79,33.00,7.45,-2.11,0.72,74.90,3.21,0.00,13.68,3.77,-10.89
81657,14.93,0.10,2112,0.00,0.00,16,33.79,33.00,7.46,-2.11,0.72,74.90,3.17,0.00,13.68,3.77,-10.89
81720,14.81,0.11,2113,0.00,0.00,16,33.44,33.00,7.29,-2.11,0.72,74.90,3.16,0.00,13.68,3.77,-10.89
81783,14.47,0.11,2108,0.00,0.00,16,33.44,33.00,7.29,-2.11,0.74,74.90,3.15,0.00,13.68,3.77,-10.85
81861,14.24,0.09,2114,0.00,0.00,16,33.44,33.00,7.62,-2.11,0.74,74.90,3.16,0.00,13.68,3.92,-10.79
81939,14.01,0.12,2108,0.00,0.00,16,33.79,33.00,7.62,-2.11,0.76,74.90,3.15,0.00,13.60,3.92,-10.67
82001,13.90,0.11,2080,0.00,0.00,16,34.14,33.50,8.06,-2.11,0.76,74.90,3.55,0.00,13.68,4.06,-10.54
82079,13.90,0.13,2085,0.00,0.00,16,34.49,34.00,8.52,-2.11,0.78,74.90,3.56,0.00,13.68,4.21,-10.38
82142,13.67,0.13,2120,0.00,0.00,16,34.84,34.00,9.35,-2.11,0.78,74.90,3.62,0.00,13.68,4.35,-10.25
82220,13.78,0.13,2124,0.00,0.00,16,34.84,34.00,9.21,-2.11,0.78,74.90,3.63,0.00,13.68,4.50,-10.15
82282,14.01,0.13,2088,0.00,0.00,16,34.49,34.00,8.91,-2.11,0.78,74.90,3.56,0.00,13.68,4.64,-10.06
82361,14.13,0.13,2056,0.00,0.00,16,34.14,33.50,8.91,-1.80,0.78,74.90,3.52,0.00,13.68,4.64,-10.02
82423,14.47,0.12,2050,0.00,0.00,16,33.79,33.50,8.64,-1.80,0.78,74.90,3.51,0.00,13.60,4.64,-10.02
