Time (msec),A/F Sensor #1 (Direct)* (AFR),Atmospheric Pressure (psi),CL/OL Fueling* (status),Coolant Temperature (F),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%)
428031,24.04,14.36,10,201,1516,0.00,0.00,74.90,0.00,0.00,4.06,0.00
428203,23.77,14.36,10,201,1496,0.00,0.00,74.90,0.00,0.00,4.06,0.00
428375,23.77,14.36,10,201,1493,0.00,0.00,74.90,0.00,0.00,4.06,0.00
428547,23.89,14.36,10,201,1459,0.00,0.00,74.90,0.00,0.00,3.92,0.00
428719,24.02,14.36,10,201,1442,0.00,0.00,74.90,0.00,0.00,3.92,0.00
428894,23.79,14.36,10,201,1422,0.00,0.00,74.90,0.00,0.00,3.92,0.00
429066,23.72,14.36,10,201,1390,0.00,0.00,74.90,2.37,0.00,3.92,0.00
429237,23.65,14.36,10,201,1397,0.00,0.00,74.90,2.09,0.00,3.77,0.00
429425,23.69,14.36,10,201,1365,0.00,0.00,74.90,2.33,0.00,3.63,0.00
429597,19.75,14.36,10,201,1350,0.00,0.00,74.90,2.30,0.00,3.63,0.00
429768,13.90,14.36,10,201,1342,0.00,0.00,74.90,2.26,0.00,3.77,0.00
429940,12.18,14.36,8,201,1331,0.00,0.00,74.90,2.27,0.00,3.63,0.00
430112,12.11,14.36,8,201,1301,0.00,0.00,74.90,1.94,0.00,3.63,0.00
430284,12.70,14.36,8,201,1265,0.00,0.00,74.90,1.92,0.00,3.77,0.00
430456,13.14,14.36,8,201,1238,0.00,0.00,74.90,2.11,0.00,3.77,0.00
430628,13.53,14.36,8,201,1205,0.00,0.00,74.90,2.06,0.00,3.92,0.00
430800,13.20,14.36,8,201,1196,0.00,0.00,74.90,2.06,0.00,3.92,0.00
430987,12.98,14.36,8,201,1202,0.00,0.00,74.90,2.05,0.00,4.06,0.00
431159,13.05,14.36,8,201,1186,0.00,0.00,74.90,1.77,0.00,4.06,0.00
431331,13.50,14.36,8,201,1159,0.00,0.00,74.90,1.98,0.00,4.06,0.00
431503,14.10,14.36,8,201,1134,0.00,0.00,74.90,1.69,0.00,4.06,0.00
431675,14.48,14.36,8,201,1114,0.00,0.00,74.90,1.66,0.00,4.21,0.00
431847,14.70,14.36,8,201,1106,0.00,0.00,74.90,1.89,0.00,4.21,0.00
432018,14.87,14.36,8,201,1121,0.00,0.00,74.90,1.67,0.00,4.21,0.00
432190,15.01,14.36,8,201,1112,0.00,0.00,74.90,1.66,0.00,4.21,0.00
432362,15.19,14.36,8,201,1109,0.00,0.00,74.90,1.89,0.00,4.21,0.39
432534,15.38,14.36,8,201,1100,0.00,0.00,74.90,2.11,0.00,4.50,1.18
432721,15.33,14.36,8,201,1177,0.00,0.00,74.90,2.26,0.00,5.08,2.35
432893,14.07,14.36,8,201,1237,0.00,0.00,74.90,2.64,0.00,5.66,3.53
433065,14.08,14.36,8,201,1374,0.00,0.00,74.90,3.22,0.00,6.24,4.71
433237,15.03,14.36,8,201,1464,0.00,0.00,74.90,3.66,0.00,6.82,5.49
433409,15.19,14.36,8,201,1507,0.00,0.00,74.90,4.18,0.00,7.11,5.88
433581,15.19,14.36,8,201,1528,0.00,0.00,74.90,4.24,0.00,7.69,6.67
433754,15.42,14.36,8,201,1443,0.00,0.00,74.90,4.42,0.00,8.27,6.67
433926,14.92,14.36,8,201,1345,0.00,0.00,74.90,4.88,0.00,8.85,7.84
434114,14.51,14.36,8,201,1242,0.00,0.00,74.90,4.77,0.00,9.87,7.84
434275,14.79,14.36,8,201,1007,0.00,0.00,74.90,4.57,0.00,11.32,8.24
434447,13.85,14.36,8,201,1060,0.00,0.00,74.90,3.85,0.00,11.75,8.63
434634,15.27,14.36,8,201,1117,0.00,0.00,74.90,4.53,0.00,12.04,9.02
434806,16.42,14.36,8,201,1162,0.00,0.00,74.90,4.32,0.00,12.04,9.80
434978,16.58,14.36,8,201,1185,0.00,0.00,74.90,4.80,0.00,12.33,10.59
435154,15.37,14.36,8,201,1275,0.00,0.00,74.90,4.90,0.00,12.48,11.37
435326,16.21,14.36,8,201,1222,0.00,0.00,74.90,5.21,0.00,12.77,12.55
435498,16.28,14.36,8,201,1259,0.00,0.00,74.90,5.91,0.00,12.91,12.94
435670,15.53,14.36,8,201,1334,0.00,0.00,74.90,5.98,0.00,13.06,12.94
435842,15.87,14.36,8,201,1352,0.00,0.00,74.90,7.50,0.00,12.77,11.37
436014,14.73,14.36,8,201,1386,0.00,0.00,74.90,5.62,0.00,11.61,5.88
436190,14.78,14.36,8,201,1448,0.00,0.00,74.90,4.94,0.00,9.58,5.49
436361,14.82,14.36,8,201,1606,0.00,0.00,74.90,4.80,0.00,8.56,5.49
436537,15.06,14.36,8,201,1654,0.00,0.00,74.90,4.59,0.00,7.69,5.49
436709,15.27,14.36,8,201,1665,0.00,0.00,74.90,4.26,0.00,7.25,5.49
436880,15.48,14.36,8,201,1674,0.00,0.00,74.90,4.64,0.00,7.25,5.49
437057,15.03,14.36,8,201,1684,0.00,0.00,74.90,4.31,0.00,7.11,5.49
437229,14.79,14.36,8,201,1710,0.00,0.00,74.90,4.56,0.00,6.82,5.49
437401,14.60,14.36,8,201,1654,0.00,0.00,74.90,3.88,0.00,6.38,0.00
437573,13.84,14.36,10,201,1688,0.00,0.00,74.90,0.00,0.00,4.21,0.00
437760,15.13,14.36,10,201,1710,0.00,0.00,74.90,0.00,0.00,3.92,0.00
437932,21.95,14.36,10,201,1674,0.00,0.00,74.90,0.00,0.00,3.77,0.00
438105,23.44,14.36,10,201,1715,0.00,0.00,74.90,0.00,0.00,3.77,0.00
438277,23.49,14.36,10,201,1669,0.00,0.00,74.90,0.00,0.00,3.92,0.39
438449,23.96,14.36,10,201,1561,0.00,0.00,74.90,0.00,0.00,4.21,1.18
438621,23.59,14.36,10,201,1653,0.00,0.00,74.90,3.88,0.00,4.79,3.14
438793,22.87,14.36,10,201,1566,0.00,0.00,74.90,3.68,0.00,4.93,3.14
438969,14.19,14.36,10,201,1607,0.00,0.00,74.90,3.43,0.00,5.22,3.53
439141,13.73,14.36,8,201,1638,0.00,0.00,74.90,3.15,0.00,5.37,3.92
439313,14.43,14.36,8,201,1606,0.00,0.00,74.90,3.43,0.00,5.66,4.71
439485,14.23,14.36,8,201,1631,0.00,0.00,74.90,3.83,0.00,5.95,5.10
439673,14.23,14.36,8,201,1635,0.00,0.00,74.90,4.19,0.00,6.24,5.10
439845,14.73,14.36,8,201,1627,0.00,0.00,74.90,3.83,0.00,6.38,5.10
440032,15.01,14.36,8,201,1634,0.00,0.00,74.90,3.83,0.00,6.24,4.71
440204,15.42,14.36,8,201,1658,0.00,0.00,74.90,3.89,0.00,6.09,3.14
440376,15.54,14.36,8,201,1715,0.00,0.00,74.90,3.66,0.00,5.51,1.96
440548,14.62,14.36,10,201,1706,0.00,0.00,74.90,0.00,0.00,4.35,0.00
440720,14.77,14.36,10,201,1614,0.00,0.00,74.90,0.00,0.00,3.77,0.00
440892,21.09,14.36,10,201,1742,0.00,0.00,74.90,0.00,0.00,3.77,0.00
441064,24.25,14.36,10,201,1650,0.00,0.00,74.90,0.00,0.00,3.77,0.00
441236,23.56,14.36,10,201,1572,0.00,0.00,74.90,0.00,0.00,3.92,0.00
441407,24.09,14.36,10,201,1604,0.00,0.00,74.90,0.00,0.00,3.92,0.39
441579,23.69,14.36,10,201,1604,0.00,0.00,74.90,2.74,0.00,4.35,1.18
441767,24.02,14.36,10,201,1644,0.00,0.00,74.90,2.80,0.00,4.50,1.96
441939,22.40,14.36,10,201,1494,0.00,0.00,74.90,2.87,0.00,4.50,2.35
442110,14.85,14.36,10,201,1620,0.00,0.00,74.90,3.11,0.00,4.79,2.75
442282,13.56,14.36,8,201,1529,0.00,0.00,74.90,3.26,0.00,4.93,2.75
442454,13.41,14.36,8,201,1636,0.00,0.00,74.90,3.14,0.00,5.08,2.75
442631,13.85,14.36,8,201,1586,0.00,0.00,74.90,3.04,0.00,5.08,2.75
442803,14.28,14.36,8,201,1526,0.00,0.00,74.90,2.93,0.00,5.08,2.75
442974,14.79,14.36,8,201,1613,0.00,0.00,74.90,3.10,0.00,5.08,2.75
443146,14.87,14.36,8,201,1537,0.00,0.00,74.90,2.62,0.00,4.79,1.18
443318,14.90,14.36,8,201,1604,0.00,0.00,74.90,2.41,0.00,4.21,0.78
443490,15.21,14.36,10,201,1532,0.00,0.00,74.90,0.00,0.00,4.21,0.39
443677,20.61,14.36,10,201,1584,0.00,0.00,74.90,0.00,0.00,4.21,0.39
443849,24.85,14.36,10,201,1566,0.00,0.00,74.90,0.00,0.00,4.35,0.39
444021,23.45,14.36,10,201,1484,0.00,0.00,74.90,0.00,0.00,4.35,0.00
444193,23.55,14.36,10,201,1462,0.00,0.00,74.90,0.00,0.00,4.35,0.00
444365,23.98,14.36,10,201,1442,0.00,0.00,74.90,0.00,0.00,4.21,0.00
444537,23.87,14.36,10,201,1470,0.00,0.00,74.90,0.00,0.00,4.21,0.00
444709,23.90,14.36,10,201,1439,0.00,0.00,74.90,0.00,0.00,4.06,0.00
444881,23.66,14.36,10,201,1400,0.00,0.00,74.90,0.00,0.00,4.06,0.00
445068,23.70,14.36,10,201,1382,0.00,0.00,74.90,2.06,0.00,4.06,0.00
445240,23.78,14.36,10,201,1370,0.00,0.00,74.90,2.34,0.00,4.06,0.00
445412,23.64,14.36,10,201,1360,0.00,0.00,74.90,2.03,0.00,3.92,0.00
445584,18.22,14.36,10,201,1360,0.00,0.00,74.90,2.32,0.00,3.77,0.00
445755,15.03,14.36,10,201,1343,0.00,0.00,74.90,2.29,0.00,3.77,0.00
445927,13.32,14.36,8,201,1329,0.00,0.00,74.90,1.98,0.00,3.63,0.00
446099,12.88,14.36,8,201,1328,0.00,0.00,74.90,1.98,0.00,3.63,0.00
446276,13.43,14.36,8,201,1317,0.00,0.00,74.90,2.25,0.00,3.63,0.00
446448,13.01,14.36,8,201,1322,0.00,0.00,74.90,1.97,0.00,3.63,0.00
446619,12.94,14.36,8,201,1311,0.00,0.00,74.90,2.24,0.00,3.63,0.00
446807,12.60,14.36,8,201,1286,0.00,0.00,74.90,1.92,0.00,3.63,0.00
446979,12.67,14.36,8,201,1297,0.00,0.00,74.90,2.21,0.00,3.63,0.00
447151,12.60,14.36,8,201,1276,0.00,0.00,74.90,1.91,0.00,3.77,0.00
447323,12.75,14.36,8,201,1260,0.00,0.00,74.90,1.88,0.00,3.77,0.00
447510,13.50,14.36,8,201,1260,0.00,0.00,74.90,1.88,0.00,3.77,0.00
447682,14.03,14.36,8,201,1240,0.00,0.00,74.90,1.59,0.00,3.77,0.00
447854,14.57,14.36,8,201,1224,0.00,0.00,74.90,2.09,0.00,3.92,0.00
448026,15.66,14.36,8,201,1233,0.00,0.00,74.90,1.84,0.00,3.77,0.00
448198,15.30,14.36,8,201,1189,0.00,0.00,74.90,2.03,0.00,3.92,0.00
448369,14.11,14.36,8,201,1196,0.00,0.00,74.90,1.81,0.00,3.92,0.00
448546,13.58,14.36,8,201,1168,0.00,0.00,74.90,1.74,0.00,4.06,0.00
448718,13.74,14.36,8,201,1148,0.00,0.00,74.90,1.71,0.00,4.06,0.00
448890,14.25,14.36,8,201,1098,0.00,0.00,74.90,1.68,0.00,4.21,0.00
449066,14.67,14.36,8,201,1087,0.00,0.00,74.90,1.86,0.00,4.21,0.00
449238,15.03,14.36,8,201,1094,0.00,0.00,74.90,1.63,0.00,4.21,0.00
449415,15.44,14.36,8,201,1074,0.00,0.00,74.90,1.62,0.00,4.35,0.00
449586,15.51,14.36,8,201,1056,0.00,0.00,74.90,1.58,0.00,4.35,0.00
449758,15.75,14.36,8,201,1046,0.00,0.00,74.90,1.78,0.00,4.35,0.00
449930,16.12,14.36,8,201,1061,0.00,0.00,74.90,1.81,0.00,4.35,0.00
450102,15.78,14.36,8,201,1055,0.00,0.00,74.90,1.58,0.00,4.50,0.00
450274,15.87,14.36,8,201,1044,0.00,0.00,74.90,1.78,0.00,4.50,0.00
450446,16.03,14.36,8,201,1070,0.00,0.00,74.90,2.51,0.00,4.79,1.96
450618,15.91,14.36,8,201,1122,0.00,0.00,74.90,2.63,0.00,5.51,2.35
450805,13.51,14.36,8,201,1200,0.00,0.00,74.90,2.56,0.00,5.95,2.75
450966,14.18,14.36,8,201,1147,0.00,0.00,74.90,2.69,0.00,6.24,2.75
451143,14.89,14.36,8,201,988,0.00,0.00,74.90,2.74,0.00,6.67,3.53
451319,14.87,14.36,8,201,863,0.00,0.00,74.90,3.31,0.00,7.98,4.71
451491,13.32,14.36,8,201,876,0.00,0.00,74.90,3.18,0.00,9.29,5.88
451663,12.62,14.36,8,201,944,0.00,0.00,74.90,3.22,0.00,10.45,6.67
451839,14.94,14.36,8,201,952,0.00,0.00,74.90,3.72,0.00,11.32,7.45
452010,16.70,14.36,8,201,979,0.00,0.00,74.90,3.97,0.00,11.61,7.84
452182,15.85,14.36,8,201,1013,0.00,0.00,74.90,4.32,0.00,11.90,8.24
452355,15.88,14.36,8,201,1058,0.00,0.00,74.90,4.49,0.00,12.04,8.63
452531,16.00,14.36,8,201,1085,0.00,0.00,74.90,4.86,0.00,11.90,9.41
452703,15.76,14.36,8,201,1131,0.00,0.00,74.90,4.82,0.00,12.04,9.80
452875,15.62,14.36,8,201,1197,0.00,0.00,74.90,5.36,0.00,12.19,10.98
453062,15.18,14.36,8,201,1239,0.00,0.00,74.90,6.08,0.00,12.62,12.55
453234,15.03,14.36,8,201,1276,0.00,0.00,74.90,5.99,0.00,12.77,12.94
453406,15.78,14.36,8,201,1391,0.00,0.00,74.90,6.23,0.00,12.77,12.94
453578,15.27,14.36,8,201,1428,0.00,0.00,74.90,6.70,0.00,12.77,12.94
453750,15.01,14.36,8,201,1490,0.00,0.00,74.90,6.36,0.00,12.62,12.94
453926,14.92,14.36,8,201,1572,0.00,0.00,74.90,7.04,0.00,12.62,12.94
454098,14.84,14.36,8,201,1624,0.00,0.00,74.90,7.27,0.00,12.33,12.16
454270,15.01,14.36,8,201,1681,0.00,0.00,74.90,7.17,0.00,11.75,11.76
454447,15.03,14.36,8,201,1693,0.00,0.00,74.90,7.59,0.00,11.75,11.76
454623,14.84,14.36,8,201,1759,0.00,0.00,74.90,7.88,0.00,11.46,11.76
454795,14.87,14.36,8,201,1839,0.00,0.00,74.90,7.85,0.00,11.17,11.37
454967,14.60,14.36,8,201,1822,0.00,0.00,74.90,7.77,0.00,11.03,11.37
455139,14.46,14.36,8,201,1877,0.00,0.00,74.90,7.61,0.00,10.88,11.37
455311,14.86,14.36,8,201,1947,0.00,0.00,74.90,8.19,0.00,10.74,11.37
455487,14.40,14.36,8,201,1959,0.00,0.00,74.90,7.94,0.00,10.59,11.37
455659,14.74,14.36,8,201,2019,0.00,0.00,74.90,7.75,0.00,10.45,11.37
455831,14.64,14.36,8,201,2066,0.00,0.00,74.90,7.47,0.00,10.16,10.20
456018,14.44,14.36,8,201,2093,0.00,0.00,74.90,7.14,0.00,9.72,9.41
456190,14.56,14.36,8,201,2124,0.00,0.00,74.90,6.80,0.00,8.85,7.84
456362,13.76,14.36,8,201,2150,0.00,0.00,74.90,6.00,0.00,7.69,7.06
456534,14.31,14.36,8,201,2190,0.00,0.00,74.90,5.61,0.00,7.11,5.49
456706,13.82,14.36,8,201,2182,0.00,0.00,74.90,4.19,0.00,5.66,3.92
456878,13.36,14.36,8,201,2178,0.00,0.00,74.90,3.73,0.00,4.79,2.75
457054,13.91,14.36,8,201,2180,0.00,0.00,74.90,3.26,0.00,4.35,2.35
457231,14.42,14.36,8,201,2166,0.00,0.00,74.90,3.70,0.00,4.06,1.96
457403,13.05,14.36,8,201,2165,0.00,0.00,74.90,3.23,0.00,3.92,1.57
457575,12.52,14.36,8,201,2151,0.00,0.00,74.90,3.21,0.00,3.77,1.57
457746,13.62,14.36,8,201,2155,0.00,0.00,74.90,3.22,0.00,3.63,1.18
457927,14.25,14.36,10,201,2136,0.00,0.00,74.90,0.00,0.00,3.63,0.78
458103,13.94,14.36,10,201,2104,0.00,0.00,74.90,0.00,0.00,3.63,0.78
458278,16.98,14.36,10,201,2091,0.00,0.00,74.90,0.00,0.00,3.77,0.39
458450,23.97,14.36,10,201,2060,0.00,0.00,74.90,0.00,0.00,3.92,0.39
458626,25.03,14.36,10,201,2028,0.00,0.00,74.90,0.00,0.00,3.92,0.39
458801,23.72,14.36,10,201,1991,0.00,0.00,74.90,0.00,0.00,3.92,0.00
458973,23.79,14.36,10,201,1993,0.00,0.00,74.90,0.00,0.00,3.77,0.00
459145,23.97,14.36,10,201,1966,0.00,0.00,74.90,0.00,0.00,3.77,0.00
459317,24.05,14.36,10,201,1926,0.00,0.00,74.90,0.00,0.00,3.77,0.00
459489,23.79,14.36,10,201,1896,0.00,0.00,74.90,0.00,0.00,3.77,0.00
459665,23.77,14.36,10,201,1876,0.00,0.00,74.90,0.00,0.00,3.77,0.00
459837,23.90,14.36,10,201,1847,0.00,0.00,74.90,0.00,0.00,3.63,0.00
460009,23.87,14.36,10,201,1826,0.00,0.00,74.90,0.00,0.00,3.63,0.00
460181,23.88,14.36,10,201,1794,0.00,0.00,74.90,0.00,0.00,3.63,0.00
460353,23.90,14.36,10,201,1758,0.00,0.00,74.90,0.00,0.00,3.63,0.00
460529,23.90,14.36,10,201,1737,0.00,0.00,74.90,0.00,0.00,3.63,0.00
460705,23.59,14.36,10,201,1715,0.00,0.00,74.90,0.00,0.00,3.77,0.00
460882,23.60,14.36,10,201,1676,0.00,0.00,74.90,0.00,0.00,3.77,0.00
461054,23.96,14.36,10,201,1650,0.00,0.00,74.90,0.00,0.00,3.77,0.00
461225,24.07,14.36,10,201,1624,0.00,0.00,74.90,0.00,0.00,3.92,0.00
461397,23.70,14.36,10,201,1604,0.00,0.00,74.90,0.00,0.00,4.06,0.00
461569,23.72,14.36,10,201,1574,0.00,0.00,74.90,0.00,0.00,4.06,0.00
461757,24.05,14.36,10,201,1548,0.00,0.00,74.90,0.00,0.00,4.21,0.00
461928,23.65,14.36,10,201,1521,0.00,0.00,74.90,0.00,0.00,4.21,0.00
462116,24.08,14.36,10,201,1506,0.00,0.00,74.90,0.00,0.00,4.35,0.00
462272,23.82,14.36,10,201,1481,0.00,0.00,74.90,0.00,0.00,4.21,0.00
462444,23.93,14.36,10,201,1463,0.00,0.00,74.90,0.00,0.00,4.06,0.00
462619,23.77,14.36,10,201,1436,0.00,0.00,74.90,0.00,0.00,4.06,0.00
462793,23.86,14.36,10,201,1402,0.00,0.00,74.90,0.00,0.00,4.06,0.00
462965,23.77,14.36,10,201,1385,0.00,0.00,74.90,2.07,0.00,4.06,0.00
463137,24.11,14.36,10,201,1410,0.00,0.00,74.90,2.41,0.00,3.77,0.00
463314,23.14,14.36,10,201,1338,0.00,0.00,74.90,2.28,0.00,3.63,0.00
463485,15.78,14.36,10,201,1350,0.00,0.00,74.90,2.30,0.00,3.63,0.00
463657,12.77,14.36,8,201,1354,0.00,0.00,74.90,2.02,0.00,3.63,0.00
463829,12.03,14.36,8,199,1323,0.00,0.00,74.90,1.98,0.00,3.63,0.00
464001,12.25,14.36,8,199,1326,0.00,0.00,74.90,1.98,0.00,3.63,0.00
464188,13.49,14.36,8,199,1290,0.00,0.00,74.90,1.93,0.00,3.63,0.00
464360,14.27,14.36,8,199,1257,0.00,0.00,74.90,1.89,0.00,3.77,0.00
464537,14.25,14.36,8,201,1227,0.00,0.00,74.90,1.83,0.00,3.77,0.00
464709,13.70,14.36,8,201,1193,0.00,0.00,74.90,2.04,0.00,3.77,0.00
464870,13.76,14.36,8,199,1174,0.00,0.00,74.90,1.76,0.00,4.06,0.00
465046,13.84,14.36,8,199,1148,0.00,0.00,74.90,1.96,0.00,4.06,0.00
465218,13.76,14.36,8,201,1141,0.00,0.00,74.90,1.70,0.00,4.21,0.00
465405,14.14,14.36,8,199,1119,0.00,0.00,74.90,1.92,0.00,4.21,0.00
465577,14.43,14.36,8,199,1119,0.00,0.00,74.90,1.91,0.00,4.21,0.00
465754,14.74,14.36,8,199,1124,0.00,0.00,74.90,1.92,0.00,4.35,0.00
465926,14.82,14.36,8,199,1132,0.00,0.00,74.90,1.93,0.00,4.35,0.00
466098,15.05,14.36,8,199,1128,0.00,0.00,74.90,1.92,0.00,4.35,0.39
466270,15.27,14.36,8,199,1112,0.00,0.00,74.90,2.14,0.00,4.64,0.78
466441,15.06,14.36,8,199,1094,0.00,0.00,74.90,2.57,0.00,4.93,2.35
466613,14.08,14.36,8,199,1110,0.00,0.00,74.90,2.60,0.00,5.66,2.75
466795,12.79,14.36,8,199,1015,0.00,0.00,74.90,2.82,0.00,6.38,2.75
466958,13.79,14.36,8,199,963,0.00,0.00,74.90,2.46,0.00,6.82,3.92
467146,14.55,14.36,8,199,872,0.00,0.00,74.90,3.16,0.00,8.13,4.71
467317,13.93,14.36,8,199,902,0.00,0.00,74.90,3.47,0.00,9.72,5.88
467489,14.01,14.36,8,199,961,0.00,0.00,74.90,3.49,0.00,10.45,7.06
467661,14.84,14.36,8,199,1017,0.00,0.00,74.90,3.91,0.00,11.17,7.45
467833,16.02,14.36,8,199,1020,0.00,0.00,74.90,3.92,0.00,11.61,8.24
468005,16.02,14.36,8,199,1038,0.00,0.00,74.90,4.43,0.00,11.75,8.63
468177,15.72,14.36,8,199,1093,0.00,0.00,74.90,4.43,0.00,11.90,8.63
468349,15.90,14.36,8,199,1122,0.00,0.00,74.90,4.55,0.00,11.90,9.41
468521,15.93,14.36,8,199,1162,0.00,0.00,74.90,4.96,0.00,12.04,10.20
468708,15.31,14.36,8,199,1226,0.00,0.00,74.90,5.23,0.00,12.19,10.98
468880,15.51,14.36,8,199,1270,0.00,0.00,74.90,5.43,0.00,12.48,12.16
469052,15.14,14.36,8,199,1336,0.00,0.00,74.90,6.27,0.00,12.62,12.55
469224,14.95,14.36,8,199,1389,0.00,0.00,74.90,6.52,0.00,12.62,12.94
469396,15.11,14.36,8,199,1432,0.00,0.00,74.90,6.40,0.00,12.62,12.94
469567,15.00,14.36,8,199,1510,0.00,0.00,74.90,6.76,0.00,12.62,12.94
469744,15.06,14.36,8,199,1562,0.00,0.00,74.90,7.00,0.00,12.19,10.20
469916,14.58,14.36,8,199,1615,0.00,0.00,74.90,6.51,0.00,11.17,9.41
470088,14.79,14.36,8,199,1653,0.00,0.00,74.90,6.35,0.00,10.45,7.84
470259,14.63,14.36,8,199,1696,0.00,0.00,74.90,5.79,0.00,9.29,7.45
470431,14.56,14.36,8,199,1696,0.00,0.00,74.90,5.43,0.00,8.56,6.67
470607,14.30,14.36,8,199,1740,0.00,0.00,74.90,4.82,0.00,7.69,5.49
470779,13.99,14.36,8,199,1772,0.00,0.00,74.90,4.54,0.00,6.67,5.10
470953,14.16,14.36,8,199,1784,0.00,0.00,74.90,4.19,0.00,6.24,4.71
471140,14.77,14.36,8,199,1796,0.00,0.00,74.90,3.83,0.00,5.95,4.71
471299,14.95,14.36,8,199,1802,0.00,0.00,74.90,3.84,0.00,5.66,3.14
471476,14.21,14.36,8,199,1810,0.00,0.00,74.90,3.48,0.00,5.08,2.75
471648,13.49,14.36,8,199,1808,0.00,0.00,74.90,3.09,0.00,4.64,2.75
471824,14.67,14.36,8,199,1811,0.00,0.00,74.90,3.09,0.00,4.50,2.75
471996,14.79,14.36,8,199,1812,0.00,0.00,74.90,3.48,0.00,4.35,2.75
472172,14.34,14.36,8,199,1812,0.00,0.00,74.90,3.09,0.00,4.35,2.75
472344,14.39,14.36,8,199,1815,0.00,0.00,74.90,3.10,0.00,4.35,2.75
472531,14.52,14.36,8,199,1805,0.00,0.00,74.90,3.08,0.00,4.35,2.75
472703,14.58,14.36,8,199,1810,0.00,0.00,74.90,3.09,0.00,4.35,2.75
472875,14.37,14.36,8,199,1815,0.00,0.00,74.90,3.10,0.00,4.35,2.75
473047,14.46,14.36,8,199,1818,0.00,0.00,74.90,3.10,0.00,4.35,2.75
473219,14.08,14.36,8,199,1815,0.00,0.00,74.90,2.71,0.00,4.35,2.75
473391,14.51,14.36,8,199,1828,0.00,0.00,74.90,3.11,0.00,4.35,2.75
473565,14.93,14.36,8,199,1805,0.00,0.00,74.90,3.47,0.00,4.35,2.75
473746,14.70,14.36,8,199,1813,0.00,0.00,74.90,3.09,0.00,4.35,2.75
473918,14.16,14.36,8,199,1817,0.00,0.00,74.90,3.10,0.00,4.35,2.75
474090,14.67,14.36,8,199,1806,0.00,0.00,74.90,3.08,0.00,4.21,1.57
474261,14.87,14.36,8,199,1800,0.00,0.00,74.90,2.69,0.00,3.92,1.57
474434,15.11,14.36,8,199,1760,0.00,0.00,74.90,2.63,0.00,3.92,0.78
474611,16.16,14.36,10,199,1781,0.00,0.00,74.90,0.00,0.00,3.77,0.00
474782,15.85,14.36,10,199,1744,0.00,0.00,74.90,0.00,0.00,3.48,0.00
474954,22.49,14.36,10,199,1765,0.00,0.00,74.90,0.00,0.00,3.48,0.00
475126,24.54,14.36,10,199,1734,0.00,0.00,74.90,0.00,0.00,3.63,0.00
475303,23.89,14.36,10,199,1696,0.00,0.00,74.90,0.00,0.00,3.63,0.00
475475,23.88,14.36,10,199,1680,0.00,0.00,74.90,0.00,0.00,3.63,0.00
475648,23.58,14.36,10,199,1643,0.00,0.00,74.90,0.00,0.00,3.77,0.00
475820,23.79,14.36,10,199,1622,0.00,0.00,74.90,0.00,0.00,3.77,0.00
475992,24.02,14.36,10,199,1605,0.00,0.00,74.90,0.00,0.00,3.77,0.00
476163,23.70,14.36,10,199,1582,0.00,0.00,74.90,0.00,0.00,3.92,0.00
476351,23.87,14.36,10,199,1563,0.00,0.00,74.90,0.00,0.00,4.06,0.00
476523,23.71,14.36,10,199,1545,0.00,0.00,74.90,0.00,0.00,4.06,0.00
476695,23.80,14.36,10,199,1521,0.00,0.00,74.90,0.00,0.00,4.06,0.00
476866,23.44,14.36,10,199,1494,0.00,0.00,74.90,0.00,0.00,4.21,0.00
477038,23.84,14.36,10,199,1469,0.00,0.00,74.90,0.00,0.00,4.06,0.00
477210,23.84,14.36,10,199,1460,0.00,0.00,74.90,0.00,0.00,3.92,0.00
477382,24.05,14.36,10,199,1433,0.00,0.00,74.90,0.00,0.00,3.92,0.00
477554,24.10,14.36,10,199,1414,0.00,0.00,74.90,0.00,0.00,4.06,0.00
477741,23.79,14.36,10,199,1376,0.00,0.00,74.90,2.64,0.00,4.21,2.75
477913,23.84,14.36,10,199,1449,0.00,0.00,74.90,3.09,0.00,4.79,3.14
478085,18.44,14.36,10,199,1377,0.00,0.00,74.90,3.23,0.00,5.51,3.92
478257,13.26,14.36,8,199,1349,0.00,0.00,74.90,3.74,0.00,6.09,3.92
478429,13.24,14.36,8,199,1470,0.00,0.00,74.90,3.45,0.00,6.24,4.31
478601,14.37,14.36,8,199,1486,0.00,0.00,74.90,3.49,0.00,6.38,4.31
478773,14.90,14.36,8,199,1497,0.00,0.00,74.90,3.51,0.00,6.53,3.92
478944,15.03,14.36,8,199,1438,0.00,0.00,74.90,3.07,0.00,5.95,0.39
479116,14.70,14.36,8,199,1442,0.00,0.00,74.90,2.46,0.00,4.64,0.00
479305,14.07,14.36,8,199,1439,0.00,0.00,74.90,2.15,0.00,3.92,0.00
479477,14.32,14.36,8,199,1455,0.00,0.00,74.90,2.17,0.00,3.77,0.00
479649,14.39,14.36,8,199,1433,0.00,0.00,74.90,2.45,0.00,3.48,0.00
479820,13.39,14.36,8,199,1410,0.00,0.00,74.90,2.41,0.00,3.48,0.00
479992,12.00,14.36,8,199,1417,0.00,0.00,74.90,2.42,0.00,3.48,0.00
