Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),A/F Correction #1 (%),A/F Learning #1 (%),CL/OL Fueling* (status),Intake Air Temperature (F)
256614,0.00,0.00,16,12.25,1.82,0.78,-3.91,8,120
256646,0.00,0.00,16,12.25,1.82,0.78,-3.91,8,120
256689,0.00,0.00,16,12.25,1.82,0.78,-3.91,8,120
256730,0.00,0.00,16,12.25,1.84,0.78,-3.91,8,120
256770,0.00,0.00,16,12.26,1.84,0.78,-3.91,8,120
256800,0.00,0.00,16,12.26,1.84,0.78,-3.91,8,120
256842,0.00,0.00,16,12.26,1.82,0.78,-3.91,8,120
256879,0.00,0.00,16,12.26,1.82,0.78,-3.91,8,120
256920,0.00,0.00,16,12.63,1.84,0.78,-3.91,8,120
256960,0.00,0.00,16,12.58,1.84,0.78,-3.91,8,120
256996,0.00,0.00,16,12.58,1.84,1.56,-3.91,8,120
257036,0.00,0.00,16,12.90,1.86,1.56,-3.91,8,120
257076,0.00,0.00,16,12.90,1.86,0.78,-3.91,8,120
257113,0.00,0.00,16,14.53,1.94,1.56,-4.69,8,120
257155,0.00,0.00,16,16.44,2.00,1.56,-4.69,8,120
257191,0.00,0.00,16,16.44,2.00,1.56,-4.69,8,120
257233,0.00,0.00,16,17.03,2.02,1.56,-4.69,8,120
257265,0.00,0.00,16,17.03,2.02,0.78,-4.69,8,120
257305,0.00,0.00,16,16.58,2.00,-2.34,-4.69,8,120
257349,0.00,0.00,16,16.89,2.00,-3.12,-4.69,8,120
257387,0.00,0.00,16,16.89,2.00,-3.91,-4.69,8,120
257427,0.00,0.00,16,17.33,2.02,-3.12,-4.69,8,120
257467,0.00,0.00,16,17.33,2.02,-1.56,-4.69,8,120
257499,0.00,0.00,16,17.41,2.02,-0.78,-4.69,8,120
257539,0.00,0.00,16,17.41,2.02,-0.78,-4.69,8,120
257579,0.00,0.00,16,18.41,2.06,0.00,-4.69,8,120
257619,0.00,0.00,16,19.90,2.10,0.00,-4.69,8,120
257659,0.00,0.00,16,19.90,2.10,0.78,-4.69,8,120
257691,0.00,0.00,16,22.23,2.18,1.56,-4.69,8,120
257736,0.00,0.00,16,22.23,2.18,2.34,-4.69,8,120
257768,0.00,0.00,16,23.55,2.22,3.12,-4.69,8,120
257808,0.00,0.00,16,26.62,2.30,3.12,-4.69,8,120
257848,0.00,0.00,16,26.62,2.30,2.34,-4.69,8,120
257887,0.00,0.00,16,30.14,2.36,2.34,-5.47,8,120
257927,0.00,0.00,16,30.14,2.36,2.34,-5.47,8,120
257967,0.00,0.00,16,31.48,2.40,2.34,-5.47,8,120
258003,0.00,0.00,16,32.84,2.42,2.34,-5.47,8,120
258043,0.00,0.00,16,32.84,2.42,2.34,-5.47,8,120
258083,0.00,0.00,16,35.41,2.48,3.12,-5.47,8,120
258118,0.00,0.00,16,35.41,2.48,3.91,-5.47,8,120
258162,0.00,0.00,16,38.24,2.52,5.47,-5.47,8,120
258202,0.00,0.00,16,39.99,2.56,6.25,-5.47,8,120
258234,0.00,0.00,16,39.99,2.56,5.47,-5.47,8,120
258278,0.00,0.00,16,41.09,2.58,5.47,-5.47,8,120
258318,0.00,0.00,16,41.09,2.58,0.00,-5.47,8,120
258352,0.00,0.00,16,42.47,2.60,0.00,-5.47,10,120
258392,0.00,0.00,16,42.47,2.60,0.00,-5.47,10,120
258432,0.00,0.00,16,43.85,2.64,0.00,-5.47,10,120
258472,0.00,0.00,16,45.40,2.66,0.00,-5.47,10,120
258512,0.00,0.00,16,45.40,2.66,0.00,-5.47,10,120
258552,0.00,0.00,16,46.62,2.66,0.00,-4.69,10,120
258584,0.00,0.00,16,46.62,2.66,0.00,-4.69,10,120
258624,0.00,0.00,16,47.69,2.68,0.00,-4.69,10,120
258664,0.00,0.00,16,49.36,2.72,0.00,-4.69,10,120
258706,0.00,0.00,16,49.36,2.72,0.00,-4.69,10,120
258739,0.00,0.00,16,50.26,2.72,0.00,-4.69,10,120
258779,0.00,0.00,16,50.26,2.72,0.00,-4.69,10,120
258818,0.00,0.00,16,51.48,2.74,0.00,-3.91,10,120
258859,0.00,0.00,16,52.57,2.76,0.00,-3.91,10,120
258892,0.00,0.00,16,52.57,2.76,0.00,-3.91,10,120
258932,0.00,0.00,16,51.03,2.74,0.00,-3.91,10,120
258972,0.00,0.00,16,51.03,2.74,0.00,-3.91,10,120
259011,0.00,0.00,16,49.36,2.70,0.00,-3.91,10,120
259051,0.00,0.00,16,45.86,2.66,0.00,-3.91,10,120
259091,0.00,0.00,16,45.86,2.66,0.00,-3.91,10,120
259131,0.00,0.00,16,44.68,2.64,0.00,-3.91,10,120
259163,0.00,0.00,16,44.68,2.64,0.00,-3.91,10,120
259203,0.00,0.00,16,42.75,2.60,0.00,-3.91,10,120
259249,0.00,0.00,16,40.68,2.56,0.00,-5.47,10,120
259285,0.00,0.00,16,40.68,2.56,0.00,-5.47,10,120
259327,0.00,0.00,16,35.04,2.44,-1.56,-5.47,8,120
259361,0.00,0.00,16,35.04,2.44,-1.56,-5.47,8,120
259404,0.00,0.00,16,28.92,2.32,-2.34,-5.47,8,120
259441,0.00,0.00,16,28.92,2.32,-3.91,-5.47,8,120
259481,0.00,0.00,16,26.94,2.26,-5.47,-5.47,8,120
259513,0.00,0.00,16,22.77,2.18,-5.47,-4.69,8,120
259553,0.00,0.00,16,22.77,2.18,-5.47,-4.69,8,120
259593,0.00,0.00,16,18.02,2.04,-5.47,-4.69,8,120
259636,0.00,0.00,16,18.02,2.04,-5.47,-4.69,8,120
259676,0.00,0.00,16,16.66,1.98,-6.25,-4.69,8,120
259716,0.00,0.00,16,14.85,1.92,-7.81,-4.69,8,120
259748,0.00,0.00,16,14.85,1.92,-8.59,-4.69,8,120
259789,0.00,0.00,16,14.27,1.90,-8.59,-4.69,8,120
259827,0.00,0.00,16,14.27,1.90,-10.16,-4.69,8,120
259869,0.00,0.00,16,14.27,1.90,-10.94,-3.91,8,120
259903,0.00,0.00,16,14.34,1.90,-11.72,-3.91,8,120
259946,0.00,0.00,16,14.34,1.90,-12.50,-3.91,8,118
259978,0.00,0.00,16,13.95,1.90,0.00,-3.91,10,118
260022,0.00,0.00,16,13.95,1.90,0.00,-3.91,10,118
260061,0.00,0.00,16,13.51,1.88,0.00,-3.91,10,118
260101,0.00,0.00,16,13.01,1.86,0.00,-3.91,10,118
260135,0.00,0.00,16,13.01,1.86,0.00,-3.91,10,118
260172,0.00,0.00,16,13.13,1.86,0.00,-3.91,10,118
260212,0.00,0.00,16,13.13,1.86,0.00,-3.91,10,118
260258,0.00,0.00,16,12.79,1.86,0.00,-3.91,10,118
260290,0.00,0.00,16,12.79,1.86,0.00,-3.91,10,118
260330,0.00,0.00,16,12.63,1.84,0.00,-3.91,10,118
260368,0.00,0.00,16,12.25,1.82,0.00,-3.91,10,118
260406,0.00,0.00,16,12.25,1.82,0.00,-3.91,10,118
260446,0.00,0.00,16,12.26,1.82,0.00,-3.91,10,118
260486,0.00,0.00,16,12.26,1.82,0.00,-3.91,10,118
260526,0.00,0.00,16,12.10,1.82,0.00,-3.91,10,118
260566,0.00,0.00,16,11.82,1.80,0.00,-3.91,10,118
260601,0.00,0.00,16,11.82,1.80,0.00,-3.91,10,118
260641,0.00,0.00,16,11.82,1.80,0.00,-3.91,10,118
260681,0.00,0.00,16,11.82,1.80,0.00,-3.91,10,118
260720,0.00,0.00,16,11.66,1.80,0.00,-3.91,10,118
260752,0.00,0.00,16,11.50,1.80,0.00,-3.91,10,118
260794,0.00,0.00,16,11.50,1.80,0.00,-3.91,10,118
260834,0.00,0.00,16,12.31,1.86,0.00,-3.91,10,118
260871,0.00,0.00,16,12.31,1.86,0.00,-3.91,10,118
260911,0.00,0.00,16,14.02,1.90,0.00,-3.91,10,118
260951,0.00,0.00,16,14.79,1.92,0.00,-3.91,10,118
260991,0.00,0.00,16,14.79,1.92,0.00,-3.91,10,118
261031,0.00,0.00,16,14.85,1.94,0.00,-3.91,10,118
261071,0.00,0.00,16,14.85,1.94,0.00,-3.91,10,118
261107,0.00,0.00,16,16.67,2.00,0.00,-3.91,10,118
261147,0.00,0.00,16,17.26,2.02,0.00,-4.69,10,118
261187,0.00,0.00,16,17.26,2.02,0.00,-4.69,10,118
261223,0.00,0.00,16,18.33,2.06,-3.91,-4.69,8,118
261259,0.00,0.00,16,18.33,2.06,-4.69,-4.69,8,118
261299,0.00,0.00,16,18.33,2.06,-6.25,-4.69,8,118
261339,0.00,0.00,16,18.33,2.06,-6.25,-4.69,8,118
261375,0.00,0.00,16,18.79,2.06,-5.47,-4.69,8,118
261415,0.00,0.00,16,18.57,2.06,-5.47,-4.69,8,118
261455,0.00,0.00,16,18.57,2.06,-4.69,-4.69,8,118
261495,0.00,0.00,16,15.92,1.90,-3.91,-4.69,8,118
261531,0.00,0.00,16,15.92,1.90,-3.91,-4.69,10,118
261571,0.00,0.00,16,9.04,1.66,0.00,-4.69,10,118
261613,0.00,0.00,16,8.60,1.64,0.00,-3.91,10,118
261649,0.00,0.00,16,8.60,1.64,0.00,-3.91,10,118
261691,0.00,0.00,16,9.35,1.68,0.00,-3.91,10,118
261723,0.00,0.00,16,9.35,1.68,0.00,-3.91,10,118
261765,0.00,0.00,16,10.03,1.72,0.00,-3.91,10,118
261805,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,118
261841,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,118
261881,0.00,0.00,16,10.33,1.74,0.00,-3.91,10,118
261921,0.00,0.00,16,10.33,1.74,0.00,-3.91,10,118
261959,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,118
261994,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,118
262033,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,118
262076,0.00,0.00,16,11.93,1.82,0.00,-3.91,10,118
262116,0.00,0.00,16,11.93,1.82,0.00,-3.91,10,118
262154,0.00,0.00,16,13.39,1.88,0.00,-3.91,10,118
262194,0.00,0.00,16,13.39,1.88,0.00,-3.91,10,118
262227,0.00,0.00,16,10.23,1.72,0.00,-3.91,10,118
262271,0.00,0.00,16,9.61,1.70,0.00,-3.91,10,118
262311,0.00,0.00,16,9.61,1.70,0.00,-3.91,10,118
262343,0.00,0.00,16,9.93,1.72,0.00,-3.91,10,118
262383,0.00,0.00,16,9.93,1.72,0.00,-3.91,10,118
262423,0.00,0.00,16,10.07,1.72,0.00,-3.91,10,118
262465,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,118
262497,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,118
262537,0.00,0.00,16,10.27,1.74,0.00,-3.91,10,118
262575,0.00,0.00,16,10.27,1.74,0.00,-3.91,10,118
262619,0.00,0.00,16,10.47,1.74,0.00,-3.91,10,118
262659,0.00,0.00,16,10.64,1.74,0.00,-3.91,10,118
262692,0.00,0.00,16,10.64,1.74,0.00,-3.91,10,118
262732,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,118
262768,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,118
262812,0.00,0.00,16,10.33,1.72,0.00,-3.91,10,118
262850,0.00,0.00,16,10.48,1.74,0.00,-3.91,10,118
262887,0.00,0.00,16,10.48,1.74,0.00,-3.91,10,118
262927,0.00,0.00,16,10.28,1.72,0.00,-3.91,10,118
262966,0.00,0.00,16,10.28,1.72,0.00,-3.91,10,118
263009,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,118
263047,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,118
263083,0.00,0.00,16,10.23,1.72,0.00,-3.91,10,118
263123,0.00,0.00,16,10.49,1.74,0.00,-3.91,10,118
263159,0.00,0.00,16,10.49,1.74,0.00,-3.91,10,118
263195,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,118
263235,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,118
263277,0.00,0.00,16,10.13,1.72,0.00,-3.91,10,118
263314,0.00,0.00,16,10.23,1.74,0.00,-3.91,10,118
263354,0.00,0.00,16,10.23,1.74,0.00,-3.91,10,118
263393,0.00,0.00,16,10.33,1.74,0.00,-3.91,10,118
263430,0.00,0.00,16,10.33,1.74,0.00,-3.91,10,118
263474,0.00,0.00,16,10.38,1.74,0.00,-3.91,10,118
263509,0.00,0.00,16,10.08,1.72,0.00,-3.91,10,118
263548,0.00,0.00,16,10.08,1.72,0.00,-3.91,10,118
263588,0.00,0.00,16,10.23,1.72,0.00,-3.91,10,118
263621,0.00,0.00,16,10.23,1.72,0.00,-3.91,10,118
263661,0.00,0.00,16,10.28,1.72,0.00,-3.91,10,118
263701,0.00,0.00,16,10.08,1.72,0.00,-3.91,10,118
263741,0.00,0.00,16,10.08,1.72,0.00,-3.91,10,118
263780,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,118
263820,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,118
263860,0.00,0.00,16,9.97,1.72,0.00,-3.91,10,118
263899,0.00,0.00,16,9.84,1.70,0.00,-3.91,10,118
263935,0.00,0.00,16,9.84,1.70,0.00,-3.91,10,118
263975,0.00,0.00,16,9.84,1.72,0.00,-3.91,10,118
264013,0.00,0.00,16,9.84,1.72,0.00,-3.91,10,117
264051,0.00,0.00,16,9.79,1.70,0.00,-3.91,10,117
264091,0.00,0.00,16,9.79,1.70,0.00,-3.91,10,117
264125,0.00,0.00,16,9.70,1.70,0.00,-3.91,10,117
264166,0.00,0.00,16,9.79,1.70,0.00,-3.91,10,117
264206,0.00,0.00,16,9.79,1.70,0.00,-3.91,10,117
264246,0.00,0.00,16,9.70,1.70,0.00,-3.91,10,117
264279,0.00,0.00,16,9.70,1.70,0.00,-3.91,10,117
264322,0.00,0.00,16,9.70,1.70,0.00,-3.91,10,117
264362,0.00,0.00,16,9.79,1.70,0.00,-3.91,10,117
264395,0.00,0.00,16,9.79,1.70,0.00,-3.91,10,117
264435,0.00,0.00,16,9.53,1.70,0.00,-3.91,10,117
264476,0.00,0.00,16,9.53,1.70,0.00,-3.91,10,117
264517,0.00,0.00,16,9.48,1.68,0.00,-3.91,10,117
264551,0.00,0.00,16,9.35,1.68,0.00,-3.91,10,117
264591,0.00,0.00,16,9.35,1.68,0.00,-3.91,10,117
264631,0.00,0.00,16,9.31,1.68,0.00,-3.91,10,117
264671,0.00,0.00,16,9.31,1.68,0.00,-3.91,10,117
264712,0.00,0.00,16,9.48,1.68,0.00,-3.91,10,117
264752,0.00,0.00,16,9.48,1.68,0.00,-3.91,10,117
264785,0.00,0.00,16,9.35,1.68,0.00,-3.91,10,117
264825,0.00,0.00,16,9.17,1.66,0.00,-3.91,10,117
264867,0.00,0.00,16,9.17,1.66,0.00,-3.91,10,117
264899,0.00,0.00,16,9.17,1.68,0.00,-3.91,10,117
264939,0.00,0.00,16,9.17,1.68,0.00,-3.91,10,117
264983,0.00,0.00,16,9.00,1.66,0.00,-3.91,10,117
265020,0.00,0.00,16,9.04,1.66,0.00,-3.91,10,117
265059,0.00,0.00,16,9.04,1.66,0.00,-3.91,10,117
265099,0.00,0.00,16,9.09,1.66,0.00,-3.91,10,117
265133,0.00,0.00,16,9.09,1.66,0.00,-3.91,10,117
265177,0.00,0.00,16,8.99,1.66,0.00,-3.91,10,117
265209,0.00,0.00,16,8.91,1.66,0.00,-3.91,10,117
265253,0.00,0.00,16,8.91,1.66,0.00,-3.91,10,117
265293,0.00,0.00,16,8.87,1.64,0.00,-3.91,10,117
265333,0.00,0.00,16,8.87,1.64,0.00,-3.91,10,117
265365,0.00,0.00,16,8.74,1.66,0.00,-3.91,10,117
265404,0.00,0.00,16,8.64,1.64,0.00,-3.91,10,117
265444,0.00,0.00,16,8.64,1.64,0.00,-3.91,10,117
265486,0.00,0.00,16,8.65,1.64,0.00,-3.91,10,117
265522,0.00,0.00,16,8.65,1.64,0.00,-3.91,10,117
265562,0.00,0.00,16,8.56,1.64,0.00,-3.91,10,117
265602,0.00,0.00,16,8.44,1.62,0.00,-3.91,10,117
265636,0.00,0.00,16,8.44,1.62,0.00,-3.91,10,117
265676,0.00,0.00,16,8.22,1.62,0.00,-3.91,10,117
265716,0.00,0.00,16,8.22,1.62,0.00,-3.91,10,117
265756,0.00,0.00,16,8.18,1.62,0.00,-3.91,10,117
265792,0.00,0.00,16,8.18,1.62,0.00,-3.91,10,117
265836,0.00,0.00,16,8.14,1.60,0.00,-3.91,10,117
265868,0.00,0.00,16,7.74,1.58,0.00,-3.91,10,117
265908,0.00,0.00,16,7.74,1.58,0.00,-3.91,10,117
265948,0.00,0.00,16,7.74,1.58,0.00,-3.91,10,117
265988,0.00,0.00,16,7.74,1.58,0.00,-3.91,10,117
266028,0.00,0.00,16,7.33,1.56,0.00,-3.91,10,117
266068,0.00,0.00,16,7.24,1.56,0.00,-3.91,10,117
266104,0.00,0.00,16,7.24,1.56,0.00,-3.91,10,117
266144,0.00,0.00,16,7.10,1.56,0.00,-3.91,10,117
266184,0.00,0.00,16,7.10,1.56,0.00,-3.91,10,117
266224,0.00,0.00,16,7.03,1.54,0.00,-3.91,10,117
266256,0.00,0.00,16,6.77,1.52,0.00,-3.91,10,117
266298,0.00,0.00,16,6.77,1.52,0.00,-3.91,10,117
266339,0.00,0.00,16,6.62,1.52,0.00,-3.91,10,117
266375,0.00,0.00,16,6.62,1.52,0.00,-3.91,10,117
266415,0.00,0.00,16,6.44,1.50,0.00,-3.91,10,117
266455,0.00,0.00,16,6.18,1.48,0.00,-3.91,10,117
266487,0.00,0.00,16,6.18,1.48,0.00,-3.91,10,117
266527,0.00,0.00,16,6.07,1.48,0.00,-3.91,10,117
266567,0.00,0.00,16,6.07,1.48,0.00,-3.91,10,117
266607,0.00,0.00,16,6.00,1.46,0.00,-3.91,10,117
266647,0.00,0.00,16,6.00,1.46,0.00,-3.91,10,117
266687,0.00,0.00,16,5.81,1.46,0.00,-3.91,10,117
266719,0.00,0.00,16,5.68,1.44,0.00,-3.91,10,117
266759,0.00,0.00,16,5.68,1.44,0.00,-3.91,10,117
266799,0.00,0.00,16,5.62,1.44,0.00,-3.91,10,117
266839,0.00,0.00,16,5.62,1.44,0.00,-3.91,10,117
266875,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,117
266915,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,117
266955,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,117
266991,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,117
267031,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,117
267073,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,117
267113,0.00,0.00,16,5.36,1.42,0.00,-3.91,10,117
267149,0.00,0.00,16,5.36,1.42,0.00,-3.91,10,117
267188,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,117
267228,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,117
267268,0.00,0.00,16,5.33,1.42,0.00,-3.91,10,117
267301,0.00,0.00,16,5.36,1.42,0.00,-3.91,10,117
267340,0.00,0.00,16,5.36,1.42,0.00,-3.91,10,117
267377,0.00,0.00,16,5.40,1.42,0.00,-3.91,10,117
267417,0.00,0.00,16,5.40,1.42,0.00,-3.91,10,117
267457,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,117
267497,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,117
267533,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,117
267573,0.00,0.00,16,5.65,1.44,0.00,-3.91,10,117
267613,0.00,0.00,16,5.65,1.44,0.00,-3.91,10,117
267653,0.00,0.00,16,5.46,1.44,0.00,-3.91,10,117
267693,0.00,0.00,16,5.46,1.44,0.00,-3.91,10,117
267743,0.00,0.00,16,5.40,1.44,0.00,-3.91,10,117
267769,0.00,0.00,16,5.40,1.42,0.00,-3.91,10,117
267809,0.00,0.00,16,5.40,1.42,0.00,-3.91,10,117
267841,0.00,0.00,16,5.27,1.40,0.00,-3.91,10,117
267881,0.00,0.00,16,5.27,1.40,0.00,-3.91,10,117
267921,0.00,0.00,16,4.91,1.40,0.00,-3.91,10,117
267962,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,117
268002,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,117
268042,0.00,0.00,16,4.69,1.38,0.00,-3.91,10,117
268078,0.00,0.00,16,4.69,1.38,0.00,-3.91,10,117
268118,0.00,0.00,16,4.64,1.36,0.00,-3.91,10,117
268158,0.00,0.00,16,4.57,1.38,0.00,-3.91,10,117
268190,0.00,0.00,16,4.57,1.38,0.00,-3.91,10,117
268230,0.00,0.00,16,4.55,1.36,0.00,-3.91,10,117
268272,0.00,0.00,16,4.55,1.36,0.00,-3.91,10,117
268312,0.00,0.00,16,4.51,1.36,0.00,-3.91,10,117
268344,0.00,0.00,16,4.51,1.36,0.00,-3.91,10,117
268388,0.00,0.00,16,4.55,1.38,0.00,-3.91,10,117
268423,0.00,0.00,16,4.55,1.36,0.00,-3.91,10,117
268463,0.00,0.00,16,4.55,1.36,0.00,-3.91,10,117
268503,0.00,0.00,16,4.48,1.36,0.00,-3.91,10,117
268543,0.00,0.00,16,4.48,1.36,0.00,-3.91,10,117
268583,0.00,0.00,16,4.40,1.34,0.00,-3.91,10,117
268623,0.00,0.00,16,4.29,1.34,0.00,-3.91,10,117
268655,0.00,0.00,16,4.29,1.34,0.00,-3.91,10,117
268695,0.00,0.00,16,4.18,1.32,0.00,-3.91,10,117
268735,0.00,0.00,16,4.18,1.32,0.00,-3.91,8,117
268775,0.00,0.00,16,4.13,1.32,0.00,-3.91,8,117
268815,0.00,0.00,16,3.93,1.30,-0.78,-3.91,8,117
268855,0.00,0.00,16,3.93,1.30,-2.34,-3.91,8,117
268887,0.00,0.00,16,3.83,1.28,-2.34,-3.91,8,117
268927,0.00,0.00,16,3.83,1.28,-3.12,-3.91,8,117
268967,0.00,0.00,16,3.75,1.28,-3.91,-3.91,8,117
269007,0.00,0.00,16,3.70,1.28,-3.91,-3.91,8,117
269043,0.00,0.00,16,3.70,1.28,-4.69,-3.91,8,117
269083,0.00,0.00,16,3.65,1.28,-4.69,-3.91,8,117
269123,0.00,0.00,16,3.65,1.28,-4.69,-3.91,8,117
269159,0.00,0.00,16,3.60,1.28,-5.47,-3.91,8,117
269195,0.00,0.00,16,3.60,1.28,-5.47,-3.91,8,117
269235,0.00,0.00,16,3.52,1.26,-5.47,-3.91,8,117
269275,0.00,0.00,16,3.47,1.26,-6.25,-3.91,8,117
269314,0.00,0.00,16,3.47,1.26,-6.25,-3.91,8,117
269350,0.00,0.00,16,3.42,1.26,-6.25,-3.91,8,117
269390,0.00,0.00,16,3.42,1.26,-7.03,-3.91,8,117
269434,0.00,0.00,16,3.45,1.24,-7.03,-3.91,8,117
269466,0.00,0.00,16,3.42,1.24,-7.03,-3.91,8,117
269506,0.00,0.00,16,3.42,1.24,-7.81,-3.91,8,117
269546,0.00,0.00,16,3.42,1.26,-7.81,-3.91,8,117
269590,0.00,0.00,16,3.42,1.26,-7.81,-3.91,8,117
269628,0.00,0.00,16,3.45,1.26,-8.59,-3.91,8,117
269668,0.00,0.00,16,3.42,1.26,-8.59,-3.91,8,117
269700,0.00,0.00,16,3.42,1.26,-8.59,-3.91,8,117
269744,0.00,0.00,16,3.38,1.24,-8.59,-3.91,8,117
269776,0.00,0.00,16,3.38,1.24,-8.59,-3.91,8,115
269816,0.00,0.00,16,3.38,1.26,-8.59,-3.91,8,115
269856,0.00,0.00,16,3.38,1.26,-8.59,-3.91,8,115
269896,0.00,0.00,16,3.38,1.26,-9.38,-3.91,8,115
269935,0.00,0.00,16,3.36,1.24,-9.38,-3.91,8,115
269972,0.00,0.00,16,3.36,1.24,-9.38,-3.91,8,115
270012,0.00,0.00,16,3.38,1.24,-9.38,-4.69,8,115
270048,0.00,0.00,16,3.38,1.24,-9.38,-4.69,8,115
270088,0.00,0.00,16,3.38,1.26,-9.38,-4.69,8,115
270128,0.00,0.00,16,3.38,1.24,-9.38,-4.69,8,115
270164,0.00,0.00,16,3.38,1.24,-8.59,-4.69,8,115
270204,0.00,0.00,16,3.40,1.26,-8.59,-4.69,8,115
270244,0.00,0.00,16,3.40,1.26,-8.59,-4.69,8,115
270288,0.00,0.00,16,3.40,1.26,-8.59,-4.69,8,115
270320,0.00,0.00,16,3.45,1.26,-8.59,-4.69,8,115
270360,0.00,0.00,16,3.45,1.26,-8.59,-4.69,8,115
270398,0.00,0.00,16,3.47,1.28,-8.59,-4.69,8,115
270438,0.00,0.00,16,3.47,1.28,-8.59,-4.69,8,115
270478,0.00,0.00,16,3.56,1.28,-7.81,-4.69,8,115
270511,0.00,0.00,16,3.56,1.28,-7.81,-4.69,8,115
270555,0.00,0.00,16,3.56,1.28,-7.81,-4.69,8,115
270595,0.00,0.00,16,3.65,1.30,-7.81,-4.69,8,115
270627,0.00,0.00,16,3.65,1.30,-7.81,-4.69,8,115
270667,0.00,0.00,16,3.70,1.28,-7.81,-4.69,8,115
270707,0.00,0.00,16,3.70,1.28,-7.81,-4.69,8,115
270746,0.00,0.00,16,3.70,1.28,-7.81,-4.69,8,115
270785,0.00,0.00,16,3.70,1.30,-7.81,-4.69,8,115
270825,0.00,0.00,16,3.70,1.30,-7.81,-4.69,8,115
270859,0.00,0.00,16,3.70,1.28,-7.81,-4.69,8,115
270899,0.00,0.00,16,3.70,1.28,-7.03,-4.69,8,115
270935,0.00,0.00,16,3.67,1.26,-7.03,-4.69,8,115
270975,0.00,0.00,16,3.65,1.28,-7.03,-4.69,8,115
271018,0.00,0.00,16,3.65,1.28,-7.03,-4.69,8,115
271057,0.00,0.00,16,3.65,1.28,-7.03,-4.69,8,115
271097,0.00,0.00,16,3.65,1.28,-6.25,-4.69,8,115
271129,0.00,0.00,16,3.65,1.28,-6.25,-4.69,8,115
271170,0.00,0.00,16,3.70,1.28,-6.25,-4.69,8,115
271210,0.00,0.00,16,3.70,1.28,-6.25,-4.69,8,115
271250,0.00,0.00,16,3.70,1.30,-6.25,-4.69,8,115
271289,0.00,0.00,16,3.70,1.30,-6.25,-4.69,8,115
271326,0.00,0.00,16,3.70,1.30,-5.47,-4.69,8,115
271366,0.00,0.00,16,3.78,1.28,-5.47,-4.69,8,115
271402,0.00,0.00,16,3.78,1.28,-5.47,-4.69,8,115
271442,0.00,0.00,16,3.76,1.28,-5.47,-4.69,8,115
271482,0.00,0.00,16,3.76,1.28,-5.47,-4.69,8,115
271520,0.00,0.00,16,3.76,1.30,-5.47,-4.69,8,115
271560,0.00,0.00,16,3.76,1.30,-5.47,-4.69,8,115
271596,0.00,0.00,16,3.73,1.30,-4.69,-4.69,8,115
271636,0.00,0.00,16,3.73,1.28,-4.69,-4.69,8,115
271676,0.00,0.00,16,3.73,1.28,-4.69,-4.69,8,115
271714,0.00,0.00,16,3.73,1.28,-4.69,-4.69,8,115
271754,0.00,0.00,16,3.73,1.28,-4.69,-4.69,8,115
271794,0.00,0.00,16,3.73,1.30,-4.69,-4.69,8,115
271827,0.00,0.00,16,3.73,1.30,-4.69,-4.69,8,115
271867,0.00,0.00,16,3.73,1.30,-3.91,-4.69,8,115
271907,0.00,0.00,16,3.76,1.28,-3.91,-4.69,8,115
271946,0.00,0.00,16,3.76,1.28,-3.91,-4.69,8,115
271986,0.00,0.00,16,3.76,1.28,-3.91,-4.69,8,115
272027,0.00,0.00,16,3.76,1.30,-3.91,-4.69,8,115
272059,0.00,0.00,16,3.76,1.30,-3.91,-4.69,8,115
272099,0.00,0.00,16,3.76,1.30,-3.91,-4.69,8,115
272141,0.00,0.00,16,3.76,1.30,-3.91,-4.69,8,115
272179,0.00,0.00,16,3.73,1.28,-3.91,-4.69,8,115
272217,0.00,0.00,16,3.70,1.28,-3.91,-4.69,8,115
